sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-2024-12-17_naive_0_generated_,o1-2024-12-17_naive_1_generated_,o1-2024-12-17_naive_2_generated_,o1-2024-12-17_naive_0_generated,o1-2024-12-17_naive_0_property,o1-2024-12-17_naive_0_combination_relevance,o1-2024-12-17_naive_0_root_relevance,o1-2024-12-17_naive_0_modifier_relevance,o1-2024-12-17_naive_0_indiv_max,o1-2024-12-17_naive_0_emergence,o1-2024-12-17_naive_1_generated,o1-2024-12-17_naive_1_property,o1-2024-12-17_naive_1_combination_relevance,o1-2024-12-17_naive_1_root_relevance,o1-2024-12-17_naive_1_modifier_relevance,o1-2024-12-17_naive_1_indiv_max,o1-2024-12-17_naive_1_emergence,o1-2024-12-17_naive_2_generated,o1-2024-12-17_naive_2_property,o1-2024-12-17_naive_2_combination_relevance,o1-2024-12-17_naive_2_root_relevance,o1-2024-12-17_naive_2_modifier_relevance,o1-2024-12-17_naive_2_indiv_max,o1-2024-12-17_naive_2_emergence
I was as lively as a dog with wings.,a dog with wings,dog,wing,unreal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""mythical""}']","['{""property"": ""mythical""}']","['{""property"": ""fantastical""}']",{'property': 'mythical'},mythical,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'fantastical'},fantastical,0.8888888888888888,0.0,0.2222222222222222,0.2222222222222222,0.6666666666666666
theyre almost like flying buses .,flying buses,bus,fly,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""fantastical""}']","['{""property"": ""whimsical""}']","['{""property"": ""fantastical""}']",{'property': 'fantastical'},fantastical,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'whimsical'},whimsical,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'fantastical'},fantastical,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"But the machine is monstrous and unethical, kind of like a battery farm, and the poor human beings enmeshed in it are constantly suffering.",a battery farm,farm,battery,cruel,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""oppressive""}']","['{""property"": ""confinement""}']","['{""property"": ""inhumane""}']",{'property': 'oppressive'},oppressive,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'confinement'},confinement,1.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.4444444444444444,{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""impractical""}']","['{""property"": ""unwieldy""}']","['{""property"": ""incongruous""}']",{'property': 'impractical'},impractical,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'unwieldy'},unwieldy,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'incongruous'},incongruous,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"As in any analog process, every reprinting degrades the picture, just like a photocopy of a photocopy.",a photocopy of a photocopy,photocopy,photocopy,degrade,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 3, 3)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""self-referential""}']","['{""property"": ""cumulative distortion""}']","['{""property"": ""compounded distortion""}']",{'property': 'self-referential'},self-referential,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'cumulative distortion'},cumulative distortion,0.8888888888888888,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.2222222222222222,{'property': 'compounded distortion'},compounded distortion,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222
"Briefly on the face of the glass images phased past like a long exposure, the slim worn cloaked figure in his chair stationary as the scenes rolled by.",a long exposure,exposure,long,time,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 4, 1)","(4, 5, 2)",0.1111111111111111,0.7777777777777778,0.5555555555555556,0.6666666666666666,False,0.6666666666666666,"['{""property"": ""ethereal effect""}']","['{""property"": ""ghostly effect""}']","['{""property"": ""ethereal""}']",{'property': 'ethereal effect'},ethereal effect,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'ghostly effect'},ghostly effect,0.6666666666666666,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,{'property': 'ethereal'},ethereal,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.22222222222222227
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""liminal""}']","['{""property"": ""liminality""}']","['{""property"": ""liminal""}']",{'property': 'liminal'},liminal,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.11111111111111116,{'property': 'liminality'},liminality,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.11111111111111105,{'property': 'liminal'},liminal,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""make-believe threat""}']","['{""property"": ""feigned aggression""}']","['{""property"": ""harmless intimidation""}']",{'property': 'make-believe threat'},make-believe threat,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'feigned aggression'},feigned aggression,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'harmless intimidation'},harmless intimidation,0.6666666666666666,0.0,0.5555555555555556,0.5555555555555556,0.11111111111111105
They are as different as day from night.,day from night,day,night,distinct,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""contrasting""}']","['{""property"": ""transition""}']","['{""property"": ""threshold""}']",{'property': 'contrasting'},contrasting,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'transition'},transition,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'threshold'},threshold,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""incongruous""}']","['{""property"": ""misplaced""}']","['{""property"": ""misplaced""}']",{'property': 'incongruous'},incongruous,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,{'property': 'misplaced'},misplaced,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'misplaced'},misplaced,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.22222222222222227
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,unsettling,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""eerie""}']","['{""property"": ""eerie""}']","['{""property"": ""eerie""}']",{'property': 'eerie'},eerie,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'eerie'},eerie,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'eerie'},eerie,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""foggy""}']","['{""property"": ""foggy reflection""}']","['{""property"": ""foggy""}']",{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'foggy reflection'},foggy reflection,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'foggy'},foggy,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"As I got to my front step, I felt immediately like a genius and an idiot at the same time.",a genius and an idiot,genius,idiot,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""confounding synergy""}']","['{""property"": ""paradoxical""}']","['{""property"": ""contradictory synergy""}']",{'property': 'confounding synergy'},confounding synergy,0.3333333333333333,0.5555555555555556,0.0,0.5555555555555556,0.0,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'contradictory synergy'},contradictory synergy,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227
To the agonized nerves of the watchers its descent seemed as slow as a falling leafs.,a falling leafs,leafs,fall,graceful,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 2)","(4, 4, 3)",0.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""melancholic""}']","['{""property"": ""graceful""}']","['{""property"": ""poetic""}']",{'property': 'melancholic'},melancholic,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'graceful'},graceful,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'poetic'},poetic,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""bizarre extravagance""}']","['{""property"": ""impractical""}']","['{""property"": ""absurd""}']",{'property': 'bizarre extravagance'},bizarre extravagance,1.0,0.0,0.0,0.0,1.0,{'property': 'impractical'},impractical,1.0,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'absurd'},absurd,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""property"": ""entrancing""}']","['{""property"": ""mesmerizing""}']","['{""property"": ""inadvertent intimacy""}']",{'property': 'entrancing'},entrancing,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,{'property': 'mesmerizing'},mesmerizing,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,{'property': 'inadvertent intimacy'},inadvertent intimacy,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111
"Now, we know that from the very beginning the President knew that this was a lethal virus, at least five times as lethal as the worst flu.",the worst flu,flu,bad,lethal,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(4, 1, 2)","(2, 1, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""mass panic""}']","['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']",{'property': 'mass panic'},mass panic,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'catastrophic'},catastrophic,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'catastrophic'},catastrophic,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'paradoxical'},paradoxical,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""morbid""}']","['{""property"": ""disturbing""}']","['{""property"": ""horrifying""}']",{'property': 'morbid'},morbid,1.0,0.0,0.0,0.0,1.0,{'property': 'disturbing'},disturbing,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'horrifying'},horrifying,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
"And we know that even just as recently as a couple of days ago, Sarah Huckabee Sanders said well, we know what would happen if he fires Mueller.",a couple of days,couple,day,recent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""fleeting""}']","['{""property"": ""vagueness""}']","['{""property"": ""imminent""}']",{'property': 'fleeting'},fleeting,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'vagueness'},vagueness,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'imminent'},imminent,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""daunting""}']","['{""property"": ""inviting curiosity""}']","['{""property"": ""inviting""}']",{'property': 'daunting'},daunting,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'inviting curiosity'},inviting curiosity,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0,{'property': 'inviting'},inviting,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""absurd""}']","['{""property"": ""impractical""}']","['{""property"": ""comical""}']",{'property': 'absurd'},absurd,1.0,0.0,0.0,0.0,1.0,{'property': 'impractical'},impractical,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'comical'},comical,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""controversial""}']","['{""property"": ""controversial""}']","['{""property"": ""controversial""}']",{'property': 'controversial'},controversial,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'controversial'},controversial,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,{'property': 'controversial'},controversial,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.22222222222222227
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""unwieldy""}']","['{""property"": ""inconvenient""}']","['{""property"": ""culinary hazard""}']",{'property': 'unwieldy'},unwieldy,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'inconvenient'},inconvenient,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'culinary hazard'},culinary hazard,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556
"Fred's love for hershe felt sure he had loved herwas only hidden away like the flowers under the snow, to bloom forth again in spring.",the flowers under the snow,flower,snow,hide,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 1)","(4, 4, 1)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""resilient""}']","['{""property"": ""quiet perseverance""}']","['{""property"": ""hopeful""}']",{'property': 'resilient'},resilient,0.7777777777777778,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.33333333333333337,{'property': 'quiet perseverance'},quiet perseverance,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0,{'property': 'hopeful'},hopeful,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0
"Oh, a man with an open mind is just as disagreeable as a man without prejudices.",a man without prejudices,man,prejudice,non,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 3, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""inspiring""}']","['{""property"": ""trusted mediator""}']","['{""property"": ""catalyst for unity""}']",{'property': 'inspiring'},inspiring,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'trusted mediator'},trusted mediator,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'catalyst for unity'},catalyst for unity,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
"53 I have given up on my aim, now like a good girl, i sit to pee.",a good girl,girl,good,well,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 2, 2)","(4, 4, 5)",0.111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""angelic""}']","['{""property"": ""cherished""}']","['{""property"": ""adored""}']",{'property': 'angelic'},angelic,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'cherished'},cherished,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.7777777777777778,0.0,{'property': 'adored'},adored,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""traumatic""}']","['{""property"": ""startling""}']","['{""property"": ""disorienting""}']",{'property': 'traumatic'},traumatic,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'startling'},startling,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222,{'property': 'disorienting'},disorienting,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']",{'property': 'miraculous'},miraculous,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'miraculous'},miraculous,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'miraculous'},miraculous,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778
The Creature's milky white eye slid open like a small bulb.,a small bulb,bulb,small,dim,emergent,"(emergent, component, emergent)","(4, 5, 4)","(3, 4, 3)","(4, 4, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""cozy""}']","['{""property"": ""subtle glow""}']","['{""property"": ""charming""}']",{'property': 'cozy'},cozy,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'subtle glow'},subtle glow,0.8888888888888888,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.33333333333333326,{'property': 'charming'},charming,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.22222222222222227
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""mild punishment""}']","['{""property"": ""lenient penalty""}']","['{""property"": ""lenient penalty""}']",{'property': 'mild punishment'},mild punishment,1.0,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.33333333333333337,{'property': 'lenient penalty'},lenient penalty,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'lenient penalty'},lenient penalty,1.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""unsettling""}']","['{""property"": ""unsettling""}']","['{""property"": ""unsettling""}']",{'property': 'unsettling'},unsettling,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556,{'property': 'unsettling'},unsettling,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'unsettling'},unsettling,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""pungent""}']","['{""property"": ""long-lasting snack""}']","['{""property"": ""overpowering""}']",{'property': 'pungent'},pungent,0.7777777777777778,0.7777777777777778,0.0,0.7777777777777778,0.0,{'property': 'long-lasting snack'},long-lasting snack,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'overpowering'},overpowering,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']",{'property': 'dangerous'},dangerous,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'dangerous'},dangerous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'dangerous'},dangerous,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""distorted gravity""}']","['{""property"": ""impossible horizon""}']","['{""property"": ""uneven gravity""}']",{'property': 'distorted gravity'},distorted gravity,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'impossible horizon'},impossible horizon,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'uneven gravity'},uneven gravity,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"stopping was about as appealing as a bat to the kneecaps , but i did it .",a bat to the kneecaps,bat,kneecap,painful,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 5, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""crippling""}']","['{""property"": ""debilitating""}']","['{""property"": ""crippling""}']",{'property': 'crippling'},crippling,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'debilitating'},debilitating,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'crippling'},crippling,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556
