sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_property,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_root_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_cancellation,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_property,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_root_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_cancellation,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_property,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_root_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_cancellation
"cried Roger, he creeps away like a beaten hound, and Virginia saw the bowlderlike shadow rolling off toward the palisade.",a beaten hound,hound,beat,quick,canceled,"(canceled, canceled, others)","(1, 1, 2)","(4, 4, 4)","(2, 2, 1)",0.6666666666666667,0.1111111111111111,0.7777777777777778,0.555555556,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""energetic""}']","['{""property"": ""loyal""}']","['{""property"": ""healthy""}']",{'property': 'energetic'},energetic,0.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,{'property': 'loyal'},loyal,0.7777777777777778,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111105,{'property': 'healthy'},healthy,0.1111111111111111,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.5555555555555556
"This letter was taken up the next morning to Belforest by Colonel Brownlow, and the two eldest delinquents, one, curious, amused, and with only compunction enough to flavour an apology, the other cross, dogged, and sheepish, dragged along like a cur in a sling, just as though he were going to be hanged, said Janet.",a cur in a sling,cur,sling,springy,canceled,"(others, canceled, canceled)","(1, 5, 2)","(2, 3, 1)","(1, 4, 3)",0.7777777777777778,0.0,0.0,0.8,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""weapon""}']","['{""property"": ""aggressive""}']","['{""property"": ""canine""}']",{'property': 'weapon'},weapon,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'aggressive'},aggressive,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,{'property': 'canine'},canine,0.0,1.0,0.0,1.0,1.0
Next thing you know the pentagon will start treating their ground pounders grunts too like non expendables and then what kind of chaos will that bring?,non expendables,expendable,non,disposable,canceled,"(canceled, canceled, others)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.011111111,True,0.0,1.0,"['{""property"": ""disposable""}']","['{""property"": ""disposable""}']","['{""property"": ""replaceable""}']",{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0,{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0,{'property': 'replaceable'},replaceable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"her face was a rigor of alarm , her eyes wide like the hands of the dead . ",the hands of the dead,hands,dead,dexterous,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""useful""}']","['{""property"": ""dexterous""}']","['{""property"": ""mobile""}']",{'property': 'useful'},useful,0.0,1.0,0.0,1.0,1.0,{'property': 'dexterous'},dexterous,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'mobile'},mobile,0.0,1.0,0.0,1.0,1.0
"Those bags are as loud as a tree falling, man.",a tree falling,tree,falling,rooted,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 2)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""stationary""}']","['{""property"": ""stationary""}']","['{""property"": ""stationary""}']",{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0
"This detracts a little from the piece to my mind as it feels at best like a missed opportunity, or otherwise a failed use misuse of the supposing of structure.",a missed opportunity,opportunity,miss,promise,canceled,"(others, canceled, canceled)","(1, 1, 2)","(1, 5, 5)","(1, 1, 3)",0.7777777777777778,0.0,0.7777777777777778,0.044444444,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""potential""}']","['{""property"": ""available""}']","['{""property"": ""promising""}']",{'property': 'potential'},potential,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.5555555555555556,{'property': 'available'},available,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,{'property': 'promising'},promising,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667
,shifting blame,blame,shift,accountability,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,,False,0.3333333333333333,0.5555555555555556,"['{""property"": ""accountable""}']","['{""property"": ""responsible""}']","['{""property"": ""changing""}']",{'property': 'accountable'},accountable,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'responsible'},responsible,0.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444,{'property': 'changing'},changing,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0
,the granite bench,bench,granite,wood/metal/plastic,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""granular""}']","['{""property"": ""natural""}']","['{""property"": ""rough""}']",{'property': 'granular'},granular,0.6666666666666666,0.0,1.0,1.0,0.33333333333333337,{'property': 'natural'},natural,0.5555555555555556,0.3333333333333333,1.0,1.0,0.4444444444444444,{'property': 'rough'},rough,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0
"But on this night the mirth jarred like a cracked bell and ere they rose, the seneschal ventured timidly to ask the Baron if he might accept the ransom offered by the young wife of the latest captive.",a cracked bell and,bell,cracked,clear,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(4, 5, 4)","(1, 2, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""functional""}']","['{""property"": ""ringing""}']","['{""property"": ""ringing""}']",{'property': 'functional'},functional,0.2222222222222222,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.6666666666666666,{'property': 'ringing'},ringing,0.1111111111111111,0.6666666666666666,0.0,0.6666666666666666,0.5555555555555556,{'property': 'ringing'},ringing,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
but stillnowhere near as enjoyable as a night with emma . '',a night with emma,night,emma,black,canceled,"(canceled, others, canceled)","(2, 2, 2)","(4, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""lonely""}']","['{""property"": ""female""}']","['{""property"": ""lonely""}']",{'property': 'lonely'},lonely,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444445,{'property': 'female'},female,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'lonely'},lonely,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.1111111111111111
"Life, I said to myself, is as empty as a used cantaloupe.",a used cantaloupe,cantaloupe,used,sweet,canceled,"(canceled, canceled, others)","(2, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,False,0.0,0.6666666666666666,"['{""property"": ""fresh""}']","['{""property"": ""fresh""}']","['{""property"": ""edible""}']",{'property': 'fresh'},fresh,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'fresh'},fresh,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'edible'},edible,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.8888888888888888
"We should build the garden with a setting of fine trees grouped upon the outskirts, otherwise it will seem as incomplete as a portrait without a frame.",a portrait without a frame,portrait,frame,structural,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(3, 2, 1)","(4, 4, 4)",0.5555555555555556,0.3333333333333333,0.1111111111111111,0.988888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""ornate""}']","['{""property"": ""framed""}']","['{""property"": ""framed""}']",{'property': 'ornate'},ornate,0.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444,{'property': 'framed'},framed,0.0,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,{'property': 'framed'},framed,0.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778
"In the east the full moon had just risen, and its thin silver surface was flushed with pink until it looked exactly like the setting sun.",the setting sun,sun,set,hot,canceled,"(canceled, canceled, others)","(2, 3, 3)","(5, 5, 4)","(1, 2, 2)",0.6666666666666667,0.3333333333333333,1.0,0.255555556,False,0.0,1.0,"['{""property"": ""high""}']","['{""property"": ""constant""}']","['{""property"": ""bright white""}']",{'property': 'high'},high,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'constant'},constant,0.0,1.0,0.3333333333333333,1.0,1.0,{'property': 'bright white'},bright white,0.1111111111111111,0.6666666666666666,0.0,0.6666666666666666,0.5555555555555556
"To have a fellow going about the farm as cross with every body as a bear with a sore head, with a temper as sour as verjuice and as sharp as a razor, looking as surly as a butcher's dog, is a great nuisance and yet there may be some good points about the man, so that he may be a man for all that but poor, soft Tommy, as green as grass and as ready to bend as a willow, is nobody's money and every body's scorn.",a butcher's dog,dog,butcher,skilled,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 2, 3)","(1, 4, 3)",0.4444444444444445,0.3333333333333333,0.5555555555555556,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""skilled""}']","['{""property"": ""sharp""}']","['{""property"": ""friendly""}']",{'property': 'skilled'},skilled,0.3333333333333333,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.4444444444444445,{'property': 'sharp'},sharp,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4444444444444444,{'property': 'friendly'},friendly,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.4444444444444445
"He was a strange object, the wrinkled skin of his face yellow like old ivory, a ragged white beard hanging almost to his waist.","old ivory,",ivory,old,pure,canceled,"(others, canceled, canceled)","(4, 3, 3)","(3, 5, 5)","(2, 2, 2)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.088888889,False,0.1111111111111111,0.7777777777777778,"['{""property"": ""white""}']","['{""property"": ""pure""}']","['{""property"": ""white""}']",{'property': 'white'},white,0.8888888888888888,1.0,0.3333333333333333,1.0,0.11111111111111116,{'property': 'pure'},pure,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.5555555555555556,{'property': 'white'},white,1.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0
I do like how this dig at nerds implicitly acknowledges that their religions are equally as real as star wars and just hope you wont notice.,star wars,war,star,luminous,canceled,"(canceled, component, canceled)","(3, 3, 1)","(5, 5, 1)","(4, 4, 5)",0.6666666666666667,0.3333333333333333,0.0,0.877777778,False,1.0,1.0,"['{""property"": ""celestial""}']","['{""property"": ""celestial""}']","['{""property"": ""twinkling""}']",{'property': 'celestial'},celestial,0.5555555555555556,0.0,1.0,1.0,0.4444444444444444,{'property': 'celestial'},celestial,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667,{'property': 'twinkling'},twinkling,0.2222222222222222,0.0,0.8888888888888888,0.8888888888888888,0.6666666666666666
Almost like shattered glass.,shattered glass,glass,shatter,hard,canceled,"(canceled, component, canceled)","(1, 4, 2)","(4, 5, 5)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""fragile""}']","['{""property"": ""smooth""}']","['{""property"": ""transparent""}']",{'property': 'fragile'},fragile,1.0,0.8888888888888888,1.0,1.0,0.0,{'property': 'smooth'},smooth,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556
"The monsters are kind of like the opposite of moths, most of the cities now have laws in place to make electricity free.",the opposite of moths,opposite,moth,fly,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 5, 4)",0.8888888888888888,0.0,0.0,1.0,True,0.8888888888888888,0.8888888888888888,"['{""property"": ""nocturnal""}']","['{""property"": ""nocturnal""}']","['{""property"": ""nocturnal""}']",{'property': 'nocturnal'},nocturnal,0.1111111111111111,0.0,0.8888888888888888,0.8888888888888888,0.7777777777777777,{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"The squeak of my match sounded as loud as the scraping of a brake, and I almost fancied I heard it fall when I tossed it onto the grass.",the scraping of a brake,scraping,brake,precise,canceled,"(canceled, component, canceled)","(1, 4, 2)","(2, 2, 2)","(3, 4, 4)",0.6666666666666667,0.1111111111111111,0.3333333333333333,0.9,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""metallic""}']","['{""property"": ""functional""}']","['{""property"": ""metallic""}']",{'property': 'metallic'},metallic,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.11111111111111105,{'property': 'functional'},functional,0.3333333333333333,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.5555555555555556,{'property': 'metallic'},metallic,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.11111111111111105
"Front chair has its arms upwards like hands in the air, the chair behind it has its arms pointing at it like it's pointing a gun.",hands in the air,hands,air,manipulative,canceled,"(others, canceled, canceled)","(1, 2, 2)","(2, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""invisible""}']","['{""property"": ""strong""}']","['{""property"": ""invisible""}']",{'property': 'invisible'},invisible,0.0,0.0,1.0,1.0,1.0,{'property': 'strong'},strong,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'invisible'},invisible,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,strong,canceled,"(canceled, canceled, canceled)","(3, 2, 3)","(5, 5, 5)","(5, 4, 5)",0.8888888888888888,0.0,0.8888888888888888,,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""strong""}']","['{""property"": ""strong""}']","['{""property"": ""strong""}']",{'property': 'strong'},strong,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.8888888888888888,{'property': 'strong'},strong,0.0,1.0,0.3333333333333333,1.0,1.0,{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888
the question hit toni like a punch in the stomach .,a punch in the stomach,punch,stomach,hollow,canceled,"(canceled, others, canceled)","(1, 2, 1)","(1, 1, 1)","(3, 3, 4)",0.3333333333333333,0.0,0.0,1.0,False,0.3333333333333333,0.3333333333333333,"['{""property"": ""sweet""}']","['{""property"": ""drinkable""}']","['{""property"": ""drinkable""}']",{'property': 'sweet'},sweet,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'drinkable'},drinkable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'drinkable'},drinkable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
,pizza with no cheese,pizza,cheese,topped,canceled,"(canceled, canceled, canceled)","(1, 1, 4)","(3, 5, 5)","(2, 1, 5)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""cheesy""}']","['{""property"": ""cheesy""}']","['{""property"": ""cheesy""}']",{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0
,a skein of smoke,skein,smoke,yarn,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(4, 3, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""solid""}']","['{""property"": ""tangible""}']","['{""property"": ""fibrous""}']",{'property': 'solid'},solid,0.0,0.0,0.0,0.0,0.0,{'property': 'tangible'},tangible,0.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.5555555555555556,{'property': 'fibrous'},fibrous,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667
over and over again like a fever dream .,a fever dream,dream,fever,real,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 3, 2)","(1, 1, 4)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""hot""}']","['{""property"": ""hot""}']","['{""property"": ""physical""}']",{'property': 'hot'},hot,0.7777777777777778,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111105,{'property': 'hot'},hot,0.5555555555555556,0.0,0.8888888888888888,0.8888888888888888,0.33333333333333326,{'property': 'physical'},physical,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"I stood on the platform and had no trouble in yanking the stuff in and this went right along like a mail steamer, till it was all up, and it came old Dibs's turn.",a mail steamer,steamer,mail,cook,canceled,"(canceled, canceled, canceled)","(2, 1, 2)","(5, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,True,0.0,0.8888888888888888,"['{""property"": ""postal""}']","['{""property"": ""handwritten""}']","['{""property"": ""lightweight""}']",{'property': 'postal'},postal,0.8888888888888888,0.1111111111111111,1.0,1.0,0.11111111111111116,{'property': 'handwritten'},handwritten,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'lightweight'},lightweight,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333337
These things and deeds are diametrically opposed they are as distinct as vice from virtue.,vice from virtue,vice,virtue,positive,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(1, 1, 1)","(5, 4, 5)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""immoral""}']","['{""property"": ""moral""}']","['{""property"": ""goodness""}']",{'property': 'immoral'},immoral,0.8888888888888888,1.0,0.0,1.0,0.11111111111111116,{'property': 'moral'},moral,0.0,0.0,1.0,1.0,1.0,{'property': 'goodness'},goodness,0.0,0.0,1.0,1.0,1.0
,ill preparation,preparation,ill,planning,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""thorough""}']","['{""property"": ""sick""}']","['{""property"": ""meticulous""}']",{'property': 'thorough'},thorough,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sick'},sick,0.2222222222222222,0.0,1.0,1.0,0.7777777777777778,{'property': 'meticulous'},meticulous,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"i reckon i am at that , seein as how youre about as useful as a bucket with no bottom . ''",a bucket with no bottom,bucket,bottom,simple,canceled,"(canceled, canceled, canceled)","(2, 1, 4)","(4, 2, 2)","(2, 2, 1)",0.8888888888888888,0.0,0.8888888888888888,0.377777778,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""can hold water""}']","['{""property"": ""has a bottom""}']","['{""property"": ""can hold liquids""}']",{'property': 'can hold water'},can hold water,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'has a bottom'},has a bottom,0.0,1.0,1.0,1.0,1.0,{'property': 'can hold liquids'},can hold liquids,0.0,1.0,0.1111111111111111,1.0,1.0
"Well I dress like a bum, am as ugly as a dog's arse, am one FAT MOTHERFUCKER and rarely if ever wear shoes.",a dog's arse,arse,dog,loyal,canceled,"(canceled, canceled, others)","(1, 1, 5)","(1, 1, 1)","(5, 4, 2)",0.8888888888888888,0.0,0.0,0.777777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""loyal""}']","['{""property"": ""loyal""}']","['{""property"": ""loyal""}']",{'property': 'loyal'},loyal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'loyal'},loyal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'loyal'},loyal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
The fields like the mountains that looked down at them were as unchangeable as the passing days.,the passing days,day,pass,acceptable,canceled,"(canceled, canceled, others)","(1, 1, 2)","(1, 1, 2)","(2, 5, 3)",0.5555555555555556,0.3333333333333333,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""endless""}']","['{""property"": ""24-hour period""}']","['{""property"": ""singular""}']",{'property': 'endless'},endless,0.0,0.0,0.0,0.0,0.0,{'property': '24-hour period'},24-hour period,1.0,1.0,0.0,1.0,0.0,{'property': 'singular'},singular,0.0,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.6666666666666666
,the washed out road,road,wash,paved,canceled,"(component, canceled, canceled)","(4, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""colorful""}']","['{""property"": ""clean""}']","['{""property"": ""paved""}']",{'property': 'colorful'},colorful,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'clean'},clean,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'paved'},paved,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
his body felt as brittle as a winter leaf .,a winter leaf,leaf,winter,photosynthetic,canceled,"(canceled, canceled, canceled)","(2, 3, 3)","(5, 5, 5)","(2, 2, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""green""}']","['{""property"": ""green""}']","['{""property"": ""green""}']",{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"Never for a moment, until I was dropped down here like a stone from a sling.",a stone from a sling,stone,sling,still,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 2)","(2, 2, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""heavy""}']","['{""property"": ""weapon""}']","['{""property"": ""flexible""}']",{'property': 'heavy'},heavy,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.4444444444444445,{'property': 'weapon'},weapon,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,{'property': 'flexible'},flexible,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
"I suppose that having made a mock of you and drained you dry, she was content to throw you aside like an empty gourd.",an empty gourd,gourd,empty,seed-filled,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""filled""}']","['{""property"": ""containing""}']","['{""property"": ""has contents""}']",{'property': 'filled'},filled,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'containing'},containing,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'has contents'},has contents,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"He would splash about like a trout in a saucer, bemoaning his fate.",a trout in a saucer,trout,saucer,stream-dwelling,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""swimming""}']","['{""property"": ""swimming""}']","['{""property"": ""swimming""}']",{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"He and the others stood grimly silent watching the schooner, as immobile as graven images.",graven images,images,graven,composed of pixels or vectors,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""engraved""}']","['{""property"": ""two-dimensional""}']","['{""property"": ""digital""}']",{'property': 'engraved'},engraved,1.0,0.0,1.0,1.0,0.0,{'property': 'two-dimensional'},two-dimensional,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666667,{'property': 'digital'},digital,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"The early submarine, though, was not only as blind as a cave fish, but it was as deaf and as dumb as a snail and since this was the case, it had to do whatever talking was necessary by means of a deaf and dumb alphabet, that is, by signaling with flags, or wigwagging, as it is called.",a cave fish,fish,cave,colorful,canceled,"(canceled, canceled, canceled)","(1, 3, 1)","(4, 4, 4)","(1, 2, 1)",0.5555555555555556,0.0,0.5555555555555556,0.111111111,False,0.1111111111111111,0.5555555555555556,"['{""property"": ""appetizing""}']","['{""property"": ""dry""}']","['{""property"": ""colorful""}']",{'property': 'appetizing'},appetizing,0.1111111111111111,0.6666666666666666,0.0,0.6666666666666666,0.5555555555555556,{'property': 'dry'},dry,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'colorful'},colorful,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
"He quickly opted for the rubbish bin, sliding in as silently as the nonexistent wind. ",the nonexistent wind,wind,nonexistent,airflow,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""moving""}']","['{""property"": ""blowing""}']","['{""property"": ""moving""}']",{'property': 'moving'},moving,0.0,1.0,0.0,1.0,1.0,{'property': 'blowing'},blowing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'moving'},moving,0.0,1.0,0.0,1.0,1.0
