sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_property,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_root_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_emergence,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_property,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_root_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_emergence,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_property,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_root_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_emergence
I was as lively as a dog with wings.,a dog with wings,dog,wing,unreal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""mythical""}']","['{""property"": ""mythical""}']","['{""property"": ""mythical""}']",{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'mythical'},mythical,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556
theyre almost like flying buses .,flying buses,bus,fly,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""futuristic""}']","['{""property"": ""unprecedented""}']","['{""property"": ""airborne mass transit""}']",{'property': 'futuristic'},futuristic,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'unprecedented'},unprecedented,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'airborne mass transit'},airborne mass transit,1.0,0.0,0.0,0.0,1.0
"But the machine is monstrous and unethical, kind of like a battery farm, and the poor human beings enmeshed in it are constantly suffering.",a battery farm,farm,battery,cruel,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""high-capacity""}']","['{""property"": ""large-scale energy storage""}']","['{""property"": ""grid-balancing""}']",{'property': 'high-capacity'},high-capacity,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.33333333333333337,{'property': 'large-scale energy storage'},large-scale energy storage,0.2222222222222222,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'grid-balancing'},grid-balancing,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""extended reach""}']","['{""property"": ""precision-guided""}']","['{""property"": ""unconventional""}']",{'property': 'extended reach'},extended reach,0.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.0,{'property': 'precision-guided'},precision-guided,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,{'property': 'unconventional'},unconventional,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6666666666666667
"As in any analog process, every reprinting degrades the picture, just like a photocopy of a photocopy.",a photocopy of a photocopy,photocopy,photocopy,degrade,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 3, 3)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""degraded""}']","['{""property"": ""unrecognizable""}']","['{""property"": ""degraded""}']",{'property': 'degraded'},degraded,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'unrecognizable'},unrecognizable,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.33333333333333337,{'property': 'degraded'},degraded,0.8888888888888888,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444
"Briefly on the face of the glass images phased past like a long exposure, the slim worn cloaked figure in his chair stationary as the scenes rolled by.",a long exposure,exposure,long,time,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 4, 1)","(4, 5, 2)",0.1111111111111111,0.7777777777777778,0.5555555555555556,0.6666666666666666,False,0.6666666666666666,"['{""property"": ""motion blur""}']","['{""property"": ""blurry""}']","['{""property"": ""surreal""}']",{'property': 'motion blur'},motion blur,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'blurry'},blurry,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'surreal'},surreal,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""dusk""}']","['{""property"": ""contrast""}']","['{""property"": ""transition""}']",{'property': 'dusk'},dusk,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'contrast'},contrast,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""symbolic violence""}']","['{""property"": ""ineffective""}']","['{""property"": ""gestural""}']",{'property': 'symbolic violence'},symbolic violence,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.0,{'property': 'ineffective'},ineffective,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'gestural'},gestural,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.0
They are as different as day from night.,day from night,day,night,distinct,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""transitional""}']","['{""property"": ""liminal""}']","['{""property"": ""duality""}']",{'property': 'transitional'},transitional,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'liminal'},liminal,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'duality'},duality,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""decorative""}']","['{""property"": ""impractical""}']","['{""property"": ""decorative""}']",{'property': 'decorative'},decorative,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'impractical'},impractical,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445,{'property': 'decorative'},decorative,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,unsettling,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""otherworldly""}']","['{""property"": ""disembodied""}']","['{""property"": ""eerie""}']",{'property': 'otherworldly'},otherworldly,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'disembodied'},disembodied,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'eerie'},eerie,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""fogged""}']","['{""property"": ""fogged""}']","['{""property"": ""foggy""}']",{'property': 'fogged'},fogged,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'fogged'},fogged,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'foggy'},foggy,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556
"As I got to my front step, I felt immediately like a genius and an idiot at the same time.",a genius and an idiot,genius,idiot,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'paradoxical'},paradoxical,1.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.4444444444444444,{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326
To the agonized nerves of the watchers its descent seemed as slow as a falling leafs.,a falling leafs,leafs,fall,graceful,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 2)","(4, 4, 3)",0.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""transience""}']","['{""property"": ""melancholic""}']","['{""property"": ""melancholic""}']",{'property': 'transience'},transience,1.0,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.11111111111111116,{'property': 'melancholic'},melancholic,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.0,{'property': 'melancholic'},melancholic,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.11111111111111116
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""bizarre""}']","['{""property"": ""incongruous""}']","['{""property"": ""incongruous""}']",{'property': 'bizarre'},bizarre,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incongruous'},incongruous,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incongruous'},incongruous,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""property"": ""relaxed""}']","['{""property"": ""protected""}']","['{""property"": ""inconspicuous""}']",{'property': 'relaxed'},relaxed,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'protected'},protected,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'inconspicuous'},inconspicuous,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.33333333333333337
"Now, we know that from the very beginning the President knew that this was a lethal virus, at least five times as lethal as the worst flu.",the worst flu,flu,bad,lethal,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(4, 1, 2)","(2, 1, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""deadliest""}']","['{""property"": ""deadly""}']","['{""property"": ""pandemic""}']",{'property': 'deadliest'},deadliest,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'deadly'},deadly,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.22222222222222227,{'property': 'pandemic'},pandemic,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""powerless""}']","['{""property"": ""ineffective""}']","['{""property"": ""defenseless""}']",{'property': 'powerless'},powerless,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'ineffective'},ineffective,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'defenseless'},defenseless,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""disturbing""}']","['{""property"": ""disturbing""}']","['{""property"": ""pregnant""}']",{'property': 'disturbing'},disturbing,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'disturbing'},disturbing,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'pregnant'},pregnant,0.0,0.0,0.0,0.0,0.0
"And we know that even just as recently as a couple of days ago, Sarah Huckabee Sanders said well, we know what would happen if he fires Mueller.",a couple of days,couple,day,recent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""temporary""}']","['{""property"": ""short-lived""}']","['{""property"": ""temporary""}']",{'property': 'temporary'},temporary,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'short-lived'},short-lived,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'temporary'},temporary,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""organized""}']","['{""property"": ""organized""}']","['{""property"": ""organized""}']",{'property': 'organized'},organized,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.0,{'property': 'organized'},organized,0.7777777777777778,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.0,{'property': 'organized'},organized,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.11111111111111116
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""decorative""}']","['{""property"": ""decorative""}']","['{""property"": ""novelty""}']",{'property': 'decorative'},decorative,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'decorative'},decorative,0.7777777777777778,0.0,0.6666666666666666,0.6666666666666666,0.11111111111111116,{'property': 'novelty'},novelty,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""deceptive""}']","['{""property"": ""illusory""}']","['{""property"": ""deceptive""}']",{'property': 'deceptive'},deceptive,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'illusory'},illusory,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'deceptive'},deceptive,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""unstable""}']","['{""property"": ""impractical""}']","['{""property"": ""impractical""}']",{'property': 'unstable'},unstable,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'impractical'},impractical,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'impractical'},impractical,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888
"Fred's love for hershe felt sure he had loved herwas only hidden away like the flowers under the snow, to bloom forth again in spring.",the flowers under the snow,flower,snow,hide,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 1)","(4, 4, 1)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""concealed beauty""}']","['{""property"": ""resilience""}']","['{""property"": ""concealed""}']",{'property': 'concealed beauty'},concealed beauty,0.7777777777777778,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.11111111111111116,{'property': 'resilience'},resilience,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'concealed'},concealed,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.33333333333333337
"Oh, a man with an open mind is just as disagreeable as a man without prejudices.",a man without prejudices,man,prejudice,non,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 3, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""impartial""}']","['{""property"": ""impartial""}']","['{""property"": ""impartial""}']",{'property': 'impartial'},impartial,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'impartial'},impartial,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'impartial'},impartial,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"53 I have given up on my aim, now like a good girl, i sit to pee.",a good girl,girl,good,well,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 2, 2)","(4, 4, 5)",0.111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""well-behaved""}']","['{""property"": ""well-behaved""}']","['{""property"": ""respectable""}']",{'property': 'well-behaved'},well-behaved,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'well-behaved'},well-behaved,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'respectable'},respectable,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.11111111111111116
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""traumatic""}']","['{""property"": ""disturbance""}']","['{""property"": ""visual obstruction""}']",{'property': 'traumatic'},traumatic,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'disturbance'},disturbance,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'visual obstruction'},visual obstruction,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""supernatural""}']","['{""property"": ""supernatural""}']","['{""property"": ""resurrection""}']",{'property': 'supernatural'},supernatural,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'supernatural'},supernatural,1.0,0.0,0.0,0.0,1.0,{'property': 'resurrection'},resurrection,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
The Creature's milky white eye slid open like a small bulb.,a small bulb,bulb,small,dim,emergent,"(emergent, component, emergent)","(4, 5, 4)","(3, 4, 3)","(4, 4, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""space-saving""}']","['{""property"": ""inconspicuous""}']","['{""property"": ""minimalist""}']",{'property': 'space-saving'},space-saving,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'inconspicuous'},inconspicuous,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.11111111111111116,{'property': 'minimalist'},minimalist,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""lenient""}']","['{""property"": ""lenient punishment""}']","['{""property"": ""leniency""}']",{'property': 'lenient'},lenient,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'lenient punishment'},lenient punishment,0.8888888888888888,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.2222222222222222,{'property': 'leniency'},leniency,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""anthropomorphic""}']","['{""property"": ""tool-using""}']","['{""property"": ""anthropomorphic""}']",{'property': 'anthropomorphic'},anthropomorphic,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'tool-using'},tool-using,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'anthropomorphic'},anthropomorphic,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.2222222222222222
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unappetizing""}']","['{""property"": ""shelf-stable""}']","['{""property"": ""unappetizing""}']",{'property': 'unappetizing'},unappetizing,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,{'property': 'shelf-stable'},shelf-stable,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'unappetizing'},unappetizing,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.0
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""accident-prone""}']","['{""property"": ""increased traffic accidents""}']","['{""property"": ""accident-prone""}']",{'property': 'accident-prone'},accident-prone,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'increased traffic accidents'},increased traffic accidents,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'accident-prone'},accident-prone,0.8888888888888888,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""non-uniform gravity""}']","['{""property"": ""non-spherical""}']","['{""property"": ""unnatural""}']",{'property': 'non-uniform gravity'},non-uniform gravity,1.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,{'property': 'non-spherical'},non-spherical,1.0,0.0,1.0,1.0,0.0,{'property': 'unnatural'},unnatural,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"stopping was about as appealing as a bat to the kneecaps , but i did it .",a bat to the kneecaps,bat,kneecap,painful,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 5, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""incapacitating""}']","['{""property"": ""disabling""}']","['{""property"": ""assault""}']",{'property': 'incapacitating'},incapacitating,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'disabling'},disabling,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'assault'},assault,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
Yes it means new recruits but it also means that we're about as useful as a steak to a vegan.,a steak to a vegan,steak,vegan,unwanted,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 1)","(5, 5, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""unacceptable""}']","['{""property"": ""unappetizing""}']","['{""property"": ""incompatible""}']",{'property': 'unacceptable'},unacceptable,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'unappetizing'},unappetizing,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'incompatible'},incompatible,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
