sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,claude-3-5-sonnet-20241022_naive_0_generated_,claude-3-5-sonnet-20241022_naive_1_generated_,claude-3-5-sonnet-20241022_naive_2_generated_,claude-3-5-sonnet-20241022_naive_0_generated,claude-3-5-sonnet-20241022_naive_0_property,claude-3-5-sonnet-20241022_naive_0_combination_relevance,claude-3-5-sonnet-20241022_naive_0_root_relevance,claude-3-5-sonnet-20241022_naive_0_modifier_relevance,claude-3-5-sonnet-20241022_naive_0_indiv_max,claude-3-5-sonnet-20241022_naive_0_emergence,claude-3-5-sonnet-20241022_naive_1_generated,claude-3-5-sonnet-20241022_naive_1_property,claude-3-5-sonnet-20241022_naive_1_combination_relevance,claude-3-5-sonnet-20241022_naive_1_root_relevance,claude-3-5-sonnet-20241022_naive_1_modifier_relevance,claude-3-5-sonnet-20241022_naive_1_indiv_max,claude-3-5-sonnet-20241022_naive_1_emergence,claude-3-5-sonnet-20241022_naive_2_generated,claude-3-5-sonnet-20241022_naive_2_property,claude-3-5-sonnet-20241022_naive_2_combination_relevance,claude-3-5-sonnet-20241022_naive_2_root_relevance,claude-3-5-sonnet-20241022_naive_2_modifier_relevance,claude-3-5-sonnet-20241022_naive_2_indiv_max,claude-3-5-sonnet-20241022_naive_2_emergence
I was as lively as a dog with wings.,a dog with wings,dog,wing,unreal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""mythical""}']","['{""property"": ""mythological""}']","['{""property"": ""mythical""}']",{'property': 'mythical'},mythical,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'mythological'},mythological,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
theyre almost like flying buses .,flying buses,bus,fly,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""overcrowded airspace""}']","['{""property"": ""terrifying""}']","['{""property"": ""traffic-free""}']",{'property': 'overcrowded airspace'},overcrowded airspace,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,{'property': 'terrifying'},terrifying,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,{'property': 'traffic-free'},traffic-free,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0
"But the machine is monstrous and unethical, kind of like a battery farm, and the poor human beings enmeshed in it are constantly suffering.",a battery farm,farm,battery,cruel,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""inhumane""}']","['{""property"": ""inhumane""}']","['{""property"": ""inhumane""}']",{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""militaristic""}']","['{""property"": ""redundant""}']","['{""property"": ""impractical""}']",{'property': 'militaristic'},militaristic,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'redundant'},redundant,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444445,{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"As in any analog process, every reprinting degrades the picture, just like a photocopy of a photocopy.",a photocopy of a photocopy,photocopy,photocopy,degrade,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 3, 3)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""degraded""}']","['{""property"": ""degraded""}']","['{""property"": ""degraded quality""}']",{'property': 'degraded'},degraded,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'degraded'},degraded,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'degraded quality'},degraded quality,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33333333333333326
"Briefly on the face of the glass images phased past like a long exposure, the slim worn cloaked figure in his chair stationary as the scenes rolled by.",a long exposure,exposure,long,time,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 4, 1)","(4, 5, 2)",0.1111111111111111,0.7777777777777778,0.5555555555555556,0.6666666666666666,False,0.6666666666666666,"['{""property"": ""artistic""}']","['{""property"": ""artistic""}']","['{""property"": ""ghostly""}']",{'property': 'artistic'},artistic,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'artistic'},artistic,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'ghostly'},ghostly,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""gradual""}']","['{""property"": ""transitional""}']","['{""property"": ""transitional""}']",{'property': 'gradual'},gradual,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'transitional'},transitional,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'transitional'},transitional,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""threatening""}']","['{""property"": ""threatening""}']","['{""property"": ""threatening""}']",{'property': 'threatening'},threatening,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'threatening'},threatening,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'threatening'},threatening,0.2222222222222222,0.8888888888888888,0.0,0.8888888888888888,0.0
They are as different as day from night.,day from night,day,night,distinct,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""cyclic""}']","['{""property"": ""cyclical""}']","['{""property"": ""transitional""}']",{'property': 'cyclic'},cyclic,1.0,1.0,1.0,1.0,0.0,{'property': 'cyclical'},cyclical,1.0,1.0,1.0,1.0,0.0,{'property': 'transitional'},transitional,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""purposeless""}']","['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']",{'property': 'purposeless'},purposeless,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'ineffective'},ineffective,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'ineffective'},ineffective,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,unsettling,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""haunting""}']","['{""property"": ""ghostly""}']","['{""property"": ""haunting""}']",{'property': 'haunting'},haunting,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'ghostly'},ghostly,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'haunting'},haunting,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""visible""}']","['{""property"": ""foggy""}']","['{""property"": ""foggy""}']",{'property': 'visible'},visible,0.5555555555555556,0.1111111111111111,1.0,1.0,0.0,{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"As I got to my front step, I felt immediately like a genius and an idiot at the same time.",a genius and an idiot,genius,idiot,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""opposites attract""}']","['{""property"": ""contradictory""}']","['{""property"": ""contradictory""}']",{'property': 'opposites attract'},opposites attract,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,{'property': 'contradictory'},contradictory,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'contradictory'},contradictory,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
To the agonized nerves of the watchers its descent seemed as slow as a falling leafs.,a falling leafs,leafs,fall,graceful,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 2)","(4, 4, 3)",0.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""melancholic""}']","['{""property"": ""nostalgic""}']","['{""property"": ""nostalgic""}']",{'property': 'melancholic'},melancholic,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'nostalgic'},nostalgic,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'nostalgic'},nostalgic,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""absurd""}']","['{""property"": ""absurd""}']","['{""property"": ""absurd""}']",{'property': 'absurd'},absurd,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'absurd'},absurd,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'absurd'},absurd,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""property"": ""rhythmically rising and falling""}']","['{""property"": ""intimate""}']","['{""property"": ""peaceful rising and falling""}']",{'property': 'rhythmically rising and falling'},rhythmically rising and falling,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.11111111111111116,{'property': 'intimate'},intimate,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'peaceful rising and falling'},peaceful rising and falling,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105
"Now, we know that from the very beginning the President knew that this was a lethal virus, at least five times as lethal as the worst flu.",the worst flu,flu,bad,lethal,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(4, 1, 2)","(2, 1, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""pandemic potential""}']","['{""property"": ""epidemic""}']","['{""property"": ""pandemic-potential""}']",{'property': 'pandemic potential'},pandemic potential,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,{'property': 'epidemic'},epidemic,0.8888888888888888,0.5555555555555556,0.0,0.5555555555555556,0.33333333333333326,{'property': 'pandemic-potential'},pandemic-potential,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""unemployed""}']","['{""property"": ""unemployed""}']","['{""property"": ""unemployed""}']",{'property': 'unemployed'},unemployed,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'unemployed'},unemployed,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'unemployed'},unemployed,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""pregnant""}']","['{""property"": ""hazardous""}']","['{""property"": ""horrifying""}']",{'property': 'pregnant'},pregnant,0.0,0.0,0.0,0.0,0.0,{'property': 'hazardous'},hazardous,1.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'horrifying'},horrifying,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
"And we know that even just as recently as a couple of days ago, Sarah Huckabee Sanders said well, we know what would happen if he fires Mueller.",a couple of days,couple,day,recent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""brief""}']","['{""property"": ""brief""}']","['{""property"": ""temporary""}']",{'property': 'brief'},brief,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'brief'},brief,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'temporary'},temporary,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""organized""}']","['{""property"": ""organized""}']","['{""property"": ""organized""}']",{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105,{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105,{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unreliable""}']","['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']",{'property': 'unreliable'},unreliable,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""misleading""}']","['{""property"": ""misleading""}']","['{""property"": ""deceptive""}']",{'property': 'misleading'},misleading,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'misleading'},misleading,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'deceptive'},deceptive,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""dangerous to carry""}']","['{""property"": ""frustrating""}']","['{""property"": ""dangerous to carry""}']",{'property': 'dangerous to carry'},dangerous to carry,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556,{'property': 'frustrating'},frustrating,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'dangerous to carry'},dangerous to carry,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556
"Fred's love for hershe felt sure he had loved herwas only hidden away like the flowers under the snow, to bloom forth again in spring.",the flowers under the snow,flower,snow,hide,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 1)","(4, 4, 1)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""resilient""}']","['{""property"": ""resilient""}']","['{""property"": ""resilient""}']",{'property': 'resilient'},resilient,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'resilient'},resilient,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'resilient'},resilient,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Oh, a man with an open mind is just as disagreeable as a man without prejudices.",a man without prejudices,man,prejudice,non,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 3, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""open-minded""}']","['{""property"": ""open-minded""}']","['{""property"": ""open-minded""}']",{'property': 'open-minded'},open-minded,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'open-minded'},open-minded,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'open-minded'},open-minded,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"53 I have given up on my aim, now like a good girl, i sit to pee.",a good girl,girl,good,well,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 2, 2)","(4, 4, 5)",0.111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""well-behaved""}']","['{""property"": ""well-behaved""}']","['{""property"": ""admirable""}']",{'property': 'well-behaved'},well-behaved,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'well-behaved'},well-behaved,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'admirable'},admirable,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""blackened""}']","['{""property"": ""blinding""}']","['{""property"": ""disoriented""}']",{'property': 'blackened'},blackened,1.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.2222222222222222,{'property': 'blinding'},blinding,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'disoriented'},disoriented,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']",{'property': 'miraculous'},miraculous,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'miraculous'},miraculous,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'miraculous'},miraculous,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
The Creature's milky white eye slid open like a small bulb.,a small bulb,bulb,small,dim,emergent,"(emergent, component, emergent)","(4, 5, 4)","(3, 4, 3)","(4, 4, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""decorative""}']","['{""property"": ""cute""}']","['{""property"": ""replaceable""}']",{'property': 'decorative'},decorative,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'cute'},cute,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,{'property': 'replaceable'},replaceable,0.7777777777777778,1.0,0.3333333333333333,1.0,0.0
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""lenient""}']","['{""property"": ""lenient""}']","['{""property"": ""lenient""}']",{'property': 'lenient'},lenient,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'lenient'},lenient,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'lenient'},lenient,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""comedic""}']","['{""property"": ""comical""}']","['{""property"": ""absurd""}']",{'property': 'comedic'},comedic,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'comical'},comical,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'absurd'},absurd,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""smelly""}']","['{""property"": ""preserved""}']","['{""property"": ""salty""}']",{'property': 'smelly'},smelly,0.8888888888888888,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.11111111111111105,{'property': 'preserved'},preserved,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'salty'},salty,1.0,0.7777777777777778,0.0,0.7777777777777778,0.2222222222222222
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']",{'property': 'dangerous'},dangerous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'dangerous'},dangerous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'dangerous'},dangerous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""impossible""}']","['{""property"": ""geometrically impossible""}']","['{""property"": ""gravitationally unstable""}']",{'property': 'impossible'},impossible,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'geometrically impossible'},geometrically impossible,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,{'property': 'gravitationally unstable'},gravitationally unstable,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
"stopping was about as appealing as a bat to the kneecaps , but i did it .",a bat to the kneecaps,bat,kneecap,painful,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 5, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""crippling""}']","['{""property"": ""incapacitating""}']","['{""property"": ""incapacitating""}']",{'property': 'crippling'},crippling,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'incapacitating'},incapacitating,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'incapacitating'},incapacitating,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556
Yes it means new recruits but it also means that we're about as useful as a steak to a vegan.,a steak to a vegan,steak,vegan,unwanted,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 1)","(5, 5, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""offensive""}']","['{""property"": ""offensive""}']","['{""property"": ""offensive""}']",{'property': 'offensive'},offensive,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'offensive'},offensive,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'offensive'},offensive,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666667
