sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,claude-3-5-sonnet-20241022_naive_0_generated_,claude-3-5-sonnet-20241022_naive_1_generated_,claude-3-5-sonnet-20241022_naive_2_generated_,claude-3-5-sonnet-20241022_naive_0_generated,claude-3-5-sonnet-20241022_naive_0_combination,claude-3-5-sonnet-20241022_naive_0_modifier,claude-3-5-sonnet-20241022_naive_0_combination_relevance,claude-3-5-sonnet-20241022_naive_0_modifier_relevance,claude-3-5-sonnet-20241022_naive_0_indiv_max,claude-3-5-sonnet-20241022_naive_0_emergence,claude-3-5-sonnet-20241022_naive_1_generated,claude-3-5-sonnet-20241022_naive_1_combination,claude-3-5-sonnet-20241022_naive_1_modifier,claude-3-5-sonnet-20241022_naive_1_combination_relevance,claude-3-5-sonnet-20241022_naive_1_modifier_relevance,claude-3-5-sonnet-20241022_naive_1_indiv_max,claude-3-5-sonnet-20241022_naive_1_emergence,claude-3-5-sonnet-20241022_naive_2_generated,claude-3-5-sonnet-20241022_naive_2_combination,claude-3-5-sonnet-20241022_naive_2_modifier,claude-3-5-sonnet-20241022_naive_2_combination_relevance,claude-3-5-sonnet-20241022_naive_2_modifier_relevance,claude-3-5-sonnet-20241022_naive_2_indiv_max,claude-3-5-sonnet-20241022_naive_2_emergence
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""paper anchor"", ""modifier"": ""paper""}']","['{""combination"": ""wooden anchor"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden anchor"", ""modifier"": ""wooden""}']","{'combination': 'paper anchor', 'modifier': 'paper'}",paper anchor,paper,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,"{'combination': 'wooden anchor', 'modifier': 'wooden'}",wooden anchor,wooden,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'wooden anchor', 'modifier': 'wooden'}",wooden anchor,wooden,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666
"She was listless, as directionless as a ship without a rudder. ",a ship without a rudder,ship,rudder,lack of control,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 5, 2)","(5, 5, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""ghost ship"", ""modifier"": ""ghost""}']","['{""combination"": ""drunken ship"", ""modifier"": ""drunken""}']","['{""combination"": ""drifting ship"", ""modifier"": ""drifting""}']","{'combination': 'ghost ship', 'modifier': 'ghost'}",ghost ship,ghost,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'drunken ship', 'modifier': 'drunken'}",drunken ship,drunken,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'drifting ship', 'modifier': 'drifting'}",drifting ship,drift,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
Contorting and perverting a mind to pair it with another crashed the two together like a boat on the rocks.,a boat on the rocks,boat,rock,stranded,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""desert boat"", ""modifier"": ""desert""}']","['{""combination"": ""desert boat"", ""modifier"": ""desert""}']","['{""combination"": ""desert boat"", ""modifier"": ""desert""}']","{'combination': 'desert boat', 'modifier': 'desert'}",desert boat,desert,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'desert boat', 'modifier': 'desert'}",desert boat,desert,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'desert boat', 'modifier': 'desert'}",desert boat,desert,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""winter breath"", ""modifier"": ""winter""}']","['{""combination"": ""winter breath"", ""modifier"": ""winter""}']","['{""combination"": ""winter breath"", ""modifier"": ""winter""}']","{'combination': 'winter breath', 'modifier': 'winter'}",winter breath,winter,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'winter breath', 'modifier': 'winter'}",winter breath,winter,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'winter breath', 'modifier': 'winter'}",winter breath,winter,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
Also paranoid people like me will think What if its just frosted on my side and they can look right in like a oneway mirror?!?!?,a oneway mirror,mirror,oneway,deceptive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""carnival mirror"", ""modifier"": ""carnival""}']","['{""combination"": ""fun house mirror"", ""modifier"": ""fun house""}']","['{""combination"": ""funhouse mirror"", ""modifier"": ""funhouse""}']","{'combination': 'carnival mirror', 'modifier': 'carnival'}",carnival mirror,carnival,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.5555555555555556,"{'combination': 'fun house mirror', 'modifier': 'fun house'}",fun house mirror,fun,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.5555555555555556,"{'combination': 'funhouse mirror', 'modifier': 'funhouse'}",funhouse mirror,funhouse,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
"I slunk ashore like a beaten dog, not caring what became of me, and, returning to my old lodgings at the shoemaker's, set about spending my little stock of cash in reckless fashion.","a beaten dog,",dog,beat,submissive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 2, 3)","(5, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""circus dog"", ""modifier"": ""circus""}']","['{""combination"": ""trained dog"", ""modifier"": ""trained""}']","['{""combination"": ""leashed dog"", ""modifier"": ""leashed""}']","{'combination': 'circus dog', 'modifier': 'circus'}",circus dog,circus,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'trained dog', 'modifier': 'trained'}",trained dog,train,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,"{'combination': 'leashed dog', 'modifier': 'leashed'}",leashed dog,leash,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
After they had gone a short distance away from the town the country seemed as lonely as the wildest prairie.,the wildest prairie,prairie,wild,lonely,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 3, 3)","(2, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""winter prairie"", ""modifier"": ""winter""}']","['{""combination"": ""empty prairie"", ""modifier"": ""empty""}']","['{""combination"": ""empty prairie"", ""modifier"": ""empty""}']","{'combination': 'winter prairie', 'modifier': 'winter'}",winter prairie,winter,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'empty prairie', 'modifier': 'empty'}",empty prairie,empty,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'empty prairie', 'modifier': 'empty'}",empty prairie,empty,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"my job was to stand strong for my house and my master , not give myself away like a wilting violet because i was afraid i 'd ruin him .",a wilting violet,violet,wilt,timid,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(1, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""paper violet"", ""modifier"": ""paper""}']","['{""combination"": ""shrinking violet"", ""modifier"": ""shrinking""}']","['{""combination"": ""wilting violet"", ""modifier"": ""wilting""}']","{'combination': 'paper violet', 'modifier': 'paper'}",paper violet,paper,0.0,0.0,0.3333333333333333,0.0,"{'combination': 'shrinking violet', 'modifier': 'shrinking'}",shrinking violet,shrink,1.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,"{'combination': 'wilting violet', 'modifier': 'wilting'}",wilting violet,wilt,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"In a study, some of the infected juveniles were only half as heavy as controls with no worms.",controls with no worms,control,worm,uninfected,emergent,"(emergent, emergent, component)","(5, 4, 4)","(2, 1, 2)","(3, 1, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""remote control"", ""modifier"": ""remote""}']","['{""combination"": ""blue control"", ""modifier"": ""blue""}']","['{""combination"": ""parental control"", ""modifier"": ""parental""}']","{'combination': 'remote control', 'modifier': 'remote'}",remote control,remote,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'blue control', 'modifier': 'blue'}",blue control,blue,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'parental control', 'modifier': 'parental'}",parental control,parental,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""underwater elevator"", ""modifier"": ""underwater""}']","['{""combination"": ""underwater elevator"", ""modifier"": ""underwater""}']","['{""combination"": ""sideways elevator"", ""modifier"": ""sideways""}']","{'combination': 'underwater elevator', 'modifier': 'underwater'}",underwater elevator,underwater,0.7777777777777778,0.0,0.0,0.7777777777777778,"{'combination': 'underwater elevator', 'modifier': 'underwater'}",underwater elevator,underwater,0.7777777777777778,0.0,0.0,0.7777777777777778,"{'combination': 'sideways elevator', 'modifier': 'sideways'}",sideways elevator,sideways,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Yes but with something a little more political it's important to know its fake, more so when it's not blatantly obvious like a talking dog.",a talking dog,dog,talk,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 1)","(4, 1, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""ghost dog"", ""modifier"": ""ghost""}']","['{""combination"": ""rainbow dog"", ""modifier"": ""rainbow""}']","['{""combination"": ""crystal dog"", ""modifier"": ""crystal""}']","{'combination': 'ghost dog', 'modifier': 'ghost'}",ghost dog,ghost,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'rainbow dog', 'modifier': 'rainbow'}",rainbow dog,rainbow,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'crystal dog', 'modifier': 'crystal'}",crystal dog,crystal,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
,a battery farm,farm,battery,inhumane,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""factory farm"", ""modifier"": ""factory""}']","['{""combination"": ""factory farm"", ""modifier"": ""factory""}']","['{""combination"": ""industrial farm"", ""modifier"": ""industrial""}']","{'combination': 'factory farm', 'modifier': 'factory'}",factory farm,factory,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'factory farm', 'modifier': 'factory'}",factory farm,factory,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'industrial farm', 'modifier': 'industrial'}",industrial farm,industrial,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""combination"": ""dancing breast"", ""modifier"": ""dancing""}']","['{""combination"": ""dancing breast"", ""modifier"": ""dancing""}']","['{""combination"": ""dancing breast"", ""modifier"": ""dancing""}']","{'combination': 'dancing breast', 'modifier': 'dancing'}",dancing breast,dance,0.5555555555555556,1.0,1.0,0.0,"{'combination': 'dancing breast', 'modifier': 'dancing'}",dancing breast,dance,0.5555555555555556,1.0,1.0,0.0,"{'combination': 'dancing breast', 'modifier': 'dancing'}",dancing breast,dance,0.5555555555555556,1.0,1.0,0.0
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""sleepy gunner"", ""modifier"": ""sleepy""}']","['{""combination"": ""sleepy gunner"", ""modifier"": ""sleepy""}']","['{""combination"": ""elderly gunner"", ""modifier"": ""elderly""}']","{'combination': 'sleepy gunner', 'modifier': 'sleepy'}",sleepy gunner,sleepy,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'sleepy gunner', 'modifier': 'sleepy'}",sleepy gunner,sleepy,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'elderly gunner', 'modifier': 'elderly'}",elderly gunner,elderly,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""porcelain baby"", ""modifier"": ""porcelain""}']","['{""combination"": ""robot baby"", ""modifier"": ""robot""}']","['{""combination"": ""extinct baby"", ""modifier"": ""extinct""}']","{'combination': 'porcelain baby', 'modifier': 'porcelain'}",porcelain baby,porcelain,0.2222222222222222,0.0,0.3333333333333333,0.0,"{'combination': 'robot baby', 'modifier': 'robot'}",robot baby,robot,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,"{'combination': 'extinct baby', 'modifier': 'extinct'}",extinct baby,extinct,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""paperback book"", ""modifier"": ""paperback""}']","['{""combination"": ""paperback book"", ""modifier"": ""paperback""}']","['{""combination"": ""shelf book"", ""modifier"": ""shelf""}']","{'combination': 'paperback book', 'modifier': 'paperback'}",paperback book,paperback,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'paperback book', 'modifier': 'paperback'}",paperback book,paperback,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'shelf book', 'modifier': 'shelf'}",shelf book,shelf,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""porous condom"", ""modifier"": ""porous""}']","['{""combination"": ""expired condom"", ""modifier"": ""expired""}']","['{""combination"": ""expired condom"", ""modifier"": ""expired""}']","{'combination': 'porous condom', 'modifier': 'porous'}",porous condom,porous,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,"{'combination': 'expired condom', 'modifier': 'expired'}",expired condom,expire,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'expired condom', 'modifier': 'expired'}",expired condom,expire,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""digital photo"", ""modifier"": ""digital""}']","['{""combination"": ""filtered photo"", ""modifier"": ""filtered""}']","['{""combination"": ""digital photo"", ""modifier"": ""digital""}']","{'combination': 'digital photo', 'modifier': 'digital'}",digital photo,digital,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'filtered photo', 'modifier': 'filtered'}",filtered photo,filter,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'digital photo', 'modifier': 'digital'}",digital photo,digital,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""glass pan"", ""modifier"": ""glass""}']","['{""combination"": ""giant pan"", ""modifier"": ""giant""}']","['{""combination"": ""glass pan"", ""modifier"": ""glass""}']","{'combination': 'glass pan', 'modifier': 'glass'}",glass pan,glass,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'giant pan', 'modifier': 'giant'}",giant pan,giant,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'glass pan', 'modifier': 'glass'}",glass pan,glass,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,attached,emergent,"(emergent, emergent, component)","(5, 4, 5)","(3, 1, 4)","(5, 1, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""magnetic key"", ""modifier"": ""magnetic""}']","['{""combination"": ""hanging key"", ""modifier"": ""hanging""}']","['{""combination"": ""magnetic key"", ""modifier"": ""magnetic""}']","{'combination': 'magnetic key', 'modifier': 'magnetic'}",magnetic key,magnetic,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'hanging key', 'modifier': 'hanging'}",hanging key,hang,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'magnetic key', 'modifier': 'magnetic'}",magnetic key,magnetic,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""sleeping bat"", ""modifier"": ""sleeping""}']","['{""combination"": ""flying bat"", ""modifier"": ""flying""}']","['{""combination"": ""sleeping bat"", ""modifier"": ""sleeping""}']","{'combination': 'sleeping bat', 'modifier': 'sleeping'}",sleeping bat,sleep,0.0,0.1111111111111111,0.3333333333333333,0.0,"{'combination': 'flying bat', 'modifier': 'flying'}",flying bat,fly,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'sleeping bat', 'modifier': 'sleeping'}",sleeping bat,sleep,0.0,0.1111111111111111,0.3333333333333333,0.0
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""homecoming return"", ""modifier"": ""homecoming""}']","['{""combination"": ""death return"", ""modifier"": ""death""}']","['{""combination"": ""phoenix return"", ""modifier"": ""phoenix""}']","{'combination': 'homecoming return', 'modifier': 'homecoming'}",homecoming return,homecoming,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,"{'combination': 'death return', 'modifier': 'death'}",death return,death,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'phoenix return', 'modifier': 'phoenix'}",phoenix return,phoenix,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""gentle slap"", ""modifier"": ""gentle""}']","['{""combination"": ""playful slap"", ""modifier"": ""playful""}']","['{""combination"": ""gentle slap"", ""modifier"": ""gentle""}']","{'combination': 'gentle slap', 'modifier': 'gentle'}",gentle slap,gentle,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'playful slap', 'modifier': 'playful'}",playful slap,playful,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'gentle slap', 'modifier': 'gentle'}",gentle slap,gentle,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""indoor bird"", ""modifier"": ""indoor""}']","['{""combination"": ""indoor bird"", ""modifier"": ""indoor""}']","['{""combination"": ""midnight bird"", ""modifier"": ""midnight""}']","{'combination': 'indoor bird', 'modifier': 'indoor'}",indoor bird,indoor,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,"{'combination': 'indoor bird', 'modifier': 'indoor'}",indoor bird,indoor,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,"{'combination': 'midnight bird', 'modifier': 'midnight'}",midnight bird,midnight,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""wooden herring"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden herring"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden herring"", ""modifier"": ""wooden""}']","{'combination': 'wooden herring', 'modifier': 'wooden'}",wooden herring,wooden,0.0,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'wooden herring', 'modifier': 'wooden'}",wooden herring,wooden,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'wooden herring', 'modifier': 'wooden'}",wooden herring,wooden,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""sleepy driver"", ""modifier"": ""sleepy""}']","['{""combination"": ""sleepy driver"", ""modifier"": ""sleepy""}']","['{""combination"": ""sleepy driver"", ""modifier"": ""sleepy""}']","{'combination': 'sleepy driver', 'modifier': 'sleepy'}",sleepy driver,sleepy,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'sleepy driver', 'modifier': 'sleepy'}",sleepy driver,sleepy,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'sleepy driver', 'modifier': 'sleepy'}",sleepy driver,sleepy,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""square planet"", ""modifier"": ""square""}']","['{""combination"": ""squared planet"", ""modifier"": ""squared""}']","['{""combination"": ""chocolate planet"", ""modifier"": ""chocolate""}']","{'combination': 'square planet', 'modifier': 'square'}",square planet,square,1.0,0.0,0.0,1.0,"{'combination': 'squared planet', 'modifier': 'squared'}",squared planet,square,1.0,0.0,0.0,1.0,"{'combination': 'chocolate planet', 'modifier': 'chocolate'}",chocolate planet,chocolate,1.0,0.0,0.0,1.0
This is as subtle as a brick to the head is nonviolent.,a brick to the head,brick,head,forceful,emergent,"(emergent, component, emergent)","(5, 5, 4)","(4, 4, 1)","(2, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.4444444444444445,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444445,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.22222222222222227
Joe and Elon walked deeper into the ship to find that all the doors slid open like supermarket doors as they approached.,supermarket doors,door,supermarket,automatic,emergent,"(component, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(2, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""sliding door"", ""modifier"": ""sliding""}']","['{""combination"": ""sliding door"", ""modifier"": ""sliding""}']","['{""combination"": ""sliding door"", ""modifier"": ""sliding""}']","{'combination': 'sliding door', 'modifier': 'sliding'}",sliding door,slide,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.22222222222222227,"{'combination': 'sliding door', 'modifier': 'sliding'}",sliding door,slide,0.5555555555555556,0.0,0.3333333333333333,0.22222222222222227,"{'combination': 'sliding door', 'modifier': 'sliding'}",sliding door,slide,0.3333333333333333,0.0,0.3333333333333333,0.0
