sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_property,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_root_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_emergence,gpt-4o_naive_1_generated,gpt-4o_naive_1_property,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_root_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_emergence,gpt-4o_naive_2_generated,gpt-4o_naive_2_property,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_root_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_emergence
theyre almost like flying buses .,flying buses,bus,fly,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""futuristic""}']","['{""property"": ""futuristic""}']","['{""property"": ""futuristic""}']",{'property': 'futuristic'},futuristic,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'futuristic'},futuristic,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'futuristic'},futuristic,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445
"But the machine is monstrous and unethical, kind of like a battery farm, and the poor human beings enmeshed in it are constantly suffering.",a battery farm,farm,battery,cruel,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""industrial""}']","['{""property"": ""industrialized""}']","['{""property"": ""industrialized""}']",{'property': 'industrial'},industrial,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'industrialized'},industrialized,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'industrialized'},industrialized,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""precision""}']","['{""property"": ""improvised""}']","['{""property"": ""improvised""}']",{'property': 'precision'},precision,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,{'property': 'improvised'},improvised,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'improvised'},improvised,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
"As in any analog process, every reprinting degrades the picture, just like a photocopy of a photocopy.",a photocopy of a photocopy,photocopy,photocopy,degrade,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 3, 3)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""blurred""}']","['{""property"": ""blurry""}']","['{""property"": ""blurry""}']",{'property': 'blurred'},blurred,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'blurry'},blurry,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'blurry'},blurry,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Briefly on the face of the glass images phased past like a long exposure, the slim worn cloaked figure in his chair stationary as the scenes rolled by.",a long exposure,exposure,long,time,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 4, 1)","(4, 5, 2)",0.1111111111111111,0.7777777777777778,0.5555555555555556,0.6666666666666666,False,0.6666666666666666,"['{""property"": ""ethereal""}']","['{""property"": ""ethereal""}']","['{""property"": ""ethereal""}']",{'property': 'ethereal'},ethereal,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'ethereal'},ethereal,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'ethereal'},ethereal,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""transition""}']","['{""property"": ""transition""}']","['{""property"": ""transition""}']",{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""gesture""}']","['{""property"": ""impossible""}']","['{""property"": ""unexpected""}']",{'property': 'gesture'},gesture,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'impossible'},impossible,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'unexpected'},unexpected,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222
They are as different as day from night.,day from night,day,night,distinct,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""transition""}']","['{""property"": ""transition""}']","['{""property"": ""transition""}']",{'property': 'transition'},transition,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'transition'},transition,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""symbolic""}']","['{""property"": ""incongruous""}']","['{""property"": ""obsolete""}']",{'property': 'symbolic'},symbolic,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0,{'property': 'incongruous'},incongruous,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445,{'property': 'obsolete'},obsolete,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,unsettling,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""eerie""}']","['{""property"": ""eerie""}']","['{""property"": ""supernatural""}']",{'property': 'eerie'},eerie,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'eerie'},eerie,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'supernatural'},supernatural,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""foggy""}']","['{""property"": ""foggy""}']","['{""property"": ""foggy""}']",{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"As I got to my front step, I felt immediately like a genius and an idiot at the same time.",a genius and an idiot,genius,idiot,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unpredictability""}']","['{""property"": ""dynamic tension""}']","['{""property"": ""unpredictability""}']",{'property': 'unpredictability'},unpredictability,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.0,{'property': 'dynamic tension'},dynamic tension,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'unpredictability'},unpredictability,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.0
To the agonized nerves of the watchers its descent seemed as slow as a falling leafs.,a falling leafs,leafs,fall,graceful,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 2)","(4, 4, 3)",0.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""transience""}']","['{""property"": ""transience""}']","['{""property"": ""transience""}']",{'property': 'transience'},transience,0.8888888888888888,0.7777777777777778,1.0,1.0,0.0,{'property': 'transience'},transience,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,{'property': 'transience'},transience,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""impractical""}']","['{""property"": ""impractical""}']","['{""property"": ""impractical""}']",{'property': 'impractical'},impractical,1.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'impractical'},impractical,1.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'impractical'},impractical,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""property"": ""vulnerability""}']","['{""property"": ""innocence""}']","['{""property"": ""vulnerability""}']",{'property': 'vulnerability'},vulnerability,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'innocence'},innocence,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'vulnerability'},vulnerability,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
"Now, we know that from the very beginning the President knew that this was a lethal virus, at least five times as lethal as the worst flu.",the worst flu,flu,bad,lethal,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(4, 1, 2)","(2, 1, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""debilitating""}']","['{""property"": ""debilitating""}']","['{""property"": ""memorable""}']",{'property': 'debilitating'},debilitating,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2222222222222222,{'property': 'debilitating'},debilitating,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2222222222222222,{'property': 'memorable'},memorable,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""vulnerability""}']","['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']",{'property': 'vulnerability'},vulnerability,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'ineffective'},ineffective,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'ineffective'},ineffective,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""alarming""}']","['{""property"": ""alarming""}']","['{""property"": ""danger""}']",{'property': 'alarming'},alarming,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'alarming'},alarming,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778,{'property': 'danger'},danger,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
"And we know that even just as recently as a couple of days ago, Sarah Huckabee Sanders said well, we know what would happen if he fires Mueller.",a couple of days,couple,day,recent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""fleeting""}']","['{""property"": ""temporary""}']","['{""property"": ""transient""}']",{'property': 'fleeting'},fleeting,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'temporary'},temporary,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0,{'property': 'transient'},transient,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""organized""}']","['{""property"": ""organized""}']","['{""property"": ""organized""}']",{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105,{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105,{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']",{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""deceptive""}']","['{""property"": ""deceptive""}']","['{""property"": ""deceptive""}']",{'property': 'deceptive'},deceptive,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'deceptive'},deceptive,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'deceptive'},deceptive,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""inconvenient""}']","['{""property"": ""impractical""}']","['{""property"": ""frustrating""}']",{'property': 'inconvenient'},inconvenient,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'impractical'},impractical,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'frustrating'},frustrating,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444445
"Fred's love for hershe felt sure he had loved herwas only hidden away like the flowers under the snow, to bloom forth again in spring.",the flowers under the snow,flower,snow,hide,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 1)","(4, 4, 1)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""resilience""}']","['{""property"": ""resilience""}']","['{""property"": ""hidden""}']",{'property': 'resilience'},resilience,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'resilience'},resilience,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'hidden'},hidden,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Oh, a man with an open mind is just as disagreeable as a man without prejudices.",a man without prejudices,man,prejudice,non,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 3, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""open-minded""}']","['{""property"": ""open-mindedness""}']","['{""property"": ""open-mindedness""}']",{'property': 'open-minded'},open-minded,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'open-mindedness'},open-mindedness,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'open-mindedness'},open-mindedness,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"53 I have given up on my aim, now like a good girl, i sit to pee.",a good girl,girl,good,well,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 2, 2)","(4, 4, 5)",0.111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""wholesomeness""}']","['{""property"": ""trustworthy""}']","['{""property"": ""trustworthy""}']",{'property': 'wholesomeness'},wholesomeness,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'trustworthy'},trustworthy,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.11111111111111116,{'property': 'trustworthy'},trustworthy,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""disorienting""}']","['{""property"": ""disorienting""}']","['{""property"": ""disorienting""}']",{'property': 'disorienting'},disorienting,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'disorienting'},disorienting,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'disorienting'},disorienting,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']",{'property': 'miraculous'},miraculous,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'miraculous'},miraculous,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'miraculous'},miraculous,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778
The Creature's milky white eye slid open like a small bulb.,a small bulb,bulb,small,dim,emergent,"(emergent, component, emergent)","(4, 5, 4)","(3, 4, 3)","(4, 4, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""coziness""}']","['{""property"": ""coziness""}']","['{""property"": ""cozy""}']",{'property': 'coziness'},coziness,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'coziness'},coziness,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'cozy'},cozy,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""lenient""}']","['{""property"": ""leniency""}']","['{""property"": ""lenient""}']",{'property': 'lenient'},lenient,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'leniency'},leniency,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'lenient'},lenient,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""unsettling""}']","['{""property"": ""comical""}']","['{""property"": ""comical""}']",{'property': 'unsettling'},unsettling,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'comical'},comical,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'comical'},comical,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""preserved""}']","['{""property"": ""preserved""}']","['{""property"": ""preserved""}']",{'property': 'preserved'},preserved,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'preserved'},preserved,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'preserved'},preserved,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""hazardous""}']","['{""property"": ""hazardous""}']","['{""property"": ""hazardous""}']",{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""impossible""}']","['{""property"": ""uninhabitable""}']","['{""property"": ""geometric stability""}']",{'property': 'impossible'},impossible,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'uninhabitable'},uninhabitable,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'geometric stability'},geometric stability,0.1111111111111111,0.8888888888888888,1.0,1.0,0.0
"stopping was about as appealing as a bat to the kneecaps , but i did it .",a bat to the kneecaps,bat,kneecap,painful,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 5, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""crippling""}']","['{""property"": ""incapacitating""}']","['{""property"": ""intimidating""}']",{'property': 'crippling'},crippling,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'incapacitating'},incapacitating,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'intimidating'},intimidating,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445
Yes it means new recruits but it also means that we're about as useful as a steak to a vegan.,a steak to a vegan,steak,vegan,unwanted,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 1)","(5, 5, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""conflict""}']","['{""property"": ""controversial""}']","['{""property"": ""controversial""}']",{'property': 'conflict'},conflict,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'controversial'},controversial,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'controversial'},controversial,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326
This is as subtle as a brick to the head is nonviolent.,a brick to the head,brick,head,forceful,emergent,"(emergent, component, emergent)","(5, 5, 4)","(4, 4, 1)","(2, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""concussive""}']","['{""property"": ""injurious""}']","['{""property"": ""painful""}']",{'property': 'concussive'},concussive,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.11111111111111105,{'property': 'injurious'},injurious,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'painful'},painful,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
