sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_generated_,Meta-Llama-3.1-70B-Instruct_naive_1_generated_,Meta-Llama-3.1-70B-Instruct_naive_2_generated_,Meta-Llama-3.1-70B-Instruct_naive_0_generated,Meta-Llama-3.1-70B-Instruct_naive_0_property,Meta-Llama-3.1-70B-Instruct_naive_0_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_emergence,Meta-Llama-3.1-70B-Instruct_naive_1_generated,Meta-Llama-3.1-70B-Instruct_naive_1_property,Meta-Llama-3.1-70B-Instruct_naive_1_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_1_emergence,Meta-Llama-3.1-70B-Instruct_naive_2_generated,Meta-Llama-3.1-70B-Instruct_naive_2_property,Meta-Llama-3.1-70B-Instruct_naive_2_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_2_emergence
Such an instance among men is almost as rare as a white blackbird.,a white blackbird,blackbird,white,albino,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""albino""}']","['{""property"": ""rare""}']","['{""property"": ""rare""}']",{'property': 'albino'},albino,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'rare'},rare,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'rare'},rare,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556
I was as lively as a dog with wings.,a dog with wings,dog,wing,unreal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""mythical""}']","['{""property"": ""mythical""}']","['{""property"": ""mythical""}']",{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777
theyre almost like flying buses .,flying buses,bus,fly,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unrealistic""}']","['{""property"": ""environmentally friendly""}']","['{""property"": ""unrealistic""}']",{'property': 'unrealistic'},unrealistic,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'environmentally friendly'},environmentally friendly,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'unrealistic'},unrealistic,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"But the machine is monstrous and unethical, kind of like a battery farm, and the poor human beings enmeshed in it are constantly suffering.",a battery farm,farm,battery,cruel,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""inhumane""}']","['{""property"": ""inhumane""}']","['{""property"": ""inhumane""}']",{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""threatening""}']","['{""property"": ""illegitimate""}']","['{""property"": ""impractical""}']",{'property': 'threatening'},threatening,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.0,{'property': 'illegitimate'},illegitimate,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"As in any analog process, every reprinting degrades the picture, just like a photocopy of a photocopy.",a photocopy of a photocopy,photocopy,photocopy,degrade,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 3, 3)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""degraded""}']","['{""property"": ""degraded""}']","['{""property"": ""degraded""}']",{'property': 'degraded'},degraded,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'degraded'},degraded,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'degraded'},degraded,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Briefly on the face of the glass images phased past like a long exposure, the slim worn cloaked figure in his chair stationary as the scenes rolled by.",a long exposure,exposure,long,time,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 4, 1)","(4, 5, 2)",0.1111111111111111,0.7777777777777778,0.5555555555555556,0.6666666666666666,False,0.6666666666666666,"['{""property"": ""unforgettable""}']","['{""property"": ""blurred""}']","['{""property"": ""photographic""}']",{'property': 'unforgettable'},unforgettable,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'blurred'},blurred,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'photographic'},photographic,1.0,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111116
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""contrast""}']","['{""property"": ""dramatic""}']","['{""property"": ""dramatic""}']",{'property': 'contrast'},contrast,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'dramatic'},dramatic,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'dramatic'},dramatic,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""aggressive""}']","['{""property"": ""unusual""}']","['{""property"": ""aggressive""}']",{'property': 'aggressive'},aggressive,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'unusual'},unusual,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'aggressive'},aggressive,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.0
They are as different as day from night.,day from night,day,night,distinct,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""transition""}']","['{""property"": ""dawn""}']","['{""property"": ""twilight""}']",{'property': 'transition'},transition,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'dawn'},dawn,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'twilight'},twilight,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""unstable""}']","['{""property"": ""decorative""}']","['{""property"": ""visible""}']",{'property': 'unstable'},unstable,0.0,0.0,0.0,0.0,0.0,{'property': 'decorative'},decorative,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,{'property': 'visible'},visible,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,unsettling,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unsettling""}']","['{""property"": ""unsettling""}']","['{""property"": ""supernatural""}']",{'property': 'unsettling'},unsettling,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444445,{'property': 'unsettling'},unsettling,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'supernatural'},supernatural,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""foggy""}']","['{""property"": ""foggy""}']","['{""property"": ""visible""}']",{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'visible'},visible,0.3333333333333333,0.1111111111111111,1.0,1.0,0.0
"As I got to my front step, I felt immediately like a genius and an idiot at the same time.",a genius and an idiot,genius,idiot,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unpredictable""}']","['{""property"": ""oxymoronic""}']","['{""property"": ""oxymoronic""}']",{'property': 'unpredictable'},unpredictable,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'oxymoronic'},oxymoronic,1.0,0.0,0.0,0.0,1.0,{'property': 'oxymoronic'},oxymoronic,1.0,0.0,0.0,0.0,1.0
To the agonized nerves of the watchers its descent seemed as slow as a falling leafs.,a falling leafs,leafs,fall,graceful,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 2)","(4, 4, 3)",0.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""autumnal""}']","['{""property"": ""autumnal""}']","['{""property"": ""autumnal""}']",{'property': 'autumnal'},autumnal,1.0,0.5555555555555556,1.0,1.0,0.0,{'property': 'autumnal'},autumnal,1.0,0.7777777777777778,1.0,1.0,0.0,{'property': 'autumnal'},autumnal,1.0,0.6666666666666666,1.0,1.0,0.0
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""incongruous""}']","['{""property"": ""incongruous""}']","['{""property"": ""unconventional""}']",{'property': 'incongruous'},incongruous,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incongruous'},incongruous,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unconventional'},unconventional,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""property"": ""exposed""}']","['{""property"": ""exposed""}']","['{""property"": ""relaxed""}']",{'property': 'exposed'},exposed,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'exposed'},exposed,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,{'property': 'relaxed'},relaxed,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0
"Now, we know that from the very beginning the President knew that this was a lethal virus, at least five times as lethal as the worst flu.",the worst flu,flu,bad,lethal,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(4, 1, 2)","(2, 1, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""potentially lethal""}']","['{""property"": ""potentially deadly""}']","['{""property"": ""highly contagious and debilitating""}']",{'property': 'potentially lethal'},potentially lethal,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'potentially deadly'},potentially deadly,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,{'property': 'highly contagious and debilitating'},highly contagious and debilitating,0.8888888888888888,0.7777777777777778,0.0,0.7777777777777778,0.11111111111111105
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""helpless""}']","['{""property"": ""helpless""}']","['{""property"": ""helpless""}']",{'property': 'helpless'},helpless,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'helpless'},helpless,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'helpless'},helpless,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""horrifying""}']","['{""property"": ""disturbing""}']","['{""property"": ""alarming""}']",{'property': 'horrifying'},horrifying,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'disturbing'},disturbing,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'alarming'},alarming,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778
"And we know that even just as recently as a couple of days ago, Sarah Huckabee Sanders said well, we know what would happen if he fires Mueller.",a couple of days,couple,day,recent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""short-term""}']","['{""property"": ""brief""}']","['{""property"": ""brief""}']",{'property': 'short-term'},short-term,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'brief'},brief,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'brief'},brief,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""organizable""}']","['{""property"": ""organized""}']","['{""property"": ""organized""}']",{'property': 'organizable'},organizable,1.0,1.0,0.8888888888888888,1.0,0.0,{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105,{'property': 'organized'},organized,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""impractical""}']","['{""property"": ""unusable""}']","['{""property"": ""ineffective""}']",{'property': 'impractical'},impractical,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unusable'},unusable,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'ineffective'},ineffective,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""misleading""}']","['{""property"": ""misleading""}']","['{""property"": ""misleading""}']",{'property': 'misleading'},misleading,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'misleading'},misleading,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'misleading'},misleading,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""difficult to lift""}']","['{""property"": ""unusable""}']","['{""property"": ""difficult to lift""}']",{'property': 'difficult to lift'},difficult to lift,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'unusable'},unusable,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'difficult to lift'},difficult to lift,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777
"Fred's love for hershe felt sure he had loved herwas only hidden away like the flowers under the snow, to bloom forth again in spring.",the flowers under the snow,flower,snow,hide,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 1)","(4, 4, 1)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""hidden""}']","['{""property"": ""hidden""}']","['{""property"": ""hidden""}']",{'property': 'hidden'},hidden,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'hidden'},hidden,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'hidden'},hidden,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Oh, a man with an open mind is just as disagreeable as a man without prejudices.",a man without prejudices,man,prejudice,non,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 3, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""open-minded""}']","['{""property"": ""open-minded""}']","['{""property"": ""open-minded""}']",{'property': 'open-minded'},open-minded,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'open-minded'},open-minded,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'open-minded'},open-minded,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"53 I have given up on my aim, now like a good girl, i sit to pee.",a good girl,girl,good,well,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 2, 2)","(4, 4, 5)",0.111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""well-behaved""}']","['{""property"": ""innocent""}']","['{""property"": ""innocent""}']",{'property': 'well-behaved'},well-behaved,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'innocent'},innocent,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'innocent'},innocent,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""painful""}']","['{""property"": ""painful""}']","['{""property"": ""painful""}']",{'property': 'painful'},painful,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'painful'},painful,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'painful'},painful,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""unlikely""}']","['{""property"": ""miraculous""}']","['{""property"": ""unlikely""}']",{'property': 'unlikely'},unlikely,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'miraculous'},miraculous,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'unlikely'},unlikely,1.0,0.3333333333333333,1.0,1.0,0.0
The Creature's milky white eye slid open like a small bulb.,a small bulb,bulb,small,dim,emergent,"(emergent, component, emergent)","(4, 5, 4)","(3, 4, 3)","(4, 4, 2)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""portable""}']","['{""property"": ""portable""}']","['{""property"": ""energy-efficient""}']",{'property': 'portable'},portable,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'portable'},portable,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'energy-efficient'},energy-efficient,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""lenient""}']","['{""property"": ""lenient""}']","['{""property"": ""lenient""}']",{'property': 'lenient'},lenient,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'lenient'},lenient,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'lenient'},lenient,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""unlikely""}']","['{""property"": ""unusual""}']","['{""property"": ""unrealistic""}']",{'property': 'unlikely'},unlikely,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'unusual'},unusual,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'unrealistic'},unrealistic,1.0,0.0,0.0,0.0,1.0
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""preserved""}']","['{""property"": ""preservable""}']","['{""property"": ""preserved""}']",{'property': 'preserved'},preserved,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'preservable'},preservable,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'preserved'},preserved,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""hazardous""}']","['{""property"": ""reckless""}']","['{""property"": ""reckless""}']",{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'reckless'},reckless,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'reckless'},reckless,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""uninhabitable""}']","['{""property"": ""unstable""}']","['{""property"": ""uninhabitable""}']",{'property': 'uninhabitable'},uninhabitable,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'unstable'},unstable,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,{'property': 'uninhabitable'},uninhabitable,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222
"stopping was about as appealing as a bat to the kneecaps , but i did it .",a bat to the kneecaps,bat,kneecap,painful,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 5, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""debilitating""}']","['{""property"": ""painful""}']","['{""property"": ""incapacitating""}']",{'property': 'debilitating'},debilitating,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'painful'},painful,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incapacitating'},incapacitating,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556
