sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_property,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_root_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_cancellation,gpt-4o_naive_1_generated,gpt-4o_naive_1_property,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_root_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_cancellation,gpt-4o_naive_2_generated,gpt-4o_naive_2_property,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_root_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_cancellation
"cried Roger, he creeps away like a beaten hound, and Virginia saw the bowlderlike shadow rolling off toward the palisade.",a beaten hound,hound,beat,quick,canceled,"(canceled, canceled, others)","(1, 1, 2)","(4, 4, 4)","(2, 2, 1)",0.6666666666666667,0.1111111111111111,0.7777777777777778,0.555555556,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""proud""}']","['{""property"": ""energetic""}']","['{""property"": ""proud""}']",{'property': 'proud'},proud,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'energetic'},energetic,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666667,{'property': 'proud'},proud,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
"This letter was taken up the next morning to Belforest by Colonel Brownlow, and the two eldest delinquents, one, curious, amused, and with only compunction enough to flavour an apology, the other cross, dogged, and sheepish, dragged along like a cur in a sling, just as though he were going to be hanged, said Janet.",a cur in a sling,cur,sling,springy,canceled,"(others, canceled, canceled)","(1, 5, 2)","(2, 3, 1)","(1, 4, 3)",0.7777777777777778,0.0,0.0,0.8,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""aggressive""}']","['{""property"": ""vicious""}']","['{""property"": ""aggressive""}']",{'property': 'aggressive'},aggressive,0.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.5555555555555556,{'property': 'vicious'},vicious,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.4444444444444445,{'property': 'aggressive'},aggressive,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
Next thing you know the pentagon will start treating their ground pounders grunts too like non expendables and then what kind of chaos will that bring?,non expendables,expendable,non,disposable,canceled,"(canceled, canceled, others)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.011111111,True,0.0,1.0,"['{""property"": ""disposable""}']","['{""property"": ""replaceable""}']","['{""property"": ""fragile""}']",{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0,{'property': 'replaceable'},replaceable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'fragile'},fragile,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"her face was a rigor of alarm , her eyes wide like the hands of the dead . ",the hands of the dead,hands,dead,dexterous,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""warm""}']","['{""property"": ""alive""}']","['{""property"": ""warm""}']",{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'alive'},alive,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"Those bags are as loud as a tree falling, man.",a tree falling,tree,falling,rooted,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 2)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""stable""}']","['{""property"": ""stationary""}']","['{""property"": ""stationary""}']",{'property': 'stable'},stable,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0
"This detracts a little from the piece to my mind as it feels at best like a missed opportunity, or otherwise a failed use misuse of the supposing of structure.",a missed opportunity,opportunity,miss,promise,canceled,"(others, canceled, canceled)","(1, 1, 2)","(1, 5, 5)","(1, 1, 3)",0.7777777777777778,0.0,0.7777777777777778,0.044444444,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""available""}']","['{""property"": ""successful""}']","['{""property"": ""available""}']",{'property': 'available'},available,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,{'property': 'successful'},successful,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'available'},available,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
,shifting blame,blame,shift,accountability,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,,False,0.3333333333333333,0.5555555555555556,"['{""property"": ""responsible""}']","['{""property"": ""tangible""}']","['{""property"": ""responsibility""}']",{'property': 'responsible'},responsible,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'tangible'},tangible,0.0,0.0,0.0,0.0,0.0,{'property': 'responsibility'},responsibility,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444445
,the granite bench,bench,granite,wood/metal/plastic,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""natural""}']","['{""property"": ""comfortable""}']","['{""property"": ""comfortable""}']",{'property': 'natural'},natural,0.5555555555555556,0.2222222222222222,1.0,1.0,0.4444444444444444,{'property': 'comfortable'},comfortable,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,{'property': 'comfortable'},comfortable,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222
"But on this night the mirth jarred like a cracked bell and ere they rose, the seneschal ventured timidly to ask the Baron if he might accept the ransom offered by the young wife of the latest captive.",a cracked bell and,bell,cracked,clear,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(4, 5, 4)","(1, 2, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""melodious""}']","['{""property"": ""clear sound""}']","['{""property"": ""functional""}']",{'property': 'melodious'},melodious,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'clear sound'},clear sound,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,{'property': 'functional'},functional,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667
but stillnowhere near as enjoyable as a night with emma . '',a night with emma,night,emma,black,canceled,"(canceled, others, canceled)","(2, 2, 2)","(4, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""lonely""}']","['{""property"": ""lonely""}']","['{""property"": ""romantic""}']",{'property': 'lonely'},lonely,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333337,{'property': 'lonely'},lonely,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444445,{'property': 'romantic'},romantic,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0
"Life, I said to myself, is as empty as a used cantaloupe.",a used cantaloupe,cantaloupe,used,sweet,canceled,"(canceled, canceled, others)","(2, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,False,0.0,0.6666666666666666,"['{""property"": ""fresh""}']","['{""property"": ""fresh""}']","['{""property"": ""fresh""}']",{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'fresh'},fresh,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"We should build the garden with a setting of fine trees grouped upon the outskirts, otherwise it will seem as incomplete as a portrait without a frame.",a portrait without a frame,portrait,frame,structural,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(3, 2, 1)","(4, 4, 4)",0.5555555555555556,0.3333333333333333,0.1111111111111111,0.988888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""framed""}']","['{""property"": ""complete""}']","['{""property"": ""framed""}']",{'property': 'framed'},framed,0.0,0.7777777777777778,1.0,1.0,1.0,{'property': 'complete'},complete,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.22222222222222227,{'property': 'framed'},framed,0.0,0.7777777777777778,1.0,1.0,1.0
"In the east the full moon had just risen, and its thin silver surface was flushed with pink until it looked exactly like the setting sun.",the setting sun,sun,set,hot,canceled,"(canceled, canceled, others)","(2, 3, 3)","(5, 5, 4)","(1, 2, 2)",0.6666666666666667,0.3333333333333333,1.0,0.255555556,False,0.0,1.0,"['{""property"": ""rising""}']","['{""property"": ""rising""}']","['{""property"": ""rising""}']",{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0,{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0,{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0
"To have a fellow going about the farm as cross with every body as a bear with a sore head, with a temper as sour as verjuice and as sharp as a razor, looking as surly as a butcher's dog, is a great nuisance and yet there may be some good points about the man, so that he may be a man for all that but poor, soft Tommy, as green as grass and as ready to bend as a willow, is nobody's money and every body's scorn.",a butcher's dog,dog,butcher,skilled,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 2, 3)","(1, 4, 3)",0.4444444444444445,0.3333333333333333,0.5555555555555556,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""hungry""}']","['{""property"": ""hungry""}']","['{""property"": ""hungry""}']",{'property': 'hungry'},hungry,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444445,{'property': 'hungry'},hungry,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'hungry'},hungry,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556
"He was a strange object, the wrinkled skin of his face yellow like old ivory, a ragged white beard hanging almost to his waist.","old ivory,",ivory,old,pure,canceled,"(others, canceled, canceled)","(4, 3, 3)","(3, 5, 5)","(2, 2, 2)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.088888889,False,0.1111111111111111,0.7777777777777778,"['{""property"": ""valuable""}']","['{""property"": ""pristine""}']","['{""property"": ""pure""}']",{'property': 'valuable'},valuable,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.11111111111111105,{'property': 'pristine'},pristine,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.6666666666666667,{'property': 'pure'},pure,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.4444444444444445
I do like how this dig at nerds implicitly acknowledges that their religions are equally as real as star wars and just hope you wont notice.,star wars,war,star,luminous,canceled,"(canceled, component, canceled)","(3, 3, 1)","(5, 5, 1)","(4, 4, 5)",0.6666666666666667,0.3333333333333333,0.0,0.877777778,False,1.0,1.0,"['{""property"": ""celestial""}']","['{""property"": ""celestial""}']","['{""property"": ""celestial""}']",{'property': 'celestial'},celestial,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667,{'property': 'celestial'},celestial,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667,{'property': 'celestial'},celestial,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667
Almost like shattered glass.,shattered glass,glass,shatter,hard,canceled,"(canceled, component, canceled)","(1, 4, 2)","(4, 5, 5)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""transparent""}']","['{""property"": ""transparent""}']","['{""property"": ""transparent""}']",{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556
"The monsters are kind of like the opposite of moths, most of the cities now have laws in place to make electricity free.",the opposite of moths,opposite,moth,fly,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 5, 4)",0.8888888888888888,0.0,0.0,1.0,True,0.8888888888888888,0.8888888888888888,"['{""property"": ""nocturnal""}']","['{""property"": ""nocturnal""}']","['{""property"": ""nocturnal""}']",{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"The squeak of my match sounded as loud as the scraping of a brake, and I almost fancied I heard it fall when I tossed it onto the grass.",the scraping of a brake,scraping,brake,precise,canceled,"(canceled, component, canceled)","(1, 4, 2)","(2, 2, 2)","(3, 4, 4)",0.6666666666666667,0.1111111111111111,0.3333333333333333,0.9,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""musical""}']","['{""property"": ""musical""}']","['{""property"": ""musical""}']",{'property': 'musical'},musical,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,{'property': 'musical'},musical,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'musical'},musical,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
"Front chair has its arms upwards like hands in the air, the chair behind it has its arms pointing at it like it's pointing a gun.",hands in the air,hands,air,manipulative,canceled,"(others, canceled, canceled)","(1, 2, 2)","(2, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""functional""}']","['{""property"": ""functional""}']","['{""property"": ""functional""}']",{'property': 'functional'},functional,0.1111111111111111,1.0,1.0,1.0,0.8888888888888888,{'property': 'functional'},functional,0.1111111111111111,0.8888888888888888,1.0,1.0,0.8888888888888888,{'property': 'functional'},functional,0.3333333333333333,1.0,0.8888888888888888,1.0,0.6666666666666667
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,strong,canceled,"(canceled, canceled, canceled)","(3, 2, 3)","(5, 5, 5)","(5, 4, 5)",0.8888888888888888,0.0,0.8888888888888888,,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""strong""}']","['{""property"": ""strong""}']","['{""property"": ""strong""}']",{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888
the question hit toni like a punch in the stomach .,a punch in the stomach,punch,stomach,hollow,canceled,"(canceled, others, canceled)","(1, 2, 1)","(1, 1, 1)","(3, 3, 4)",0.3333333333333333,0.0,0.0,1.0,False,0.3333333333333333,0.3333333333333333,"['{""property"": ""pleasant""}']","['{""property"": ""pleasant""}']","['{""property"": ""nourishing""}']",{'property': 'pleasant'},pleasant,0.0,0.0,0.0,0.0,0.0,{'property': 'pleasant'},pleasant,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'nourishing'},nourishing,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
,pizza with no cheese,pizza,cheese,topped,canceled,"(canceled, canceled, canceled)","(1, 1, 4)","(3, 5, 5)","(2, 1, 5)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""cheesy""}']","['{""property"": ""cheesy""}']","['{""property"": ""cheesy""}']",{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0
,a skein of smoke,skein,smoke,yarn,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(4, 3, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""soft""}']","['{""property"": ""soft""}']","['{""property"": ""soft""}']",{'property': 'soft'},soft,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'soft'},soft,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.2222222222222222,{'property': 'soft'},soft,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.2222222222222222
over and over again like a fever dream .,a fever dream,dream,fever,real,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 3, 2)","(1, 1, 4)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""realistic""}']","['{""property"": ""restful""}']","['{""property"": ""restful""}']",{'property': 'realistic'},realistic,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'restful'},restful,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'restful'},restful,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"I stood on the platform and had no trouble in yanking the stuff in and this went right along like a mail steamer, till it was all up, and it came old Dibs's turn.",a mail steamer,steamer,mail,cook,canceled,"(canceled, canceled, canceled)","(2, 1, 2)","(5, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,True,0.0,0.8888888888888888,"['{""property"": ""fast""}']","['{""property"": ""reliable""}']","['{""property"": ""electronic""}']",{'property': 'fast'},fast,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'reliable'},reliable,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.2222222222222222,{'property': 'electronic'},electronic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
These things and deeds are diametrically opposed they are as distinct as vice from virtue.,vice from virtue,vice,virtue,positive,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(1, 1, 1)","(5, 4, 5)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""moral""}']","['{""property"": ""moral""}']","['{""property"": ""moral""}']",{'property': 'moral'},moral,0.0,0.0,1.0,1.0,1.0,{'property': 'moral'},moral,0.0,0.0,1.0,1.0,1.0,{'property': 'moral'},moral,0.0,0.0,1.0,1.0,1.0
,ill preparation,preparation,ill,planning,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""adequate""}']","['{""property"": ""sufficient""}']","['{""property"": ""thorough""}']",{'property': 'adequate'},adequate,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sufficient'},sufficient,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'thorough'},thorough,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"i reckon i am at that , seein as how youre about as useful as a bucket with no bottom . ''",a bucket with no bottom,bucket,bottom,simple,canceled,"(canceled, canceled, canceled)","(2, 1, 4)","(4, 2, 2)","(2, 2, 1)",0.8888888888888888,0.0,0.8888888888888888,0.377777778,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""useful for carrying water""}']","['{""property"": ""holds water""}']","['{""property"": ""useful""}']",{'property': 'useful for carrying water'},useful for carrying water,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'holds water'},holds water,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,{'property': 'useful'},useful,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"Well I dress like a bum, am as ugly as a dog's arse, am one FAT MOTHERFUCKER and rarely if ever wear shoes.",a dog's arse,arse,dog,loyal,canceled,"(canceled, canceled, others)","(1, 1, 5)","(1, 1, 1)","(5, 4, 2)",0.8888888888888888,0.0,0.0,0.777777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""cute""}']","['{""property"": ""cute""}']","['{""property"": ""cute""}']",{'property': 'cute'},cute,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,{'property': 'cute'},cute,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,{'property': 'cute'},cute,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
The fields like the mountains that looked down at them were as unchangeable as the passing days.,the passing days,day,pass,acceptable,canceled,"(canceled, canceled, others)","(1, 1, 2)","(1, 1, 2)","(2, 5, 3)",0.5555555555555556,0.3333333333333333,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""eventful""}']","['{""property"": ""youthful""}']","['{""property"": ""memorable""}']",{'property': 'eventful'},eventful,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'youthful'},youthful,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'memorable'},memorable,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
,the washed out road,road,wash,paved,canceled,"(component, canceled, canceled)","(4, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""navigable""}']","['{""property"": ""navigable""}']","['{""property"": ""navigable""}']",{'property': 'navigable'},navigable,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,0.7777777777777777,{'property': 'navigable'},navigable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'navigable'},navigable,0.1111111111111111,0.7777777777777778,0.0,0.7777777777777778,0.6666666666666667
his body felt as brittle as a winter leaf .,a winter leaf,leaf,winter,photosynthetic,canceled,"(canceled, canceled, canceled)","(2, 3, 3)","(5, 5, 5)","(2, 2, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""green""}']","['{""property"": ""green""}']","['{""property"": ""green""}']",{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"Never for a moment, until I was dropped down here like a stone from a sling.",a stone from a sling,stone,sling,still,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 2)","(2, 2, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""stationary""}']","['{""property"": ""heavy""}']","['{""property"": ""stationary""}']",{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'heavy'},heavy,0.1111111111111111,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444445,{'property': 'stationary'},stationary,0.0,1.0,0.1111111111111111,1.0,1.0
"I suppose that having made a mock of you and drained you dry, she was content to throw you aside like an empty gourd.",an empty gourd,gourd,empty,seed-filled,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""useful for storing liquids""}']","['{""property"": ""nourishing""}']","['{""property"": ""useful for storing liquids""}']",{'property': 'useful for storing liquids'},useful for storing liquids,0.3333333333333333,0.5555555555555556,0.0,0.5555555555555556,0.22222222222222227,{'property': 'nourishing'},nourishing,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'useful for storing liquids'},useful for storing liquids,0.3333333333333333,0.5555555555555556,0.0,0.5555555555555556,0.22222222222222227
"He would splash about like a trout in a saucer, bemoaning his fate.",a trout in a saucer,trout,saucer,stream-dwelling,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""swimming""}']","['{""property"": ""swimming""}']","['{""property"": ""swimming""}']",{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"He and the others stood grimly silent watching the schooner, as immobile as graven images.",graven images,images,graven,composed of pixels or vectors,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""sacred""}']","['{""property"": ""sacred""}']","['{""property"": ""sacred""}']",{'property': 'sacred'},sacred,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'sacred'},sacred,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'sacred'},sacred,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"The early submarine, though, was not only as blind as a cave fish, but it was as deaf and as dumb as a snail and since this was the case, it had to do whatever talking was necessary by means of a deaf and dumb alphabet, that is, by signaling with flags, or wigwagging, as it is called.",a cave fish,fish,cave,colorful,canceled,"(canceled, canceled, canceled)","(1, 3, 1)","(4, 4, 4)","(1, 2, 1)",0.5555555555555556,0.0,0.5555555555555556,0.111111111,False,0.1111111111111111,0.5555555555555556,"['{""property"": ""colorful""}']","['{""property"": ""sighted""}']","['{""property"": ""sighted""}']",{'property': 'colorful'},colorful,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,{'property': 'sighted'},sighted,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'sighted'},sighted,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333
"He quickly opted for the rubbish bin, sliding in as silently as the nonexistent wind. ",the nonexistent wind,wind,nonexistent,airflow,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""blowing""}']","['{""property"": ""blowing""}']","['{""property"": ""blowing""}']",{'property': 'blowing'},blowing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'blowing'},blowing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'blowing'},blowing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
