sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,claude-3-5-sonnet-20241022_naive_0_generated_,claude-3-5-sonnet-20241022_naive_1_generated_,claude-3-5-sonnet-20241022_naive_2_generated_,claude-3-5-sonnet-20241022_naive_0_generated,claude-3-5-sonnet-20241022_naive_0_property,claude-3-5-sonnet-20241022_naive_0_combination_relevance,claude-3-5-sonnet-20241022_naive_0_root_relevance,claude-3-5-sonnet-20241022_naive_0_modifier_relevance,claude-3-5-sonnet-20241022_naive_0_indiv_max,claude-3-5-sonnet-20241022_naive_0_cancellation,claude-3-5-sonnet-20241022_naive_1_generated,claude-3-5-sonnet-20241022_naive_1_property,claude-3-5-sonnet-20241022_naive_1_combination_relevance,claude-3-5-sonnet-20241022_naive_1_root_relevance,claude-3-5-sonnet-20241022_naive_1_modifier_relevance,claude-3-5-sonnet-20241022_naive_1_indiv_max,claude-3-5-sonnet-20241022_naive_1_cancellation,claude-3-5-sonnet-20241022_naive_2_generated,claude-3-5-sonnet-20241022_naive_2_property,claude-3-5-sonnet-20241022_naive_2_combination_relevance,claude-3-5-sonnet-20241022_naive_2_root_relevance,claude-3-5-sonnet-20241022_naive_2_modifier_relevance,claude-3-5-sonnet-20241022_naive_2_indiv_max,claude-3-5-sonnet-20241022_naive_2_cancellation
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,hollow,canceled,"(component, canceled, canceled)","(3, 1, 3)","(2, 1, 1)","(4, 5, 3)",0.6666666666666667,0.3333333333333333,0.0,1.0,False,1.0,1.0,"['{""property"": ""innocent""}']","['{""property"": ""innocent""}']","['{""property"": ""innocent""}']",{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445
"cried Roger, he creeps away like a beaten hound, and Virginia saw the bowlderlike shadow rolling off toward the palisade.",a beaten hound,hound,beat,quick,canceled,"(canceled, canceled, others)","(1, 1, 2)","(4, 4, 4)","(2, 2, 1)",0.6666666666666667,0.1111111111111111,0.7777777777777778,0.555555556,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""energetic""}']","['{""property"": ""energetic""}']","['{""property"": ""loyal""}']",{'property': 'energetic'},energetic,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666667,{'property': 'energetic'},energetic,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666667,{'property': 'loyal'},loyal,0.5555555555555556,0.8888888888888888,0.0,0.8888888888888888,0.3333333333333332
"This letter was taken up the next morning to Belforest by Colonel Brownlow, and the two eldest delinquents, one, curious, amused, and with only compunction enough to flavour an apology, the other cross, dogged, and sheepish, dragged along like a cur in a sling, just as though he were going to be hanged, said Janet.",a cur in a sling,cur,sling,springy,canceled,"(others, canceled, canceled)","(1, 5, 2)","(2, 3, 1)","(1, 4, 3)",0.7777777777777778,0.0,0.0,0.8,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""aggressive""}']","['{""property"": ""aggressive""}']","['{""property"": ""mobile""}']",{'property': 'aggressive'},aggressive,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.4444444444444445,{'property': 'aggressive'},aggressive,0.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.5555555555555556,{'property': 'mobile'},mobile,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667
Next thing you know the pentagon will start treating their ground pounders grunts too like non expendables and then what kind of chaos will that bring?,non expendables,expendable,non,disposable,canceled,"(canceled, canceled, others)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.011111111,True,0.0,1.0,"['{""property"": ""disposable""}']","['{""property"": ""can be used up""}']","['{""property"": ""disposable""}']",{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0,{'property': 'can be used up'},can be used up,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0
"her face was a rigor of alarm , her eyes wide like the hands of the dead . ",the hands of the dead,hands,dead,dexterous,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""warm""}']","['{""property"": ""warm""}']","['{""property"": ""warm""}']",{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"Those bags are as loud as a tree falling, man.",a tree falling,tree,falling,rooted,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 2)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""standing tall""}']","['{""property"": ""standing""}']","['{""property"": ""stable""}']",{'property': 'standing tall'},standing tall,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'standing'},standing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'stable'},stable,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"This detracts a little from the piece to my mind as it feels at best like a missed opportunity, or otherwise a failed use misuse of the supposing of structure.",a missed opportunity,opportunity,miss,promise,canceled,"(others, canceled, canceled)","(1, 1, 2)","(1, 5, 5)","(1, 1, 3)",0.7777777777777778,0.0,0.7777777777777778,0.044444444,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""upcoming""}']","['{""property"": ""beneficial""}']","['{""property"": ""achievable""}']",{'property': 'upcoming'},upcoming,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'beneficial'},beneficial,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'achievable'},achievable,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
,shifting blame,blame,shift,accountability,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,,False,0.3333333333333333,0.5555555555555556,"['{""property"": ""static""}']","['{""property"": ""moving physically""}']","['{""property"": ""moveable""}']",{'property': 'static'},static,0.0,0.0,0.0,0.0,0.0,{'property': 'moving physically'},moving physically,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'moveable'},moveable,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
,the granite bench,bench,granite,wood/metal/plastic,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""hard to move""}']","['{""property"": ""heavy""}']","['{""property"": ""heavy""}']",{'property': 'hard to move'},hard to move,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,{'property': 'heavy'},heavy,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'heavy'},heavy,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
"But on this night the mirth jarred like a cracked bell and ere they rose, the seneschal ventured timidly to ask the Baron if he might accept the ransom offered by the young wife of the latest captive.",a cracked bell and,bell,cracked,clear,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(4, 5, 4)","(1, 2, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""resonant""}']","['{""property"": ""resonant""}']","['{""property"": ""makes musical sound""}']",{'property': 'resonant'},resonant,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,0.7777777777777777,{'property': 'resonant'},resonant,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.7777777777777777,{'property': 'makes musical sound'},makes musical sound,0.2222222222222222,0.8888888888888888,0.0,0.8888888888888888,0.6666666666666666
but stillnowhere near as enjoyable as a night with emma . '',a night with emma,night,emma,black,canceled,"(canceled, others, canceled)","(2, 2, 2)","(4, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""solitary""}']","['{""property"": ""dark""}']","['{""property"": ""lonely""}']",{'property': 'solitary'},solitary,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'dark'},dark,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'lonely'},lonely,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444445
"Life, I said to myself, is as empty as a used cantaloupe.",a used cantaloupe,cantaloupe,used,sweet,canceled,"(canceled, canceled, others)","(2, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,False,0.0,0.6666666666666666,"['{""property"": ""fresh""}']","['{""property"": ""fresh""}']","['{""property"": ""fresh""}']",{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"We should build the garden with a setting of fine trees grouped upon the outskirts, otherwise it will seem as incomplete as a portrait without a frame.",a portrait without a frame,portrait,frame,structural,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(3, 2, 1)","(4, 4, 4)",0.5555555555555556,0.3333333333333333,0.1111111111111111,0.988888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""decorative""}']","['{""property"": ""enclosed""}']","['{""property"": ""protected""}']",{'property': 'decorative'},decorative,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.4444444444444445,{'property': 'enclosed'},enclosed,0.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'protected'},protected,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
"In the east the full moon had just risen, and its thin silver surface was flushed with pink until it looked exactly like the setting sun.",the setting sun,sun,set,hot,canceled,"(canceled, canceled, others)","(2, 3, 3)","(5, 5, 4)","(1, 2, 2)",0.6666666666666667,0.3333333333333333,1.0,0.255555556,False,0.0,1.0,"['{""property"": ""bright""}']","['{""property"": ""bright""}']","['{""property"": ""bright""}']",{'property': 'bright'},bright,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'bright'},bright,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'bright'},bright,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667
"To have a fellow going about the farm as cross with every body as a bear with a sore head, with a temper as sour as verjuice and as sharp as a razor, looking as surly as a butcher's dog, is a great nuisance and yet there may be some good points about the man, so that he may be a man for all that but poor, soft Tommy, as green as grass and as ready to bend as a willow, is nobody's money and every body's scorn.",a butcher's dog,dog,butcher,skilled,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 2, 3)","(1, 4, 3)",0.4444444444444445,0.3333333333333333,0.5555555555555556,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""scary""}']","['{""property"": ""cruel""}']","['{""property"": ""scary""}']",{'property': 'scary'},scary,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'cruel'},cruel,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,{'property': 'scary'},scary,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"He was a strange object, the wrinkled skin of his face yellow like old ivory, a ragged white beard hanging almost to his waist.","old ivory,",ivory,old,pure,canceled,"(others, canceled, canceled)","(4, 3, 3)","(3, 5, 5)","(2, 2, 2)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.088888889,False,0.1111111111111111,0.7777777777777778,"['{""property"": ""valuable""}']","['{""property"": ""valuable""}']","['{""property"": ""valuable""}']",{'property': 'valuable'},valuable,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.111111111111111,{'property': 'valuable'},valuable,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.111111111111111,{'property': 'valuable'},valuable,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.111111111111111
I do like how this dig at nerds implicitly acknowledges that their religions are equally as real as star wars and just hope you wont notice.,star wars,war,star,luminous,canceled,"(canceled, component, canceled)","(3, 3, 1)","(5, 5, 1)","(4, 4, 5)",0.6666666666666667,0.3333333333333333,0.0,0.877777778,False,1.0,1.0,"['{""property"": ""celestial""}']","['{""property"": ""celestial""}']","['{""property"": ""celestial""}']",{'property': 'celestial'},celestial,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667,{'property': 'celestial'},celestial,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667,{'property': 'celestial'},celestial,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667
Almost like shattered glass.,shattered glass,glass,shatter,hard,canceled,"(canceled, component, canceled)","(1, 4, 2)","(4, 5, 5)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""transparent""}']","['{""property"": ""transparent""}']","['{""property"": ""transparent""}']",{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556
"The monsters are kind of like the opposite of moths, most of the cities now have laws in place to make electricity free.",the opposite of moths,opposite,moth,fly,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 5, 4)",0.8888888888888888,0.0,0.0,1.0,True,0.8888888888888888,0.8888888888888888,"['{""property"": ""nocturnal""}']","['{""property"": ""nocturnal""}']","['{""property"": ""nocturnal""}']",{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'nocturnal'},nocturnal,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"The squeak of my match sounded as loud as the scraping of a brake, and I almost fancied I heard it fall when I tossed it onto the grass.",the scraping of a brake,scraping,brake,precise,canceled,"(canceled, component, canceled)","(1, 4, 2)","(2, 2, 2)","(3, 4, 4)",0.6666666666666667,0.1111111111111111,0.3333333333333333,0.9,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""smooth""}']","['{""property"": ""smooth""}']","['{""property"": ""useful""}']",{'property': 'smooth'},smooth,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'smooth'},smooth,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'useful'},useful,0.3333333333333333,0.7777777777777778,1.0,1.0,0.6666666666666667
"Front chair has its arms upwards like hands in the air, the chair behind it has its arms pointing at it like it's pointing a gun.",hands in the air,hands,air,manipulative,canceled,"(others, canceled, canceled)","(1, 2, 2)","(2, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""useful for holding things""}']","['{""property"": ""useful""}']","['{""property"": ""useful for grasping""}']",{'property': 'useful for holding things'},useful for holding things,0.0,1.0,0.0,1.0,1.0,{'property': 'useful'},useful,0.2222222222222222,1.0,1.0,1.0,0.7777777777777778,{'property': 'useful for grasping'},useful for grasping,0.0,1.0,0.0,1.0,1.0
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,strong,canceled,"(canceled, canceled, canceled)","(3, 2, 3)","(5, 5, 5)","(5, 4, 5)",0.8888888888888888,0.0,0.8888888888888888,,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""strong""}']","['{""property"": ""strong""}']","['{""property"": ""strong""}']",{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888
the question hit toni like a punch in the stomach .,a punch in the stomach,punch,stomach,hollow,canceled,"(canceled, others, canceled)","(1, 2, 1)","(1, 1, 1)","(3, 3, 4)",0.3333333333333333,0.0,0.0,1.0,False,0.3333333333333333,0.3333333333333333,"['{""property"": ""pleasurable""}']","['{""property"": ""enjoyable""}']","['{""property"": ""harmless""}']",{'property': 'pleasurable'},pleasurable,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,{'property': 'enjoyable'},enjoyable,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'harmless'},harmless,0.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.5555555555555556
,pizza with no cheese,pizza,cheese,topped,canceled,"(canceled, canceled, canceled)","(1, 1, 4)","(3, 5, 5)","(2, 1, 5)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""cheesy""}']","['{""property"": ""cheesy""}']","['{""property"": ""gooey""}']",{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'gooey'},gooey,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
,a skein of smoke,skein,smoke,yarn,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(4, 3, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""tangible""}']","['{""property"": ""tangible""}']","['{""property"": ""tangible""}']",{'property': 'tangible'},tangible,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'tangible'},tangible,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'tangible'},tangible,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
over and over again like a fever dream .,a fever dream,dream,fever,real,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 3, 2)","(1, 1, 4)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""restful""}']","['{""property"": ""restful""}']","['{""property"": ""restful""}']",{'property': 'restful'},restful,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'restful'},restful,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'restful'},restful,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"I stood on the platform and had no trouble in yanking the stuff in and this went right along like a mail steamer, till it was all up, and it came old Dibs's turn.",a mail steamer,steamer,mail,cook,canceled,"(canceled, canceled, canceled)","(2, 1, 2)","(5, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,True,0.0,0.8888888888888888,"['{""property"": ""fast""}']","['{""property"": ""postal delivery""}']","['{""property"": ""dry""}']",{'property': 'fast'},fast,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'postal delivery'},postal delivery,0.8888888888888888,0.0,1.0,1.0,0.1111111111111111,{'property': 'dry'},dry,0.3333333333333333,0.0,0.7777777777777778,0.7777777777777778,0.4444444444444445
These things and deeds are diametrically opposed they are as distinct as vice from virtue.,vice from virtue,vice,virtue,positive,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(1, 1, 1)","(5, 4, 5)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""morally good""}']","['{""property"": ""morally good""}']","['{""property"": ""virtuous""}']",{'property': 'morally good'},morally good,0.0,0.0,1.0,1.0,1.0,{'property': 'morally good'},morally good,0.0,0.0,1.0,1.0,1.0,{'property': 'virtuous'},virtuous,0.0,0.0,1.0,1.0,1.0
,ill preparation,preparation,ill,planning,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""readiness""}']","['{""property"": ""organized""}']","['{""property"": ""useful""}']",{'property': 'readiness'},readiness,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.8888888888888888,{'property': 'organized'},organized,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'useful'},useful,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"i reckon i am at that , seein as how youre about as useful as a bucket with no bottom . ''",a bucket with no bottom,bucket,bottom,simple,canceled,"(canceled, canceled, canceled)","(2, 1, 4)","(4, 2, 2)","(2, 2, 1)",0.8888888888888888,0.0,0.8888888888888888,0.377777778,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""can hold water""}']","['{""property"": ""can hold water""}']","['{""property"": ""holds water""}']",{'property': 'can hold water'},can hold water,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'can hold water'},can hold water,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'holds water'},holds water,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"Well I dress like a bum, am as ugly as a dog's arse, am one FAT MOTHERFUCKER and rarely if ever wear shoes.",a dog's arse,arse,dog,loyal,canceled,"(canceled, canceled, others)","(1, 1, 5)","(1, 1, 1)","(5, 4, 2)",0.8888888888888888,0.0,0.0,0.777777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""lovable""}']","['{""property"": ""lovable""}']","['{""property"": ""lovable""}']",{'property': 'lovable'},lovable,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,{'property': 'lovable'},lovable,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,{'property': 'lovable'},lovable,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
The fields like the mountains that looked down at them were as unchangeable as the passing days.,the passing days,day,pass,acceptable,canceled,"(canceled, canceled, others)","(1, 1, 2)","(1, 1, 2)","(2, 5, 3)",0.5555555555555556,0.3333333333333333,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""present""}']","['{""property"": ""static""}']","['{""property"": ""stationary""}']",{'property': 'present'},present,0.0,1.0,0.3333333333333333,1.0,1.0,{'property': 'static'},static,0.0,0.0,0.0,0.0,0.0,{'property': 'stationary'},stationary,0.0,0.0,0.0,0.0,0.0
,the washed out road,road,wash,paved,canceled,"(component, canceled, canceled)","(4, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""passable""}']","['{""property"": ""passable""}']","['{""property"": ""durable""}']",{'property': 'passable'},passable,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'passable'},passable,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,{'property': 'durable'},durable,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
his body felt as brittle as a winter leaf .,a winter leaf,leaf,winter,photosynthetic,canceled,"(canceled, canceled, canceled)","(2, 3, 3)","(5, 5, 5)","(2, 2, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""green""}']","['{""property"": ""green""}']","['{""property"": ""green""}']",{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"Never for a moment, until I was dropped down here like a stone from a sling.",a stone from a sling,stone,sling,still,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 2)","(2, 2, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""stationary""}']","['{""property"": ""stationary""}']","['{""property"": ""heavy""}']",{'property': 'stationary'},stationary,0.0,1.0,0.1111111111111111,1.0,1.0,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'heavy'},heavy,0.2222222222222222,0.5555555555555556,0.0,0.5555555555555556,0.3333333333333333
"I suppose that having made a mock of you and drained you dry, she was content to throw you aside like an empty gourd.",an empty gourd,gourd,empty,seed-filled,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""useful as container""}']","['{""property"": ""filled with seeds""}']","['{""property"": ""decorative""}']",{'property': 'useful as container'},useful as container,0.3333333333333333,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,{'property': 'filled with seeds'},filled with seeds,0.0,1.0,0.0,1.0,1.0,{'property': 'decorative'},decorative,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445
"He would splash about like a trout in a saucer, bemoaning his fate.",a trout in a saucer,trout,saucer,stream-dwelling,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""streamlined""}']","['{""property"": ""can swim freely""}']","['{""property"": ""free swimming""}']",{'property': 'streamlined'},streamlined,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'can swim freely'},can swim freely,0.0,1.0,0.0,1.0,1.0,{'property': 'free swimming'},free swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"He and the others stood grimly silent watching the schooner, as immobile as graven images.",graven images,images,graven,composed of pixels or vectors,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""sacred""}']","['{""property"": ""holy""}']","['{""property"": ""sacred""}']",{'property': 'sacred'},sacred,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'holy'},holy,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'sacred'},sacred,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"The early submarine, though, was not only as blind as a cave fish, but it was as deaf and as dumb as a snail and since this was the case, it had to do whatever talking was necessary by means of a deaf and dumb alphabet, that is, by signaling with flags, or wigwagging, as it is called.",a cave fish,fish,cave,colorful,canceled,"(canceled, canceled, canceled)","(1, 3, 1)","(4, 4, 4)","(1, 2, 1)",0.5555555555555556,0.0,0.5555555555555556,0.111111111,False,0.1111111111111111,0.5555555555555556,"['{""property"": ""exposed to sunlight""}']","['{""property"": ""lives in sunlight""}']","['{""property"": ""sunlit""}']",{'property': 'exposed to sunlight'},exposed to sunlight,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'lives in sunlight'},lives in sunlight,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'sunlit'},sunlit,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
