sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_generated_,Meta-Llama-3.1-70B-Instruct_naive_1_generated_,Meta-Llama-3.1-70B-Instruct_naive_2_generated_,Meta-Llama-3.1-70B-Instruct_naive_0_generated,Meta-Llama-3.1-70B-Instruct_naive_0_property,Meta-Llama-3.1-70B-Instruct_naive_0_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_cancellation,Meta-Llama-3.1-70B-Instruct_naive_1_generated,Meta-Llama-3.1-70B-Instruct_naive_1_property,Meta-Llama-3.1-70B-Instruct_naive_1_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_1_cancellation,Meta-Llama-3.1-70B-Instruct_naive_2_generated,Meta-Llama-3.1-70B-Instruct_naive_2_property,Meta-Llama-3.1-70B-Instruct_naive_2_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_root_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_2_cancellation
"The metal paneling on the walls next to us began to move to the side, collapsing together like the blinds of a window.",the blinds of a window,blind,window,blindly,canceled,"(canceled, others, canceled)","(3, 2, 1)","(5, 4, 5)","(2, 1, 1)",1.0,0.0,1.0,0.011111111,False,0.0,1.0,"['{""property"": ""transparent""}']","['{""property"": ""transparent""}']","['{""property"": ""see-through""}']",{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'see-through'},see-through,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,hollow,canceled,"(component, canceled, canceled)","(3, 1, 3)","(2, 1, 1)","(4, 5, 3)",0.6666666666666667,0.3333333333333333,0.0,1.0,False,1.0,1.0,"['{""property"": ""well-educated""}']","['{""property"": ""innocent""}']","['{""property"": ""respected""}']",{'property': 'well-educated'},well-educated,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'respected'},respected,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"cried Roger, he creeps away like a beaten hound, and Virginia saw the bowlderlike shadow rolling off toward the palisade.",a beaten hound,hound,beat,quick,canceled,"(canceled, canceled, others)","(1, 1, 2)","(4, 4, 4)","(2, 2, 1)",0.6666666666666667,0.1111111111111111,0.7777777777777778,0.555555556,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""loyal""}']","['{""property"": ""lovable""}']","['{""property"": ""feral""}']",{'property': 'loyal'},loyal,0.5555555555555556,0.8888888888888888,0.0,0.8888888888888888,0.33333333333333326,{'property': 'lovable'},lovable,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,{'property': 'feral'},feral,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111
"This letter was taken up the next morning to Belforest by Colonel Brownlow, and the two eldest delinquents, one, curious, amused, and with only compunction enough to flavour an apology, the other cross, dogged, and sheepish, dragged along like a cur in a sling, just as though he were going to be hanged, said Janet.",a cur in a sling,cur,sling,springy,canceled,"(others, canceled, canceled)","(1, 5, 2)","(2, 3, 1)","(1, 4, 3)",0.7777777777777778,0.0,0.0,0.8,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""domesticated""}']","['{""property"": ""aggressive""}']","['{""property"": ""fierce""}']",{'property': 'domesticated'},domesticated,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'aggressive'},aggressive,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,{'property': 'fierce'},fierce,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333
Next thing you know the pentagon will start treating their ground pounders grunts too like non expendables and then what kind of chaos will that bring?,non expendables,expendable,non,disposable,canceled,"(canceled, canceled, others)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.011111111,True,0.0,1.0,"['{""property"": ""valuable""}']","['{""property"": ""expensive""}']","['{""property"": ""disposable""}']",{'property': 'valuable'},valuable,0.8888888888888888,0.0,0.0,0.0,0.0,{'property': 'expensive'},expensive,0.6666666666666666,0.0,0.0,0.0,0.0,{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0
"her face was a rigor of alarm , her eyes wide like the hands of the dead . ",the hands of the dead,hands,dead,dexterous,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""flexible""}']","['{""property"": ""warm""}']","['{""property"": ""warm""}']",{'property': 'flexible'},flexible,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"Those bags are as loud as a tree falling, man.",a tree falling,tree,falling,rooted,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 2)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""stationary""}']","['{""property"": ""stationary""}']","['{""property"": ""stationary""}']",{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0
"This detracts a little from the piece to my mind as it feels at best like a missed opportunity, or otherwise a failed use misuse of the supposing of structure.",a missed opportunity,opportunity,miss,promise,canceled,"(others, canceled, canceled)","(1, 1, 2)","(1, 5, 5)","(1, 1, 3)",0.7777777777777778,0.0,0.7777777777777778,0.044444444,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""current""}']","['{""property"": ""attainable""}']","['{""property"": ""attainable""}']",{'property': 'current'},current,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'attainable'},attainable,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'attainable'},attainable,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556
,shifting blame,blame,shift,accountability,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,,False,0.3333333333333333,0.5555555555555556,"['{""property"": ""praiseworthy""}']","['{""property"": ""accurate""}']","['{""property"": ""constructive""}']",{'property': 'praiseworthy'},praiseworthy,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'accurate'},accurate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'constructive'},constructive,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333
,the granite bench,bench,granite,wood/metal/plastic,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""soft""}']","['{""property"": ""portable""}']","['{""property"": ""portable""}']",{'property': 'soft'},soft,0.0,0.0,0.0,0.0,0.0,{'property': 'portable'},portable,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,{'property': 'portable'},portable,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222
"But on this night the mirth jarred like a cracked bell and ere they rose, the seneschal ventured timidly to ask the Baron if he might accept the ransom offered by the young wife of the latest captive.",a cracked bell and,bell,cracked,clear,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(4, 5, 4)","(1, 2, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""ringing""}']","['{""property"": ""useful""}']","['{""property"": ""ringing""}']",{'property': 'ringing'},ringing,0.1111111111111111,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444445,{'property': 'useful'},useful,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.4444444444444445,{'property': 'ringing'},ringing,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222
but stillnowhere near as enjoyable as a night with emma . '',a night with emma,night,emma,black,canceled,"(canceled, others, canceled)","(2, 2, 2)","(4, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""scary""}']","['{""property"": ""likely to be a normal wakeful period""}']","['{""property"": ""scary""}']",{'property': 'scary'},scary,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,{'property': 'likely to be a normal wakeful period'},likely to be a normal wakeful period,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,0.22222222222222227,{'property': 'scary'},scary,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"Life, I said to myself, is as empty as a used cantaloupe.",a used cantaloupe,cantaloupe,used,sweet,canceled,"(canceled, canceled, others)","(2, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,False,0.0,0.6666666666666666,"['{""property"": ""fresh""}']","['{""property"": ""fresh""}']","['{""property"": ""fresh""}']",{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'fresh'},fresh,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"We should build the garden with a setting of fine trees grouped upon the outskirts, otherwise it will seem as incomplete as a portrait without a frame.",a portrait without a frame,portrait,frame,structural,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(3, 2, 1)","(4, 4, 4)",0.5555555555555556,0.3333333333333333,0.1111111111111111,0.988888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""protective""}']","['{""property"": ""expensive""}']","['{""property"": ""portable""}']",{'property': 'protective'},protective,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'expensive'},expensive,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,{'property': 'portable'},portable,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"In the east the full moon had just risen, and its thin silver surface was flushed with pink until it looked exactly like the setting sun.",the setting sun,sun,set,hot,canceled,"(canceled, canceled, others)","(2, 3, 3)","(5, 5, 4)","(1, 2, 2)",0.6666666666666667,0.3333333333333333,1.0,0.255555556,False,0.0,1.0,"['{""property"": ""visible""}']","['{""property"": ""high""}']","['{""property"": ""bright""}']",{'property': 'visible'},visible,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'high'},high,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'bright'},bright,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667
"To have a fellow going about the farm as cross with every body as a bear with a sore head, with a temper as sour as verjuice and as sharp as a razor, looking as surly as a butcher's dog, is a great nuisance and yet there may be some good points about the man, so that he may be a man for all that but poor, soft Tommy, as green as grass and as ready to bend as a willow, is nobody's money and every body's scorn.",a butcher's dog,dog,butcher,skilled,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 2, 3)","(1, 4, 3)",0.4444444444444445,0.3333333333333333,0.5555555555555556,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""typically carnivorous""}']","['{""property"": ""vegetarian""}']","['{""property"": ""vegetarian""}']",{'property': 'typically carnivorous'},typically carnivorous,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,{'property': 'vegetarian'},vegetarian,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'vegetarian'},vegetarian,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
"He was a strange object, the wrinkled skin of his face yellow like old ivory, a ragged white beard hanging almost to his waist.","old ivory,",ivory,old,pure,canceled,"(others, canceled, canceled)","(4, 3, 3)","(3, 5, 5)","(2, 2, 2)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.088888889,False,0.1111111111111111,0.7777777777777778,"['{""property"": ""valuable""}']","['{""property"": ""valuable""}']","['{""property"": ""white""}']",{'property': 'valuable'},valuable,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.11111111111111105,{'property': 'valuable'},valuable,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.11111111111111105,{'property': 'white'},white,0.8888888888888888,1.0,0.3333333333333333,1.0,0.11111111111111116
I do like how this dig at nerds implicitly acknowledges that their religions are equally as real as star wars and just hope you wont notice.,star wars,war,star,luminous,canceled,"(canceled, component, canceled)","(3, 3, 1)","(5, 5, 1)","(4, 4, 5)",0.6666666666666667,0.3333333333333333,0.0,0.877777778,False,1.0,1.0,"['{""property"": ""historical""}']","['{""property"": ""historical""}']","['{""property"": ""historical""}']",{'property': 'historical'},historical,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'historical'},historical,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'historical'},historical,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888
Almost like shattered glass.,shattered glass,glass,shatter,hard,canceled,"(canceled, component, canceled)","(1, 4, 2)","(4, 5, 5)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""safe""}']","['{""property"": ""intact""}']","['{""property"": ""intact""}']",{'property': 'safe'},safe,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"The monsters are kind of like the opposite of moths, most of the cities now have laws in place to make electricity free.",the opposite of moths,opposite,moth,fly,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 5, 4)",0.8888888888888888,0.0,0.0,1.0,True,0.8888888888888888,0.8888888888888888,"['{""property"": ""attracted to light""}']","['{""property"": ""attracted to light""}']","['{""property"": ""attracted to light""}']",{'property': 'attracted to light'},attracted to light,1.0,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'attracted to light'},attracted to light,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'attracted to light'},attracted to light,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"The squeak of my match sounded as loud as the scraping of a brake, and I almost fancied I heard it fall when I tossed it onto the grass.",the scraping of a brake,scraping,brake,precise,canceled,"(canceled, component, canceled)","(1, 4, 2)","(2, 2, 2)","(3, 4, 4)",0.6666666666666667,0.1111111111111111,0.3333333333333333,0.9,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""sharp""}']","['{""property"": ""sharp""}']","['{""property"": ""reliable""}']",{'property': 'sharp'},sharp,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'sharp'},sharp,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'reliable'},reliable,0.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778
"Front chair has its arms upwards like hands in the air, the chair behind it has its arms pointing at it like it's pointing a gun.",hands in the air,hands,air,manipulative,canceled,"(others, canceled, canceled)","(1, 2, 2)","(2, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""manipulative""}']","['{""property"": ""dirty""}']","['{""property"": ""manipulative""}']",{'property': 'manipulative'},manipulative,0.0,1.0,0.0,1.0,1.0,{'property': 'dirty'},dirty,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'manipulative'},manipulative,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,strong,canceled,"(canceled, canceled, canceled)","(3, 2, 3)","(5, 5, 5)","(5, 4, 5)",0.8888888888888888,0.0,0.8888888888888888,,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""strong""}']","['{""property"": ""strong""}']","['{""property"": ""strong""}']",{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'strong'},strong,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888
the question hit toni like a punch in the stomach .,a punch in the stomach,punch,stomach,hollow,canceled,"(canceled, others, canceled)","(1, 2, 1)","(1, 1, 1)","(3, 3, 4)",0.3333333333333333,0.0,0.0,1.0,False,0.3333333333333333,0.3333333333333333,"['{""property"": ""soothing""}']","['{""property"": ""pleasurable""}']","['{""property"": ""soothing""}']",{'property': 'soothing'},soothing,0.0,0.0,0.0,0.0,0.0,{'property': 'pleasurable'},pleasurable,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'soothing'},soothing,0.0,0.0,0.0,0.0,0.0
,pizza with no cheese,pizza,cheese,topped,canceled,"(canceled, canceled, canceled)","(1, 1, 4)","(3, 5, 5)","(2, 1, 5)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""typically contains dairy products""}']","['{""property"": ""typically high in calcium""}']","['{""property"": ""typically contains dairy""}']",{'property': 'typically contains dairy products'},typically contains dairy products,0.3333333333333333,0.8888888888888888,1.0,1.0,0.6666666666666667,{'property': 'typically high in calcium'},typically high in calcium,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'typically contains dairy'},typically contains dairy,0.0,0.8888888888888888,1.0,1.0,1.0
,a skein of smoke,skein,smoke,yarn,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(4, 3, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""tangible""}']","['{""property"": ""tangible""}']","['{""property"": ""tangible""}']",{'property': 'tangible'},tangible,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'tangible'},tangible,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'tangible'},tangible,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
over and over again like a fever dream .,a fever dream,dream,fever,real,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 3, 2)","(1, 1, 4)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""realistic""}']","['{""property"": ""realistic""}']","['{""property"": ""realistic""}']",{'property': 'realistic'},realistic,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'realistic'},realistic,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'realistic'},realistic,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333
"I stood on the platform and had no trouble in yanking the stuff in and this went right along like a mail steamer, till it was all up, and it came old Dibs's turn.",a mail steamer,steamer,mail,cook,canceled,"(canceled, canceled, canceled)","(2, 1, 2)","(5, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,True,0.0,0.8888888888888888,"['{""property"": ""fast""}']","['{""property"": ""used for recreation""}']","['{""property"": ""fast""}']",{'property': 'fast'},fast,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,{'property': 'used for recreation'},used for recreation,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,{'property': 'fast'},fast,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
These things and deeds are diametrically opposed they are as distinct as vice from virtue.,vice from virtue,vice,virtue,positive,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(1, 1, 1)","(5, 4, 5)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""desirable""}']","['{""property"": ""admirable""}']","['{""property"": ""desirable""}']",{'property': 'desirable'},desirable,0.0,0.1111111111111111,1.0,1.0,1.0,{'property': 'admirable'},admirable,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'desirable'},desirable,0.0,0.1111111111111111,1.0,1.0,1.0
,ill preparation,preparation,ill,planning,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""useful""}']","['{""property"": ""valuable""}']","['{""property"": ""effective""}']",{'property': 'useful'},useful,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'valuable'},valuable,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'effective'},effective,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
"i reckon i am at that , seein as how youre about as useful as a bucket with no bottom . ''",a bucket with no bottom,bucket,bottom,simple,canceled,"(canceled, canceled, canceled)","(2, 1, 4)","(4, 2, 2)","(2, 2, 1)",0.8888888888888888,0.0,0.8888888888888888,0.377777778,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""useful""}']","['{""property"": ""useful""}']","['{""property"": ""useful""}']",{'property': 'useful'},useful,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,{'property': 'useful'},useful,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'useful'},useful,0.0,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778
"Well I dress like a bum, am as ugly as a dog's arse, am one FAT MOTHERFUCKER and rarely if ever wear shoes.",a dog's arse,arse,dog,loyal,canceled,"(canceled, canceled, others)","(1, 1, 5)","(1, 1, 1)","(5, 4, 2)",0.8888888888888888,0.0,0.0,0.777777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""attractive""}']","['{""property"": ""attractive""}']","['{""property"": ""pleasant""}']",{'property': 'attractive'},attractive,0.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'attractive'},attractive,0.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'pleasant'},pleasant,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
The fields like the mountains that looked down at them were as unchangeable as the passing days.,the passing days,day,pass,acceptable,canceled,"(canceled, canceled, others)","(1, 1, 2)","(1, 1, 2)","(2, 5, 3)",0.5555555555555556,0.3333333333333333,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""long""}']","['{""property"": ""countable""}']","['{""property"": ""stationary""}']",{'property': 'long'},long,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'countable'},countable,1.0,1.0,0.3333333333333333,1.0,0.0,{'property': 'stationary'},stationary,0.0,0.0,0.0,0.0,0.0
,the washed out road,road,wash,paved,canceled,"(component, canceled, canceled)","(4, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""dusty""}']","['{""property"": ""dirtiness""}']","['{""property"": ""dusty""}']",{'property': 'dusty'},dusty,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'dirtiness'},dirtiness,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'dusty'},dusty,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
his body felt as brittle as a winter leaf .,a winter leaf,leaf,winter,photosynthetic,canceled,"(canceled, canceled, canceled)","(2, 3, 3)","(5, 5, 5)","(2, 2, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""green""}']","['{""property"": ""green""}']","['{""property"": ""green""}']",{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"Never for a moment, until I was dropped down here like a stone from a sling.",a stone from a sling,stone,sling,still,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 2)","(2, 2, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""portable""}']","['{""property"": ""portable""}']","['{""property"": ""deadly""}']",{'property': 'portable'},portable,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'portable'},portable,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'deadly'},deadly,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0
"I suppose that having made a mock of you and drained you dry, she was content to throw you aside like an empty gourd.",an empty gourd,gourd,empty,seed-filled,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""edible""}']","['{""property"": ""edible""}']","['{""property"": ""edible""}']",{'property': 'edible'},edible,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'edible'},edible,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'edible'},edible,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"He would splash about like a trout in a saucer, bemoaning his fate.",a trout in a saucer,trout,saucer,stream-dwelling,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""edible""}']","['{""property"": ""edible""}']","['{""property"": ""free-swimming""}']",{'property': 'edible'},edible,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'edible'},edible,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'free-swimming'},free-swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
