sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,C,C_T,qwen2.5:72b_sa-llm&conceptnet_0_generated_,qwen2.5:72b_sa-llm&conceptnet_1_generated_,qwen2.5:72b_sa-llm&conceptnet_2_generated_,qwen2.5:72b_sa-llm&conceptnet_0_generated,qwen2.5:72b_sa-llm&conceptnet_0_property,qwen2.5:72b_sa-llm&conceptnet_0_combination_relevance,qwen2.5:72b_sa-llm&conceptnet_0_root_relevance,qwen2.5:72b_sa-llm&conceptnet_0_modifier_relevance,qwen2.5:72b_sa-llm&conceptnet_0_indiv_max,qwen2.5:72b_sa-llm&conceptnet_0_cancellation,qwen2.5:72b_sa-llm&conceptnet_1_generated,qwen2.5:72b_sa-llm&conceptnet_1_property,qwen2.5:72b_sa-llm&conceptnet_1_combination_relevance,qwen2.5:72b_sa-llm&conceptnet_1_root_relevance,qwen2.5:72b_sa-llm&conceptnet_1_modifier_relevance,qwen2.5:72b_sa-llm&conceptnet_1_indiv_max,qwen2.5:72b_sa-llm&conceptnet_1_cancellation,qwen2.5:72b_sa-llm&conceptnet_2_generated,qwen2.5:72b_sa-llm&conceptnet_2_property,qwen2.5:72b_sa-llm&conceptnet_2_combination_relevance,qwen2.5:72b_sa-llm&conceptnet_2_root_relevance,qwen2.5:72b_sa-llm&conceptnet_2_modifier_relevance,qwen2.5:72b_sa-llm&conceptnet_2_indiv_max,qwen2.5:72b_sa-llm&conceptnet_2_cancellation
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,hollow,canceled,"(component, canceled, canceled)","(3, 1, 3)","(2, 1, 1)","(4, 5, 3)",0.6666666666666667,0.3333333333333333,0.0,1.0,False,1.0,1.0,"{0: ['child', 'gutter'], 1: ['child', 'gutter'], 2: ['child', 'gutter'], 3: ['child', 'gutter'], 4: ['child', 'gutter'], 5: ['child', 'gutter']}","['child', 'gutter']","['{""property"": ""innocent""} \n\nReasoning: The property ""innocent"" typically applies to a ""child,"" as children are often associated with innocence. However, the combination ""a child of the gutter"" suggests a more challenging and harsh upbringing, which is likely to erode or negate the typical notion of childhood innocence. Therefore, ""innocent"" is a canceled property in this context.']","['{""property"": ""innocent""}']","['{""property"": ""innocent""} \n\nReasoning: The property ""innocent"" is often associated with children, reflecting their pure and naive nature. However, when a child is described as being ""of the gutter,"" it implies a tough upbringing in harsh conditions, which can lead to experiences that strip away innocence. Therefore, while ""innocent"" applies to the concept of a ""child"" generally, it does not apply to the combination ""a child of the gutter.""']",{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445,{'property': 'innocent'},innocent,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.4444444444444445
"cried Roger, he creeps away like a beaten hound, and Virginia saw the bowlderlike shadow rolling off toward the palisade.",a beaten hound,hound,beat,quick,canceled,"(canceled, canceled, others)","(1, 1, 2)","(4, 4, 4)","(2, 2, 1)",0.6666666666666667,0.1111111111111111,0.7777777777777778,0.555555556,False,0.5555555555555556,0.7777777777777778,"{0: ['hound', 'beat'], 1: ['beat', 'hound'], 2: ['beat', 'hound'], 3: ['beat', 'hound'], 4: ['beat', 'hound'], 5: ['beat', 'hound']}","['beat', 'hound']","['{""property"": ""aggressive""} \n\nReasoning process:\n1. The combination is ""a beaten hound.""\n2. Relevant concepts are ""beat"" and ""hound.""\n3. We need to find a property that applies to one of these individual components but does not apply to the combination as a whole.\n4. ""Hound"" typically refers to a dog, which can be aggressive.\n5. However, when a hound is described as ""beaten,"" it implies the hound has been subjected to physical abuse, which often results in fear, submission, or passivity rather than aggression.\n6. Therefore, the property ""aggressive"" applies to ""hound"" but not to ""a beaten hound.""']","['{""property"": ""aggressive""} \n\nReasoning process:\n1. **Identify the components**: The combination is ""beaten hound,"" with relevant concepts being ""beat"" and ""hound.""\n2. **Analyze individual properties**:\n   - ""Hound"" (a type of dog) can be aggressive.\n   - ""Beat"" implies physical harm or punishment, which typically results in a subdued or fearful state.\n3. **Determine the combination\'s overall property**:\n   - A ""beaten hound"" is likely to be submissive, scared, and not aggressive due to the trauma from being beaten.\n4. **Identify a canceled property**:\n   - The property ""aggressive"" belongs to ""hound"" but does not apply to ""beaten hound"" as a whole, because the beating would likely reduce or eliminate aggression.\n\nFinal answer: {""property"": ""aggressive""}']","['{""property"": ""loyal""} \n\nReasoning:\nThe property ""loyal"" typically applies to the concept of a ""hound,"" as dogs are often associated with loyalty. However, in the combination ""beaten hound,"" the focus shifts to the state or condition of being beaten, which can overshadow or negate the typical loyal nature of a hound. Therefore, while ""loyal"" is a property that applies to ""hound"" individually, it does not necessarily apply to the combination ""beaten hound"" as a whole.']",{'property': 'aggressive'},aggressive,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.11111111111111105,{'property': 'aggressive'},aggressive,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.11111111111111105,{'property': 'loyal'},loyal,0.5555555555555556,0.8888888888888888,0.0,0.8888888888888888,0.33333333333333326
"This letter was taken up the next morning to Belforest by Colonel Brownlow, and the two eldest delinquents, one, curious, amused, and with only compunction enough to flavour an apology, the other cross, dogged, and sheepish, dragged along like a cur in a sling, just as though he were going to be hanged, said Janet.",a cur in a sling,cur,sling,springy,canceled,"(others, canceled, canceled)","(1, 5, 2)","(2, 3, 1)","(1, 4, 3)",0.7777777777777778,0.0,0.0,0.8,False,0.7777777777777778,0.7777777777777778,"{0: ['cur', 'sling'], 1: ['cur', 'sling'], 2: ['cur', 'sling'], 3: ['cur', 'sling'], 4: ['cur', 'sling'], 5: ['cur', 'sling']}","['cur', 'sling']","['{""property"": ""feral""} \n\nReasoning process: The term ""cur"" often refers to a mangy or aggressive dog, which can imply a feral nature. However, when the cur is in a sling, it suggests that the cur is being cared for or transported by someone, indicating domestication or at least a temporary lack of wildness. Therefore, the property ""feral,"" which applies to ""cur"" individually, does not apply to the combination ""a cur in a sling.""']","['{""property"": ""feral""} \n\nReasoning process: A ""cur"" generally refers to a mangy or vicious dog, often with feral characteristics. However, when the cur is placed in a sling, it implies that the dog is being cared for or restrained, which contradicts its natural feral nature. Thus, the property ""feral"" applies to the individual concept of ""cur"" but does not apply to the combination ""a cur in a sling.""']","['{""property"": ""loyal""} \n\nReasoning process:\n- The combination is ""a cur in a sling.""\n- Relevant concepts are ""cur"" and ""sling.""\n\n1. **Cur**: A cur typically refers to a mean, aggressive, or worthless dog. It often has negative connotations.\n   - Properties of ""cur"": aggressive, mean, low-quality, disloyal.\n\n2. **Sling**: A sling is a device for throwing stones or other projectiles.\n   - Properties of ""sling"": used for throwing, weapon, tool.\n\n3. **Combination Analysis**:\n   - The property ""loyal"" is typically associated with dogs in general, but not specifically with a ""cur."" Curs are often characterized as disloyal or untrustworthy.\n   - When a cur is placed in a sling, it becomes part of a weapon system, which further emphasizes its role as an aggressive and potentially dangerous element rather than a loyal companion.\n\n4. **Conclusion**:\n   - The property ""loyal"" belongs to the general concept of dogs but not specifically to a ""cur."" Moreover, when a cur is in a sling, it loses any potential loyalty it might have had, making ""loyal"" a canceled property for the combination ""a cur in a sling.""']",{'property': 'feral'},feral,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'feral'},feral,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,{'property': 'loyal'},loyal,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.0
Next thing you know the pentagon will start treating their ground pounders grunts too like non expendables and then what kind of chaos will that bring?,non expendables,expendable,non,disposable,canceled,"(canceled, canceled, others)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.011111111,True,0.0,1.0,"{0: ['expendable', 'non'], 1: ['non', 'expendable'], 2: ['non', 'expendable'], 3: ['non', 'expendable'], 4: ['non', 'expendable'], 5: ['non', 'expendable']}","['non', 'expendable']","['{""property"": ""disposable""}']","['{""property"": ""finite""} \n\nReasoning process:\n1. The combination is ""non expendables,"" which means items that are not meant to be used up or discarded after one use.\n2. Relevant concepts: [""non"", ""expendable""] - ""non"" negates the meaning of the word it precedes, and ""expendable"" refers to something that can be used up or disposed of.\n3. The property ""finite"" applies to the concept ""expendable"" because expendable items are typically those that have a limited lifespan or quantity (i.e., they are finite).\n4. However, ""non expendables"" suggests items that do not have this limitation and are intended for long-term use, thus negating the property of being ""finite.""\n5. Therefore, ""finite"" is a property that applies to ""expendable"" but does not apply to ""non expendables.""']","['{""property"": ""finite""} \n\nReasoning:\n- The combination is ""non expendables.""\n- Relevant concepts are [""non"", ""expendable""].\n- ""Non"" typically negates the meaning of a word or concept that follows it.\n- ""Expendable"" means something that can be spent, used up, or discarded without significant loss.\n- When combined as ""non expendables,"" it implies items that cannot be easily replaced or are not intended to be used up quickly.\n\nThe property ""finite"" applies to ""expendable"" because expendable resources are often considered finite (they can run out). However, when negated by ""non,"" the concept of ""non expendables"" suggests something that is not meant to be used up and thus does not have a limited supply or lifespan in the same sense. Therefore, ""finite"" is a property that belongs to ""expendable"" but not to ""non expendables.""']",{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0,{'property': 'finite'},finite,1.0,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'finite'},finite,1.0,0.8888888888888888,0.0,0.8888888888888888,0.0
"her face was a rigor of alarm , her eyes wide like the hands of the dead . ",the hands of the dead,hands,dead,dexterous,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"{0: ['hands', 'dead'], 1: ['body parts', 'hands'], 2: ['arm', 'hands'], 3: [], 4: [], 5: []}",[],"['{""property"": ""warm""}']","['{""property"": ""alive""}']","['{""property"": ""warm""}']",{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'alive'},alive,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"Those bags are as loud as a tree falling, man.",a tree falling,tree,falling,rooted,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 2)",1.0,0.0,1.0,,False,0.0,1.0,"{0: ['tree', 'falling'], 1: ['falling', 'branch', 'tree'], 2: ['injury', 'branch'], 3: ['injury', 'branch'], 4: ['injury', 'branch'], 5: ['injury', 'branch']}","['injury', 'branch']","['{""property"": ""standing""}']","['{""property"": ""stationary""} \n\nReasoning process:\n1. The combination is ""a tree falling.""\n2. We need to find a property that belongs to one of the individual components (either ""tree"" or ""falling"") but does not belong to the combination as a whole.\n3. Analyzing the given concepts:\n   - ""Injury"" can occur due to a tree falling, so it is related to the event rather than a property of the tree itself.\n   - ""Branch"" is a part of a tree and remains relevant even when the tree is not falling.\n4. The property ""stationary"" applies to ""tree"" (as trees are typically stationary) but does not apply to ""a tree falling,"" as the action of falling implies movement.\n5. Therefore, ""stationary"" is the canceled property for the combination ""a tree falling.""']","['{""property"": ""stationary""} \n\nReasoning:\n- The combination is ""a tree falling.""\n- ""Tree"" can be stationary as it stands in one place.\n- ""Falling"" implies movement, which is the opposite of being stationary.\n- Therefore, ""stationary"" is a property that applies to ""tree"" but not to ""a tree falling"" as a whole.']",{'property': 'standing'},standing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0,{'property': 'stationary'},stationary,0.0,1.0,0.0,1.0,1.0
"This detracts a little from the piece to my mind as it feels at best like a missed opportunity, or otherwise a failed use misuse of the supposing of structure.",a missed opportunity,opportunity,miss,promise,canceled,"(others, canceled, canceled)","(1, 1, 2)","(1, 5, 5)","(1, 1, 3)",0.7777777777777778,0.0,0.7777777777777778,0.044444444,False,0.3333333333333333,0.7777777777777778,"{0: ['opportunity', 'miss'], 1: ['miss', 'chance'], 2: ['miss', 'chance'], 3: ['miss', 'chance'], 4: ['miss', 'chance'], 5: ['miss', 'chance']}","['miss', 'chance']","['{""property"": ""seized""}']","['{""property"": ""taken""}']","['{""property"": ""seize""}']",{'property': 'seized'},seized,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'taken'},taken,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'seize'},seize,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
,shifting blame,blame,shift,accountability,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,,False,0.3333333333333333,0.5555555555555556,"{0: ['blame', 'shift'], 1: ['blame', 'shift'], 2: ['blame', 'shift'], 3: ['blame', 'shift'], 4: ['blame', 'shift'], 5: ['blame', 'shift']}","['blame', 'shift']","['{""property"": ""permanent""} \n\nReasoning: The property ""permanent"" applies to the concept of ""blame"" when it is considered in isolation, as blame can be a lasting or enduring state. However, when we consider the combination ""shifting blame,"" the act of shifting implies that the blame is not permanent but rather transient and changeable. Therefore, ""permanent"" is a canceled property for the combination ""shifting blame.""']","['{""property"": ""static""}']","['{""property"": ""permanent""}']",{'property': 'permanent'},permanent,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'static'},static,0.0,0.0,0.0,0.0,0.0,{'property': 'permanent'},permanent,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
,the granite bench,bench,granite,wood/metal/plastic,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"{0: ['bench', 'granite'], 1: ['granite', 'bench'], 2: ['granite', 'bench'], 3: ['granite', 'bench'], 4: ['granite', 'bench'], 5: ['granite', 'bench']}","['granite', 'bench']","['{""property"": ""movable""} \n\nReasoning: The property ""movable"" applies to a general concept of a ""bench,"" which can be moved around. However, when the bench is made of granite, it becomes much heavier and less likely to be moved easily, thus losing the property of being ""movable."" Therefore, ""movable"" is a property that belongs to ""bench"" but not to ""granite bench.""']","['{""property"": ""movable""} \n\nReasoning: The property ""movable"" applies to a ""bench"" individually, as many benches can be moved. However, when the bench is made of granite, it becomes significantly heavier and less likely to be moved easily, thus this property does not apply to the combination ""granite bench.""']","['{""property"": ""movable""} \n\nReasoning:\n- The combination is ""the granite bench.""\n- Relevant concepts are [""granite"", ""bench""].\n- ""Granite"" is a type of stone, which is typically heavy and not easily moved.\n- A ""bench"" can be made from various materials, including wood or metal, and can sometimes be movable.\n- However, when the bench is made of granite, it becomes significantly heavier and less likely to be moved around easily.\n- Therefore, ""movable"" is a property that applies to a general ""bench"" but not to a ""granite bench.""']",{'property': 'movable'},movable,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,{'property': 'movable'},movable,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,{'property': 'movable'},movable,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222
"But on this night the mirth jarred like a cracked bell and ere they rose, the seneschal ventured timidly to ask the Baron if he might accept the ransom offered by the young wife of the latest captive.",a cracked bell and,bell,cracked,clear,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(4, 5, 4)","(1, 2, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"{0: ['bell', 'cracked'], 1: ['cracked', 'bell'], 2: ['rocks'], 3: ['erosion'], 4: ['erosion'], 5: ['erosion']}",['erosion'],"['{""property"": ""intact""} \n\nReasoning:\nThe property ""intact"" applies to the concept of a ""bell"" individually, as bells are generally expected to be whole and undamaged. However, when combined with ""cracked,"" the property ""intact"" no longer applies to the combination ""a cracked bell."" The presence of a crack implies that the bell is damaged or broken, thus it cannot be considered intact. Therefore, ""intact"" is a canceled property for the combination ""a cracked bell.""']","['{""property"": ""intact""} \n\nReasoning:\nThe combination is ""a cracked bell."" The relevant concept provided is ""erosion,"" which can be related to the process that might cause a bell to crack over time. However, the property we are looking for must belong to one of the individual components but not to the combination as a whole. A bell in its original state is typically ""intact."" Once it becomes cracked, it no longer retains this property. Therefore, ""intact"" is a property that applies to an uncracked bell (one component) but does not apply to the combination ""a cracked bell.""']","['{""property"": ""intact""} \n\nReasoning:\n- The combination is ""a cracked bell.""\n- The relevant concept provided is ""erosion,"" which relates to the process of wearing away or decay.\n- A property that belongs to a bell but not to a cracked bell is being ""intact."" An intact bell has no cracks, whereas a cracked bell is damaged and therefore not intact.']",{'property': 'intact'},intact,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'intact'},intact,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'intact'},intact,0.0,1.0,0.0,1.0,1.0
but stillnowhere near as enjoyable as a night with emma . '',a night with emma,night,emma,black,canceled,"(canceled, others, canceled)","(2, 2, 2)","(4, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"{0: ['night', 'emma'], 1: ['emma', 'night'], 2: ['emma', 'night'], 3: ['emma', 'night'], 4: ['emma', 'night'], 5: ['emma', 'night']}","['emma', 'night']","['{""property"": ""daytime""}']","['{""property"": ""daytime""}']","['{""property"": ""daytime""}']",{'property': 'daytime'},daytime,0.0,0.0,0.0,0.0,0.0,{'property': 'daytime'},daytime,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'daytime'},daytime,0.0,0.0,0.0,0.0,0.0
"Life, I said to myself, is as empty as a used cantaloupe.",a used cantaloupe,cantaloupe,used,sweet,canceled,"(canceled, canceled, others)","(2, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,False,0.0,0.6666666666666666,"{0: ['cantaloupe', 'used'], 1: ['cantaloupe', 'melon'], 2: ['cantaloupe', 'melon'], 3: ['cantaloupe', 'melon'], 4: ['cantaloupe', 'melon'], 5: ['cantaloupe', 'melon']}","['cantaloupe', 'melon']","['{""property"": ""fresh""}']","['{""property"": ""fresh""}']","['{""property"": ""fresh""}']",{'property': 'fresh'},fresh,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'fresh'},fresh,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
"We should build the garden with a setting of fine trees grouped upon the outskirts, otherwise it will seem as incomplete as a portrait without a frame.",a portrait without a frame,portrait,frame,structural,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(3, 2, 1)","(4, 4, 4)",0.5555555555555556,0.3333333333333333,0.1111111111111111,0.988888889,False,0.8888888888888888,0.8888888888888888,"{0: ['portrait', 'frame'], 1: ['portrait', 'frame'], 2: ['portrait', 'frame'], 3: ['portrait', 'frame'], 4: ['portrait', 'frame'], 5: ['portrait', 'frame']}","['portrait', 'frame']","['{""property"": ""framed""}']","['{""property"": ""framed""}']","['{""property"": ""framed""}']",{'property': 'framed'},framed,0.0,0.7777777777777778,1.0,1.0,1.0,{'property': 'framed'},framed,0.0,0.7777777777777778,1.0,1.0,1.0,{'property': 'framed'},framed,0.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778
"In the east the full moon had just risen, and its thin silver surface was flushed with pink until it looked exactly like the setting sun.",the setting sun,sun,set,hot,canceled,"(canceled, canceled, others)","(2, 3, 3)","(5, 5, 4)","(1, 2, 2)",0.6666666666666667,0.3333333333333333,1.0,0.255555556,False,0.0,1.0,"{0: ['sun', 'set'], 1: ['set'], 2: ['set'], 3: ['set'], 4: ['set'], 5: ['set']}",['set'],"['{""property"": ""rising""}']","['{""property"": ""rising""}']","['{""property"": ""rising""}']",{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0,{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0,{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0
"To have a fellow going about the farm as cross with every body as a bear with a sore head, with a temper as sour as verjuice and as sharp as a razor, looking as surly as a butcher's dog, is a great nuisance and yet there may be some good points about the man, so that he may be a man for all that but poor, soft Tommy, as green as grass and as ready to bend as a willow, is nobody's money and every body's scorn.",a butcher's dog,dog,butcher,skilled,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 2, 3)","(1, 4, 3)",0.4444444444444445,0.3333333333333333,0.5555555555555556,1.0,False,0.7777777777777778,0.7777777777777778,"{0: ['dog', 'butcher'], 1: ['dog', 'butcher'], 2: ['dog', 'butcher'], 3: ['dog', 'butcher'], 4: ['dog', 'butcher'], 5: ['dog', 'butcher']}","['dog', 'butcher']","['{""property"": ""butcher""} \n\nReasoning: The property ""butcher"" applies to the component ""butcher"" in the combination ""a butcher\'s dog,"" but it does not apply to the entire combination. A dog can belong to a butcher, but being a ""butcher"" is not a property of the dog itself or the combination as a whole. Therefore, ""butcher"" is a canceled property for this combination.']","['{""property"": ""vegetarian""}']","['{""property"": ""vegetarian""}']",{'property': 'butcher'},butcher,0.0,0.0,1.0,1.0,1.0,{'property': 'vegetarian'},vegetarian,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'vegetarian'},vegetarian,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
"He was a strange object, the wrinkled skin of his face yellow like old ivory, a ragged white beard hanging almost to his waist.","old ivory,",ivory,old,pure,canceled,"(others, canceled, canceled)","(4, 3, 3)","(3, 5, 5)","(2, 2, 2)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.088888889,False,0.1111111111111111,0.7777777777777778,"{0: ['ivory', 'old'], 1: ['ivory', 'old'], 2: ['ivory', 'old'], 3: ['ivory', 'old'], 4: ['ivory', 'old'], 5: ['ivory', 'old']}","['ivory', 'old']","['{""property"": ""new""}']","['{""property"": ""new""}']","['{""property"": ""new""}']",{'property': 'new'},new,0.0,0.0,0.0,0.0,0.0,{'property': 'new'},new,0.0,0.0,0.0,0.0,0.0,{'property': 'new'},new,0.0,0.0,0.0,0.0,0.0
I do like how this dig at nerds implicitly acknowledges that their religions are equally as real as star wars and just hope you wont notice.,star wars,war,star,luminous,canceled,"(canceled, component, canceled)","(3, 3, 1)","(5, 5, 1)","(4, 4, 5)",0.6666666666666667,0.3333333333333333,0.0,0.877777778,False,1.0,1.0,"{0: ['war', 'star'], 1: ['star', 'war'], 2: ['war', 'star'], 3: ['star', 'war'], 4: ['war', 'star'], 5: ['star', 'war']}","['star', 'war']","['{""property"": ""distant""}']","['{""property"": ""distant""} \n\nReasoning: The property ""distant"" applies to the concept of a ""star,"" as stars are typically understood to be far away celestial objects. However, when considering the combination ""star wars,"" which refers to a series of films and stories set in a fictional universe involving space battles and conflicts, the notion of being ""distant"" does not apply to the overall concept. The term ""Star Wars"" encompasses an engaging narrative that is meant to be immersive rather than distant or remote from the audience\'s experience.']","['{""property"": ""natural""} \n\nReasoning:\n- The property ""natural"" applies to the concept of a ""star,"" which is a celestial object formed through natural processes. However, when combined into ""star wars,"" this property no longer applies because ""star wars"" refers to a fictional universe involving battles and conflicts, which are not natural phenomena. Therefore, ""natural"" is a canceled property in the combination ""star wars.""']",{'property': 'distant'},distant,0.7777777777777778,0.3333333333333333,1.0,1.0,0.2222222222222222,{'property': 'distant'},distant,0.7777777777777778,0.3333333333333333,1.0,1.0,0.2222222222222222,{'property': 'natural'},natural,0.0,0.3333333333333333,1.0,1.0,1.0
Almost like shattered glass.,shattered glass,glass,shatter,hard,canceled,"(canceled, component, canceled)","(1, 4, 2)","(4, 5, 5)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"{0: ['glass', 'shatter'], 1: ['shatter', 'glass'], 2: ['glass', 'shatter'], 3: ['shatter', 'glass'], 4: ['glass', 'shatter'], 5: ['shatter', 'glass']}","['shatter', 'glass']","['{""property"": ""intact""}']","['{""property"": ""intact""}']","['{""property"": ""transparent""} \n\nReasoning process:\n1. The combination is ""shattered glass.""\n2. Relevant concepts are [""shatter"", ""glass""].\n3. ""Shatter"" implies that the glass has broken into pieces, which affects its physical properties.\n4. ""Glass"" on its own is typically transparent and solid.\n5. When glass shatters, it breaks into fragments, and while each fragment may still be somewhat transparent, the overall property of transparency is lost due to the scattered nature of the shards.\n6. Therefore, ""transparent"" is a property that applies to ""glass"" individually but not to ""shattered glass"" as a whole.']",{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'transparent'},transparent,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556
"The monsters are kind of like the opposite of moths, most of the cities now have laws in place to make electricity free.",the opposite of moths,opposite,moth,fly,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 5, 4)",0.8888888888888888,0.0,0.0,1.0,True,0.8888888888888888,0.8888888888888888,"{0: ['opposite', 'moth'], 1: ['antonym', 'moth'], 2: ['antonym', 'moth'], 3: ['antonym', 'moth'], 4: ['antonym', 'moth'], 5: ['antonym', 'moth']}","['antonym', 'moth']","['{""property"": ""diurnal""}']","['{""property"": ""day-flying""}']","['{""property"": ""daytime""} \n\nReasoning: The combination ""the opposite of moths"" suggests a concept that is in opposition to the characteristics of moths. Moths are generally nocturnal, meaning they are active at night. The property ""daytime"" applies to the antonym of ""nocturnal,"" which would be ""diurnal"" (active during the day). However, ""daytime"" does not apply to ""moths"" individually, as they are known for being active at night. Therefore, ""daytime"" is a canceled property in this context.']",{'property': 'diurnal'},diurnal,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0,{'property': 'day-flying'},day-flying,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.0,{'property': 'daytime'},daytime,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.0
"The squeak of my match sounded as loud as the scraping of a brake, and I almost fancied I heard it fall when I tossed it onto the grass.",the scraping of a brake,scraping,brake,precise,canceled,"(canceled, component, canceled)","(1, 4, 2)","(2, 2, 2)","(3, 4, 4)",0.6666666666666667,0.1111111111111111,0.3333333333333333,0.9,False,0.7777777777777778,0.7777777777777778,"{0: ['scraping', 'brake'], 1: ['scraping'], 2: [], 3: [], 4: [], 5: []}",[],"['{""property"": ""silent""}']","['{""property"": ""silent""} \n\nReasoning process: The combination ""the scraping of a brake"" involves the concept of sound, specifically an undesirable noise. The property ""silent"" applies to the individual component ""brake,"" as a brake can be silent when not in use or functioning properly. However, once the brake is described as making a scraping sound, it no longer retains the property of being silent. Therefore, ""silent"" is a canceled property for this combination.']","['{""property"": ""silent""}']",{'property': 'silent'},silent,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'silent'},silent,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'silent'},silent,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
