sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_generated_,Meta-Llama-3.1-70B-Instruct_naive_1_generated_,Meta-Llama-3.1-70B-Instruct_naive_2_generated_,Meta-Llama-3.1-70B-Instruct_naive_0_generated,Meta-Llama-3.1-70B-Instruct_naive_0_combination,Meta-Llama-3.1-70B-Instruct_naive_0_modifier,Meta-Llama-3.1-70B-Instruct_naive_0_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_0_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_0_emergence,Meta-Llama-3.1-70B-Instruct_naive_1_generated,Meta-Llama-3.1-70B-Instruct_naive_1_combination,Meta-Llama-3.1-70B-Instruct_naive_1_modifier,Meta-Llama-3.1-70B-Instruct_naive_1_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_1_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_1_emergence,Meta-Llama-3.1-70B-Instruct_naive_2_generated,Meta-Llama-3.1-70B-Instruct_naive_2_combination,Meta-Llama-3.1-70B-Instruct_naive_2_modifier,Meta-Llama-3.1-70B-Instruct_naive_2_combination_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_modifier_relevance,Meta-Llama-3.1-70B-Instruct_naive_2_indiv_max,Meta-Llama-3.1-70B-Instruct_naive_2_emergence
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""last-minute return"", ""modifier"": ""last-minute""}']","['{""combination"": ""last-minute return"", ""modifier"": ""last-minute""}']","['{""combination"": ""last-minute return"", ""modifier"": ""last-minute""}']","{'combination': 'last-minute return', 'modifier': 'last-minute'}",last-minute return,last,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444445,"{'combination': 'last-minute return', 'modifier': 'last-minute'}",last-minute return,last,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445,"{'combination': 'last-minute return', 'modifier': 'last-minute'}",last-minute return,last,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""gentle slap"", ""modifier"": ""gentle""}']","['{""combination"": ""gentle slap"", ""modifier"": ""gentle""}']","['{""combination"": ""gentle slap"", ""modifier"": ""gentle""}']","{'combination': 'gentle slap', 'modifier': 'gentle'}",gentle slap,gentle,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'gentle slap', 'modifier': 'gentle'}",gentle slap,gentle,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'gentle slap', 'modifier': 'gentle'}",gentle slap,gentle,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""domestic bird in the wild"", ""modifier"": ""domestic""}']","['{""combination"": ""albino bird"", ""modifier"": ""albino""}']","['{""combination"": ""domesticated bird"", ""modifier"": ""domesticated""}']","{'combination': 'domestic bird in the wild', 'modifier': 'domestic'}",domestic bird in the wild,domestic,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444445,"{'combination': 'albino bird', 'modifier': 'albino'}",albino bird,albino,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'domesticated bird', 'modifier': 'domesticated'}",domesticated bird,domesticate,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""rotten herring"", ""modifier"": ""rotten""}']","['{""combination"": ""pickled herring"", ""modifier"": ""pickled""}']","['{""combination"": ""pickled herring"", ""modifier"": ""pickled""}']","{'combination': 'rotten herring', 'modifier': 'rotten'}",rotten herring,rotten,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'pickled herring', 'modifier': 'pickled'}",pickled herring,pickle,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'pickled herring', 'modifier': 'pickled'}",pickled herring,pickle,1.0,0.0,0.3333333333333333,0.6666666666666667
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""reckless driver"", ""modifier"": ""reckless""}']","['{""combination"": ""drunk driver"", ""modifier"": ""drunk""}']","['{""combination"": ""drunk driver"", ""modifier"": ""drunk""}']","{'combination': 'reckless driver', 'modifier': 'reckless'}",reckless driver,reckless,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'drunk driver', 'modifier': 'drunk'}",drunk driver,drunk,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'drunk driver', 'modifier': 'drunk'}",drunk driver,drunk,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""fictional planet"", ""modifier"": ""fictional""}']","['{""combination"": ""mythical planet"", ""modifier"": ""mythical""}']","['{""combination"": ""imaginary planet"", ""modifier"": ""imaginary""}']","{'combination': 'fictional planet', 'modifier': 'fictional'}",fictional planet,fictional,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'mythical planet', 'modifier': 'mythical'}",mythical planet,mythical,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'imaginary planet', 'modifier': 'imaginary'}",imaginary planet,imaginary,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
This is as subtle as a brick to the head is nonviolent.,a brick to the head,brick,head,forceful,emergent,"(emergent, component, emergent)","(5, 5, 4)","(4, 4, 1)","(2, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.22222222222222227,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.22222222222222227,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.22222222222222227
Joe and Elon walked deeper into the ship to find that all the doors slid open like supermarket doors as they approached.,supermarket doors,door,supermarket,automatic,emergent,"(component, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(2, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""electronic door"", ""modifier"": ""electronic""}']","['{""combination"": ""electric door"", ""modifier"": ""electric""}']","['{""combination"": ""electric door"", ""modifier"": ""electric""}']","{'combination': 'electronic door', 'modifier': 'electronic'}",electronic door,electronic,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'electric door', 'modifier': 'electric'}",electric door,electric,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'electric door', 'modifier': 'electric'}",electric door,electric,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"It's almost like polite smiles rather than, you know, real, robust, coming from your innersoul kind of a smile.",polite smiles,smile,polite,superficial,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""polite smile"", ""modifier"": ""polite""}']","['{""combination"": ""polite smile"", ""modifier"": ""polite""}']","['{""combination"": ""polite smile"", ""modifier"": ""polite""}']","{'combination': 'polite smile', 'modifier': 'polite'}",polite smile,polite,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'polite smile', 'modifier': 'polite'}",polite smile,polite,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'polite smile', 'modifier': 'polite'}",polite smile,polite,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""bee in a jar"", ""modifier"": ""in a jar""}']","['{""combination"": ""bee in a jar"", ""modifier"": ""in a jar""}']","['{""combination"": ""bee in a jar"", ""modifier"": ""in a jar""}']","{'combination': 'bee in a jar', 'modifier': 'in a jar'}",bee in a jar,jar,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'bee in a jar', 'modifier': 'in a jar'}",bee in a jar,jar,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'bee in a jar', 'modifier': 'in a jar'}",bee in a jar,jar,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,underprivileged,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""homeless child"", ""modifier"": ""homeless""}']","['{""combination"": ""homeless child"", ""modifier"": ""homeless""}']","['{""combination"": ""orphaned child"", ""modifier"": ""orphaned""}']","{'combination': 'homeless child', 'modifier': 'homeless'}",homeless child,homeless,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'homeless child', 'modifier': 'homeless'}",homeless child,homeless,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'orphaned child', 'modifier': 'orphaned'}",orphaned child,orphan,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116
"james ' voice was as soft as the rustling of the leaves , and when i looked at him , i could see goose bumps standing out on his tanned legs .",the rustling of the leaves,rustling,leave,calm,emergent,"(emergent, emergent, emergent)","(3, 3, 3)","(2, 2, 1)","(1, 2, 2)",0.4444444444444445,0.5555555555555556,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""gentle rustling"", ""modifier"": ""gentle""}']","['{""combination"": ""soothing rustling"", ""modifier"": ""soothing""}']","['{""combination"": ""gentle rustling"", ""modifier"": ""gentle""}']","{'combination': 'gentle rustling', 'modifier': 'gentle'}",gentle rustling,gentle,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'soothing rustling', 'modifier': 'soothing'}",soothing rustling,soothe,0.7777777777777778,1.0,1.0,0.0,"{'combination': 'gentle rustling', 'modifier': 'gentle'}",gentle rustling,gentle,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""broken clock"", ""modifier"": ""broken""}']","['{""combination"": ""broken clock"", ""modifier"": ""broken""}']","['{""combination"": ""broken clock"", ""modifier"": ""broken""}']","{'combination': 'broken clock', 'modifier': 'broken'}",broken clock,break,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'broken clock', 'modifier': 'broken'}",broken clock,break,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'broken clock', 'modifier': 'broken'}",broken clock,break,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"My body was as tense as a wound up spring, and when one of the waiters reached for a gun it seemed like time slowed down.",a wound up spring,wound,spring,tense,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(3, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""fresh wound"", ""modifier"": ""fresh""}']","['{""combination"": ""fresh wound"", ""modifier"": ""fresh""}']","['{""combination"": ""fresh wound"", ""modifier"": ""fresh""}']","{'combination': 'fresh wound', 'modifier': 'fresh'}",fresh wound,fresh,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445,"{'combination': 'fresh wound', 'modifier': 'fresh'}",fresh wound,fresh,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445,"{'combination': 'fresh wound', 'modifier': 'fresh'}",fresh wound,fresh,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445
More like things before the marathon.,things before the marathon,thing,marathon,preparatory,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""warm-up thing"", ""modifier"": ""warm-up""}']","['{""combination"": ""initial thing"", ""modifier"": ""initial""}']","['{""combination"": ""introductory thing"", ""modifier"": ""introductory""}']","{'combination': 'warm-up thing', 'modifier': 'warm-up'}",warm-up thing,warm,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'initial thing', 'modifier': 'initial'}",initial thing,initial,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'introductory thing', 'modifier': 'introductory'}",introductory thing,introductory,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""dead insect"", ""modifier"": ""dead""}']","['{""combination"": ""dead insect"", ""modifier"": ""dead""}']","['{""combination"": ""stepped on insect"", ""modifier"": ""stepped on""}']","{'combination': 'dead insect', 'modifier': 'dead'}",dead insect,dead,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'dead insect', 'modifier': 'dead'}",dead insect,dead,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'stepped on insect', 'modifier': 'stepped on'}",stepped on insect,step,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666667
"The boy had hardly caught a glimpse of it before it vanished, gliding swiftly like an animal into the brush.",an animal into the brush,animal,brush,stealthy,emergent,"(emergent, emergent, component)","(5, 4, 5)","(4, 4, 4)","(3, 5, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""night animal"", ""modifier"": ""night""}']","['{""combination"": ""nocturnal animal"", ""modifier"": ""nocturnal""}']","['{""combination"": ""trained animal"", ""modifier"": ""trained""}']","{'combination': 'night animal', 'modifier': 'night'}",night animal,night,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'nocturnal animal', 'modifier': 'nocturnal'}",nocturnal animal,nocturnal,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'trained animal', 'modifier': 'trained'}",trained animal,train,0.3333333333333333,0.0,0.3333333333333333,0.0
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""new blackboard"", ""modifier"": ""new""}']","['{""combination"": ""clean blackboard"", ""modifier"": ""clean""}']","['{""combination"": ""clean blackboard"", ""modifier"": ""clean""}']","{'combination': 'new blackboard', 'modifier': 'new'}",new blackboard,new,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'clean blackboard', 'modifier': 'clean'}",clean blackboard,clean,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'clean blackboard', 'modifier': 'clean'}",clean blackboard,clean,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}']","['{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}']","['{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}']","{'combination': 'stuffed dogfish', 'modifier': 'stuffed'}",stuffed dogfish,stuff,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'stuffed dogfish', 'modifier': 'stuffed'}",stuffed dogfish,stuff,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'stuffed dogfish', 'modifier': 'stuffed'}",stuffed dogfish,stuff,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
the memory was as unexpected as a snowstorm in july .,a snowstorm in july,snowstorm,july,surprising,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}']","['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}']","['{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}']","{'combination': 'sudden snowstorm', 'modifier': 'sudden'}",sudden snowstorm,sudden,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'summer snowstorm', 'modifier': 'summer'}",summer snowstorm,summer,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'sudden snowstorm', 'modifier': 'sudden'}",sudden snowstorm,sudden,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}']","['{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}']","['{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}']","{'combination': 'abandoned orchard', 'modifier': 'abandoned'}",abandoned orchard,abandon,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'abandoned orchard', 'modifier': 'abandoned'}",abandoned orchard,abandon,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'abandoned orchard', 'modifier': 'abandoned'}",abandoned orchard,abandon,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""fictional people"", ""modifier"": ""fictional""}']","['{""combination"": ""fictional people"", ""modifier"": ""fictional""}']","['{""combination"": ""imaginary people"", ""modifier"": ""imaginary""}']","{'combination': 'fictional people', 'modifier': 'fictional'}",fictional people,fictional,1.0,1.0,1.0,0.0,"{'combination': 'fictional people', 'modifier': 'fictional'}",fictional people,fictional,1.0,1.0,1.0,0.0,"{'combination': 'imaginary people', 'modifier': 'imaginary'}",imaginary people,imaginary,1.0,1.0,1.0,0.0
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","['{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","['{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","{'combination': 'old lightbulb', 'modifier': 'old'}",old lightbulb,old,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'old lightbulb', 'modifier': 'old'}",old lightbulb,old,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'old lightbulb', 'modifier': 'old'}",old lightbulb,old,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"rage shot through me , but it was as explosive as a wet fuse .",a wet fuse,fuse,wet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""blown fuse"", ""modifier"": ""blown""}']","['{""combination"": ""blown fuse"", ""modifier"": ""blown""}']","['{""combination"": ""blown fuse"", ""modifier"": ""blown""}']","{'combination': 'blown fuse', 'modifier': 'blown'}",blown fuse,blow,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'blown fuse', 'modifier': 'blown'}",blown fuse,blow,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'blown fuse', 'modifier': 'blown'}",blown fuse,blow,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""country egg"", ""modifier"": ""country""}']","['{""combination"": ""free-range egg"", ""modifier"": ""free-range""}']","['{""combination"": ""rural egg"", ""modifier"": ""rural""}']","{'combination': 'country egg', 'modifier': 'country'}",country egg,country,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.33333333333333326,"{'combination': 'free-range egg', 'modifier': 'free-range'}",free-range egg,free,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.33333333333333326,"{'combination': 'rural egg', 'modifier': 'rural'}",rural egg,rural,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""wet glove"", ""modifier"": ""wet""}']","['{""combination"": ""worn-out glove"", ""modifier"": ""worn-out""}']","['{""combination"": ""wet glove"", ""modifier"": ""wet""}']","{'combination': 'wet glove', 'modifier': 'wet'}",wet glove,wet,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'worn-out glove', 'modifier': 'worn-out'}",worn-out glove,wear,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'wet glove', 'modifier': 'wet'}",wet glove,wet,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""broken dam"", ""modifier"": ""broken""}']","['{""combination"": ""burst dam"", ""modifier"": ""burst""}']","['{""combination"": ""burst dam"", ""modifier"": ""burst""}']","{'combination': 'broken dam', 'modifier': 'broken'}",broken dam,break,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'burst dam', 'modifier': 'burst'}",burst dam,burst,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'burst dam', 'modifier': 'burst'}",burst dam,burst,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"So many are lazy and as useful as soggy hammers, rainbows for the blind, football bats, Nick Cannons acting career, hearing protection for the deaf, swim cleats, skates for paraplegics, wet paper bags, sealion farts, balls on dildos, Nick Cannons rapping career, cinder block pillows, water knives, spicy tampons, triangular wheels, Nick Cannon as AGT host, reflectionless mirrors, spikes on steering wheels, Nick Cannons Drumline, porous condoms, or Macaulay Culkin after Home Alone.",soggy hammers,hammer,soggy,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""broken hammer"", ""modifier"": ""broken""}']","['{""combination"": ""broken hammer"", ""modifier"": ""broken""}']","['{""combination"": ""broken hammer"", ""modifier"": ""broken""}']","{'combination': 'broken hammer', 'modifier': 'broken'}",broken hammer,break,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'broken hammer', 'modifier': 'broken'}",broken hammer,break,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'broken hammer', 'modifier': 'broken'}",broken hammer,break,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
