sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-2024-12-17_naive_0_generated_,o1-2024-12-17_naive_1_generated_,o1-2024-12-17_naive_2_generated_,o1-2024-12-17_naive_0_generated,o1-2024-12-17_naive_0_combination,o1-2024-12-17_naive_0_modifier,o1-2024-12-17_naive_0_combination_relevance,o1-2024-12-17_naive_0_modifier_relevance,o1-2024-12-17_naive_0_indiv_max,o1-2024-12-17_naive_0_emergence,o1-2024-12-17_naive_1_generated,o1-2024-12-17_naive_1_combination,o1-2024-12-17_naive_1_modifier,o1-2024-12-17_naive_1_combination_relevance,o1-2024-12-17_naive_1_modifier_relevance,o1-2024-12-17_naive_1_indiv_max,o1-2024-12-17_naive_1_emergence,o1-2024-12-17_naive_2_generated,o1-2024-12-17_naive_2_combination,o1-2024-12-17_naive_2_modifier,o1-2024-12-17_naive_2_combination_relevance,o1-2024-12-17_naive_2_modifier_relevance,o1-2024-12-17_naive_2_indiv_max,o1-2024-12-17_naive_2_emergence
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""tiny anchor"", ""modifier"": ""tiny""}']","['{""combination"": ""paper anchor"", ""modifier"": ""paper""}']","['{""combination"": ""paper anchor"", ""modifier"": ""paper""}']","{'combination': 'tiny anchor', 'modifier': 'tiny'}",tiny anchor,tiny,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.33333333333333337,"{'combination': 'paper anchor', 'modifier': 'paper'}",paper anchor,paper,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'paper anchor', 'modifier': 'paper'}",paper anchor,paper,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
"She was listless, as directionless as a ship without a rudder. ",a ship without a rudder,ship,rudder,lack of control,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 5, 2)","(5, 5, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""ghost ship"", ""modifier"": ""ghost""}']","['{""combination"": ""abandoned ship"", ""modifier"": ""abandoned""}']","['{""combination"": ""overloaded ship"", ""modifier"": ""overloaded""}']","{'combination': 'ghost ship', 'modifier': 'ghost'}",ghost ship,ghost,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'abandoned ship', 'modifier': 'abandoned'}",abandoned ship,abandon,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'overloaded ship', 'modifier': 'overloaded'}",overloaded ship,overload,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0
Contorting and perverting a mind to pair it with another crashed the two together like a boat on the rocks.,a boat on the rocks,boat,rock,stranded,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""broken boat"", ""modifier"": ""broken""}']","['{""combination"": ""desert boat"", ""modifier"": ""desert""}']","['{""combination"": ""desert boat"", ""modifier"": ""desert""}']","{'combination': 'broken boat', 'modifier': 'broken'}",broken boat,break,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.5555555555555556,"{'combination': 'desert boat', 'modifier': 'desert'}",desert boat,desert,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'desert boat', 'modifier': 'desert'}",desert boat,desert,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""cold breath"", ""modifier"": ""cold""}']","['{""combination"": ""cold breath"", ""modifier"": ""cold""}']","['{""combination"": ""cold breath"", ""modifier"": ""cold""}']","{'combination': 'cold breath', 'modifier': 'cold'}",cold breath,cold,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'cold breath', 'modifier': 'cold'}",cold breath,cold,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'cold breath', 'modifier': 'cold'}",cold breath,cold,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
Also paranoid people like me will think What if its just frosted on my side and they can look right in like a oneway mirror?!?!?,a oneway mirror,mirror,oneway,deceptive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""one-way mirror"", ""modifier"": ""one-way""}']","['{""combination"": ""foggy mirror"", ""modifier"": ""foggy""}']","['{""combination"": ""distorted mirror"", ""modifier"": ""distorted""}']","{'combination': 'one-way mirror', 'modifier': 'one-way'}",one-way mirror,way,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'foggy mirror', 'modifier': 'foggy'}",foggy mirror,foggy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'distorted mirror', 'modifier': 'distorted'}",distorted mirror,distort,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
"I slunk ashore like a beaten dog, not caring what became of me, and, returning to my old lodgings at the shoemaker's, set about spending my little stock of cash in reckless fashion.","a beaten dog,",dog,beat,submissive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 2, 3)","(5, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""leashed dog"", ""modifier"": ""leashed""}']","['{""combination"": ""leashed dog"", ""modifier"": ""leashed""}']","['{""combination"": ""trained dog"", ""modifier"": ""trained""}']","{'combination': 'leashed dog', 'modifier': 'leashed'}",leashed dog,leash,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'leashed dog', 'modifier': 'leashed'}",leashed dog,leash,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'trained dog', 'modifier': 'trained'}",trained dog,train,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
After they had gone a short distance away from the town the country seemed as lonely as the wildest prairie.,the wildest prairie,prairie,wild,lonely,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 3, 3)","(2, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""vast prairie"", ""modifier"": ""vast""}']","['{""combination"": ""vast prairie"", ""modifier"": ""vast""}']","['{""combination"": ""vast prairie"", ""modifier"": ""vast""}']","{'combination': 'vast prairie', 'modifier': 'vast'}",vast prairie,vast,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'vast prairie', 'modifier': 'vast'}",vast prairie,vast,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105,"{'combination': 'vast prairie', 'modifier': 'vast'}",vast prairie,vast,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"my job was to stand strong for my house and my master , not give myself away like a wilting violet because i was afraid i 'd ruin him .",a wilting violet,violet,wilt,timid,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(1, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""pale violet"", ""modifier"": ""pale""}']","['{""combination"": ""pale violet"", ""modifier"": ""pale""}']","['{""combination"": ""pale violet"", ""modifier"": ""pale""}']","{'combination': 'pale violet', 'modifier': 'pale'}",pale violet,pale,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,"{'combination': 'pale violet', 'modifier': 'pale'}",pale violet,pale,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'pale violet', 'modifier': 'pale'}",pale violet,pale,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"In a study, some of the infected juveniles were only half as heavy as controls with no worms.",controls with no worms,control,worm,uninfected,emergent,"(emergent, emergent, component)","(5, 4, 4)","(2, 1, 2)","(3, 1, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""sealed control"", ""modifier"": ""sealed""}']","['{""combination"": ""clean control"", ""modifier"": ""clean""}']","['{""combination"": ""unused control"", ""modifier"": ""unused""}']","{'combination': 'sealed control', 'modifier': 'sealed'}",sealed control,seal,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'clean control', 'modifier': 'clean'}",clean control,clean,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'unused control', 'modifier': 'unused'}",unused control,unused,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""singing elevator"", ""modifier"": ""singing""}']","['{""combination"": ""sideways elevator"", ""modifier"": ""sideways""}']","['{""combination"": ""laughing elevator"", ""modifier"": ""laughing""}']","{'combination': 'singing elevator', 'modifier': 'singing'}",singing elevator,singe,0.7777777777777778,0.0,0.0,0.7777777777777778,"{'combination': 'sideways elevator', 'modifier': 'sideways'}",sideways elevator,sideways,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'laughing elevator', 'modifier': 'laughing'}",laughing elevator,laugh,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Yes but with something a little more political it's important to know its fake, more so when it's not blatantly obvious like a talking dog.",a talking dog,dog,talk,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 1)","(4, 1, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""winged dog"", ""modifier"": ""winged""}']","['{""combination"": ""flying dog"", ""modifier"": ""flying""}']","['{""combination"": ""talking dog"", ""modifier"": ""talking""}']","{'combination': 'winged dog', 'modifier': 'winged'}",winged dog,wing,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.5555555555555556,"{'combination': 'flying dog', 'modifier': 'flying'}",flying dog,fly,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'talking dog', 'modifier': 'talking'}",talking dog,talk,1.0,0.0,0.0,1.0
,a battery farm,farm,battery,inhumane,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""factory farm"", ""modifier"": ""factory""}']","['{""combination"": ""factory farm"", ""modifier"": ""factory""}']","['{""combination"": ""factory farm"", ""modifier"": ""factory""}']","{'combination': 'factory farm', 'modifier': 'factory'}",factory farm,factory,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'factory farm', 'modifier': 'factory'}",factory farm,factory,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'factory farm', 'modifier': 'factory'}",factory farm,factory,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111,"['{""combination"": ""sleeping breast"", ""modifier"": ""sleeping""}']","['{""combination"": ""sleeping breast"", ""modifier"": ""sleeping""}']","['{""combination"": ""heaving breast"", ""modifier"": ""heaving""}']","{'combination': 'sleeping breast', 'modifier': 'sleeping'}",sleeping breast,sleep,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'sleeping breast', 'modifier': 'sleeping'}",sleeping breast,sleep,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'heaving breast', 'modifier': 'heaving'}",heaving breast,heaving,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""unarmed gunner"", ""modifier"": ""unarmed""}']","['{""combination"": ""blind gunner"", ""modifier"": ""blind""}']","['{""combination"": ""pacifist gunner"", ""modifier"": ""pacifist""}']","{'combination': 'unarmed gunner', 'modifier': 'unarmed'}",unarmed gunner,unarmed,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'blind gunner', 'modifier': 'blind'}",blind gunner,blind,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'pacifist gunner', 'modifier': 'pacifist'}",pacifist gunner,pacifist,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""infinite baby"", ""modifier"": ""infinite""}']","['{""combination"": ""cloned baby"", ""modifier"": ""cloned""}']","['{""combination"": ""ancient baby"", ""modifier"": ""ancient""}']","{'combination': 'infinite baby', 'modifier': 'infinite'}",infinite baby,infinite,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'cloned baby', 'modifier': 'cloned'}",cloned baby,clone,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,"{'combination': 'ancient baby', 'modifier': 'ancient'}",ancient baby,ancient,1.0,0.2222222222222222,0.3333333333333333,0.6666666666666667
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""narrow-margined book"", ""modifier"": ""narrow-margined""}']","['{""combination"": ""thick book"", ""modifier"": ""thick""}']","['{""combination"": ""tiny book"", ""modifier"": ""tiny""}']","{'combination': 'narrow-margined book', 'modifier': 'narrow-margined'}",narrow-margined book,narrow,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'thick book', 'modifier': 'thick'}",thick book,thick,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'tiny book', 'modifier': 'tiny'}",tiny book,tiny,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""loose condom"", ""modifier"": ""loose""}']","['{""combination"": ""cheap condom"", ""modifier"": ""cheap""}']","['{""combination"": ""oversized condom"", ""modifier"": ""oversized""}']","{'combination': 'loose condom', 'modifier': 'loose'}",loose condom,loose,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'cheap condom', 'modifier': 'cheap'}",cheap condom,cheap,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'oversized condom', 'modifier': 'oversized'}",oversized condom,oversize,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""staged photo"", ""modifier"": ""staged""}']","['{""combination"": ""AI-generated photo"", ""modifier"": ""AI-generated""}']","['{""combination"": ""retouched photo"", ""modifier"": ""retouched""}']","{'combination': 'staged photo', 'modifier': 'staged'}",staged photo,stage,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'ai-generated photo', 'modifier': 'ai-generated'}",ai-generated photo,generate,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'retouched photo', 'modifier': 'retouched'}",retouched photo,retouch,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""paper pan"", ""modifier"": ""paper""}']","['{""combination"": ""paper pan"", ""modifier"": ""paper""}']","['{""combination"": ""paper pan"", ""modifier"": ""paper""}']","{'combination': 'paper pan', 'modifier': 'paper'}",paper pan,paper,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,"{'combination': 'paper pan', 'modifier': 'paper'}",paper pan,paper,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'paper pan', 'modifier': 'paper'}",paper pan,paper,1.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,attached,emergent,"(emergent, emergent, component)","(5, 4, 5)","(3, 1, 4)","(5, 1, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""ring key"", ""modifier"": ""ring""}']","['{""combination"": ""keyboard key"", ""modifier"": ""keyboard""}']","['{""combination"": ""magnetic key"", ""modifier"": ""magnetic""}']","{'combination': 'ring key', 'modifier': 'ring'}",ring key,ring,1.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,"{'combination': 'keyboard key', 'modifier': 'keyboard'}",keyboard key,keyboard,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'magnetic key', 'modifier': 'magnetic'}",magnetic key,magnetic,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
Now these conclusions struck me abrupt like a bat in the eye when I sat down to rest in camp at Echo Spring.,a bat in the eye,bat,eye,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""hidden bat"", ""modifier"": ""hidden""}']","['{""combination"": ""hidden bat"", ""modifier"": ""hidden""}']","['{""combination"": ""hidden bat"", ""modifier"": ""hidden""}']","{'combination': 'hidden bat', 'modifier': 'hidden'}",hidden bat,hide,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'hidden bat', 'modifier': 'hidden'}",hidden bat,hide,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'hidden bat', 'modifier': 'hidden'}",hidden bat,hide,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
The journey was successfully made and the coming of Boone was to his wife almost like the return of one from the dead.,the return of one from the dead,return,dead,miraculous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""unexpected return"", ""modifier"": ""unexpected""}']","['{""combination"": ""unexpected return"", ""modifier"": ""unexpected""}']","['{""combination"": ""improbable return"", ""modifier"": ""improbable""}']","{'combination': 'unexpected return', 'modifier': 'unexpected'}",unexpected return,unexpected,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'unexpected return', 'modifier': 'unexpected'}",unexpected return,unexpected,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'improbable return', 'modifier': 'improbable'}",improbable return,improbable,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.4444444444444445
"In effect, the reason I came out is it was like kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 1, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""light slap"", ""modifier"": ""light""}']","['{""combination"": ""soft slap"", ""modifier"": ""soft""}']","['{""combination"": ""wrist slap"", ""modifier"": ""wrist""}']","{'combination': 'light slap', 'modifier': 'light'}",light slap,light,0.7777777777777778,0.0,0.1111111111111111,0.6666666666666667,"{'combination': 'soft slap', 'modifier': 'soft'}",soft slap,soft,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'wrist slap', 'modifier': 'wrist'}",wrist slap,wrist,0.8888888888888888,0.0,0.1111111111111111,0.7777777777777777
Babies with teeth are almost as scary as birds with arms...,birds with arms,bird,arm,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(1, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""rubber bird"", ""modifier"": ""rubber""}']","['{""combination"": ""square bird"", ""modifier"": ""square""}']","['{""combination"": ""square bird"", ""modifier"": ""square""}']","{'combination': 'rubber bird', 'modifier': 'rubber'}",rubber bird,rubber,0.3333333333333333,0.0,0.3333333333333333,0.0,"{'combination': 'square bird', 'modifier': 'square'}",square bird,square,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445,"{'combination': 'square bird', 'modifier': 'square'}",square bird,square,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445
"Now, I'm not saying that Manard wasn't as dead as a dried herring.",a dried herring,herring,dry,dead,emergent,"(emergent, emergent, component)","(4, 4, 5)","(1, 3, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""pickled herring"", ""modifier"": ""pickled""}']","['{""combination"": ""canned herring"", ""modifier"": ""canned""}']","['{""combination"": ""smoked herring"", ""modifier"": ""smoked""}']","{'combination': 'pickled herring', 'modifier': 'pickled'}",pickled herring,pickle,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'canned herring', 'modifier': 'canned'}",canned herring,can,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666667,"{'combination': 'smoked herring', 'modifier': 'smoked'}",smoked herring,smoke,1.0,0.0,0.3333333333333333,0.6666666666666667
"The elderly are as oblivious as distracted drivers, but will be given favorable treatment getting warning instead of ticket by cops because they've paid their dues to society",distracted drivers,driver,distract,unsafe,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 5)","(5, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""texting driver"", ""modifier"": ""texting""}']","['{""combination"": ""sleepy driver"", ""modifier"": ""sleepy""}']","['{""combination"": ""tired driver"", ""modifier"": ""tired""}']","{'combination': 'texting driver', 'modifier': 'texting'}",texting driver,texting,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'sleepy driver', 'modifier': 'sleepy'}",sleepy driver,sleepy,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'tired driver', 'modifier': 'tired'}",tired driver,tired,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Now considering Earth exists I doubt life is as unlikely as a cube planet, but you get my point. ",a cube planet,planet,cube,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""chocolate planet"", ""modifier"": ""chocolate""}']","['{""combination"": ""hollow planet"", ""modifier"": ""hollow""}']","['{""combination"": ""flat planet"", ""modifier"": ""flat""}']","{'combination': 'chocolate planet', 'modifier': 'chocolate'}",chocolate planet,chocolate,1.0,0.0,0.0,1.0,"{'combination': 'hollow planet', 'modifier': 'hollow'}",hollow planet,hollow,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'flat planet', 'modifier': 'flat'}",flat planet,flat,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
This is as subtle as a brick to the head is nonviolent.,a brick to the head,brick,head,forceful,emergent,"(emergent, component, emergent)","(5, 5, 4)","(4, 4, 1)","(2, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""falling brick"", ""modifier"": ""falling""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","['{""combination"": ""heavy brick"", ""modifier"": ""heavy""}']","{'combination': 'falling brick', 'modifier': 'falling'}",falling brick,fall,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,"{'combination': 'heavy brick', 'modifier': 'heavy'}",heavy brick,heavy,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.0
Joe and Elon walked deeper into the ship to find that all the doors slid open like supermarket doors as they approached.,supermarket doors,door,supermarket,automatic,emergent,"(component, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(2, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""sensor door"", ""modifier"": ""sensor""}']","['{""combination"": ""sensor door"", ""modifier"": ""sensor""}']","['{""combination"": ""sensor door"", ""modifier"": ""sensor""}']","{'combination': 'sensor door', 'modifier': 'sensor'}",sensor door,sensor,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,"{'combination': 'sensor door', 'modifier': 'sensor'}",sensor door,sensor,1.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,"{'combination': 'sensor door', 'modifier': 'sensor'}",sensor door,sensor,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222
"It's almost like polite smiles rather than, you know, real, robust, coming from your innersoul kind of a smile.",polite smiles,smile,polite,superficial,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""forced smile"", ""modifier"": ""forced""}']","['{""combination"": ""forced smile"", ""modifier"": ""forced""}']","['{""combination"": ""polite smile"", ""modifier"": ""polite""}']","{'combination': 'forced smile', 'modifier': 'forced'}",forced smile,force,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'forced smile', 'modifier': 'forced'}",forced smile,force,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'polite smile', 'modifier': 'polite'}",polite smile,polite,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.33333333333333337
