sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,Qwen2.5-72B-Instruct_cot_0_generated_,Qwen2.5-72B-Instruct_cot_1_generated_,Qwen2.5-72B-Instruct_cot_2_generated_,Qwen2.5-72B-Instruct_cot_0_generated,Qwen2.5-72B-Instruct_cot_0_property,Qwen2.5-72B-Instruct_cot_0_combination_relevance,Qwen2.5-72B-Instruct_cot_0_root_relevance,Qwen2.5-72B-Instruct_cot_0_modifier_relevance,Qwen2.5-72B-Instruct_cot_0_indiv_max,Qwen2.5-72B-Instruct_cot_0_cancellation,Qwen2.5-72B-Instruct_cot_1_generated,Qwen2.5-72B-Instruct_cot_1_property,Qwen2.5-72B-Instruct_cot_1_combination_relevance,Qwen2.5-72B-Instruct_cot_1_root_relevance,Qwen2.5-72B-Instruct_cot_1_modifier_relevance,Qwen2.5-72B-Instruct_cot_1_indiv_max,Qwen2.5-72B-Instruct_cot_1_cancellation,Qwen2.5-72B-Instruct_cot_2_generated,Qwen2.5-72B-Instruct_cot_2_property,Qwen2.5-72B-Instruct_cot_2_combination_relevance,Qwen2.5-72B-Instruct_cot_2_root_relevance,Qwen2.5-72B-Instruct_cot_2_modifier_relevance,Qwen2.5-72B-Instruct_cot_2_indiv_max,Qwen2.5-72B-Instruct_cot_2_cancellation
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,hollow,canceled,"(component, canceled, canceled)","(3, 1, 3)","(2, 1, 1)","(4, 5, 3)",0.6666666666666667,0.3333333333333333,0.0,1.0,False,1.0,1.0,"['{""property"": ""privileged""}']","['{""property"": ""privileged""}']","['{""property"": ""privileged""}']",{'property': 'privileged'},privileged,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'privileged'},privileged,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'privileged'},privileged,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"cried Roger, he creeps away like a beaten hound, and Virginia saw the bowlderlike shadow rolling off toward the palisade.",a beaten hound,hound,beat,quick,canceled,"(canceled, canceled, others)","(1, 1, 2)","(4, 4, 4)","(2, 2, 1)",0.6666666666666667,0.1111111111111111,0.7777777777777778,0.555555556,False,0.5555555555555556,0.7777777777777778,"['{""property"": ""proud""}']","['{""property"": ""aggressive""}']","['{""property"": ""aggressive""}']",{'property': 'proud'},proud,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'aggressive'},aggressive,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,{'property': 'aggressive'},aggressive,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0
"This letter was taken up the next morning to Belforest by Colonel Brownlow, and the two eldest delinquents, one, curious, amused, and with only compunction enough to flavour an apology, the other cross, dogged, and sheepish, dragged along like a cur in a sling, just as though he were going to be hanged, said Janet.",a cur in a sling,cur,sling,springy,canceled,"(others, canceled, canceled)","(1, 5, 2)","(2, 3, 1)","(1, 4, 3)",0.7777777777777778,0.0,0.0,0.8,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""aggressive""}']","['{""property"": ""aggressive""}']","['{""property"": ""aggressive""}']",{'property': 'aggressive'},aggressive,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,{'property': 'aggressive'},aggressive,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,{'property': 'aggressive'},aggressive,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
Next thing you know the pentagon will start treating their ground pounders grunts too like non expendables and then what kind of chaos will that bring?,non expendables,expendable,non,disposable,canceled,"(canceled, canceled, others)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.011111111,True,0.0,1.0,"['{""property"": ""disposable""}']","['{""property"": ""disposable""}']","['{""property"": ""disposable""}']",{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0,{'property': 'disposable'},disposable,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'disposable'},disposable,0.0,1.0,0.0,1.0,1.0
"her face was a rigor of alarm , her eyes wide like the hands of the dead . ",the hands of the dead,hands,dead,dexterous,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""living""}']","['{""property"": ""warm""}']","['{""property"": ""living""}']",{'property': 'living'},living,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'warm'},warm,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'living'},living,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"Those bags are as loud as a tree falling, man.",a tree falling,tree,falling,rooted,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 2)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""standing""}']","['{""property"": ""standing""}']","['{""property"": ""standing""}']",{'property': 'standing'},standing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'standing'},standing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'standing'},standing,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"This detracts a little from the piece to my mind as it feels at best like a missed opportunity, or otherwise a failed use misuse of the supposing of structure.",a missed opportunity,opportunity,miss,promise,canceled,"(others, canceled, canceled)","(1, 1, 2)","(1, 5, 5)","(1, 1, 3)",0.7777777777777778,0.0,0.7777777777777778,0.044444444,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""achievable""}']","['{""property"": ""timely""}']","['{""property"": ""immediate""}']",{'property': 'achievable'},achievable,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'timely'},timely,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'immediate'},immediate,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
,shifting blame,blame,shift,accountability,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 4)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,,False,0.3333333333333333,0.5555555555555556,"['{""property"": ""honest""}']","['{""property"": ""accountable""}']","['{""property"": ""responsibility""}']",{'property': 'honest'},honest,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'accountable'},accountable,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,{'property': 'responsibility'},responsibility,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666667
,the granite bench,bench,granite,wood/metal/plastic,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""portable""}']","['{""property"": ""portable""}']","['{""property"": ""flexible""}']",{'property': 'portable'},portable,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,{'property': 'portable'},portable,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,{'property': 'flexible'},flexible,0.0,0.0,0.0,0.0,0.0
"But on this night the mirth jarred like a cracked bell and ere they rose, the seneschal ventured timidly to ask the Baron if he might accept the ransom offered by the young wife of the latest captive.",a cracked bell and,bell,cracked,clear,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(4, 5, 4)","(1, 2, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""unbroken""}']","['{""property"": ""intact""}']","['{""property"": ""unblemished""}']",{'property': 'unbroken'},unbroken,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'intact'},intact,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'unblemished'},unblemished,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
but stillnowhere near as enjoyable as a night with emma . '',a night with emma,night,emma,black,canceled,"(canceled, others, canceled)","(2, 2, 2)","(4, 5, 5)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""daytime""}']","['{""property"": ""daytime""}']","['{""property"": ""daytime""}']",{'property': 'daytime'},daytime,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'daytime'},daytime,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'daytime'},daytime,0.0,0.0,0.0,0.0,0.0
"Life, I said to myself, is as empty as a used cantaloupe.",a used cantaloupe,cantaloupe,used,sweet,canceled,"(canceled, canceled, others)","(2, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,False,0.0,0.6666666666666666,"['{""property"": ""fresh""}']","['{""property"": ""fresh""}']","['{""property"": ""fresh""}']",{'property': 'fresh'},fresh,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'fresh'},fresh,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"We should build the garden with a setting of fine trees grouped upon the outskirts, otherwise it will seem as incomplete as a portrait without a frame.",a portrait without a frame,portrait,frame,structural,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(3, 2, 1)","(4, 4, 4)",0.5555555555555556,0.3333333333333333,0.1111111111111111,0.988888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""framed""}']","['{""property"": ""framed""}']","['{""property"": ""framed""}']",{'property': 'framed'},framed,0.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,{'property': 'framed'},framed,0.0,0.7777777777777778,1.0,1.0,1.0,{'property': 'framed'},framed,0.0,0.7777777777777778,1.0,1.0,1.0
"In the east the full moon had just risen, and its thin silver surface was flushed with pink until it looked exactly like the setting sun.",the setting sun,sun,set,hot,canceled,"(canceled, canceled, others)","(2, 3, 3)","(5, 5, 4)","(1, 2, 2)",0.6666666666666667,0.3333333333333333,1.0,0.255555556,False,0.0,1.0,"['{""property"": ""rising""}']","['{""property"": ""rising""}']","['{""property"": ""rising""}']",{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0,{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0,{'property': 'rising'},rising,0.0,1.0,0.0,1.0,1.0
"To have a fellow going about the farm as cross with every body as a bear with a sore head, with a temper as sour as verjuice and as sharp as a razor, looking as surly as a butcher's dog, is a great nuisance and yet there may be some good points about the man, so that he may be a man for all that but poor, soft Tommy, as green as grass and as ready to bend as a willow, is nobody's money and every body's scorn.",a butcher's dog,dog,butcher,skilled,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 2, 3)","(1, 4, 3)",0.4444444444444445,0.3333333333333333,0.5555555555555556,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""vegetarian""}']","['{""property"": ""vegetarian""}']","['{""property"": ""vegetarian""}']",{'property': 'vegetarian'},vegetarian,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,{'property': 'vegetarian'},vegetarian,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'vegetarian'},vegetarian,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
"He was a strange object, the wrinkled skin of his face yellow like old ivory, a ragged white beard hanging almost to his waist.","old ivory,",ivory,old,pure,canceled,"(others, canceled, canceled)","(4, 3, 3)","(3, 5, 5)","(2, 2, 2)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.088888889,False,0.1111111111111111,0.7777777777777778,"['{""property"": ""lustrous""}']","['{""property"": ""lustrous""}']","['{""property"": ""lustrous""}']",{'property': 'lustrous'},lustrous,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.5555555555555556,{'property': 'lustrous'},lustrous,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.5555555555555556,{'property': 'lustrous'},lustrous,0.2222222222222222,0.7777777777777778,0.0,0.7777777777777778,0.5555555555555556
I do like how this dig at nerds implicitly acknowledges that their religions are equally as real as star wars and just hope you wont notice.,star wars,war,star,luminous,canceled,"(canceled, component, canceled)","(3, 3, 1)","(5, 5, 1)","(4, 4, 5)",0.6666666666666667,0.3333333333333333,0.0,0.877777778,False,1.0,1.0,"['{""property"": ""peaceful""}']","['{""property"": ""peaceful""}']","['{""property"": ""peaceful""}']",{'property': 'peaceful'},peaceful,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'peaceful'},peaceful,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'peaceful'},peaceful,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
Almost like shattered glass.,shattered glass,glass,shatter,hard,canceled,"(canceled, component, canceled)","(1, 4, 2)","(4, 5, 5)","(2, 3, 2)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""intact""}']","['{""property"": ""intact""}']","['{""property"": ""intact""}']",{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"The monsters are kind of like the opposite of moths, most of the cities now have laws in place to make electricity free.",the opposite of moths,opposite,moth,fly,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 5, 4)",0.8888888888888888,0.0,0.0,1.0,True,0.8888888888888888,0.8888888888888888,"['{""property"": ""attracted to light""}']","['{""property"": ""attracted to light""}']","['{""property"": ""attracted to light""}']",{'property': 'attracted to light'},attracted to light,1.0,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'attracted to light'},attracted to light,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'attracted to light'},attracted to light,1.0,0.0,0.8888888888888888,0.8888888888888888,0.0
"The squeak of my match sounded as loud as the scraping of a brake, and I almost fancied I heard it fall when I tossed it onto the grass.",the scraping of a brake,scraping,brake,precise,canceled,"(canceled, component, canceled)","(1, 4, 2)","(2, 2, 2)","(3, 4, 4)",0.6666666666666667,0.1111111111111111,0.3333333333333333,0.9,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""smooth""}']","['{""property"": ""smooth""}']","['{""property"": ""smooth""}']",{'property': 'smooth'},smooth,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'smooth'},smooth,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'smooth'},smooth,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
"Front chair has its arms upwards like hands in the air, the chair behind it has its arms pointing at it like it's pointing a gun.",hands in the air,hands,air,manipulative,canceled,"(others, canceled, canceled)","(1, 2, 2)","(2, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""grounded""}']","['{""property"": ""grounded""}']","['{""property"": ""grounded""}']",{'property': 'grounded'},grounded,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'grounded'},grounded,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'grounded'},grounded,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,strong,canceled,"(canceled, canceled, canceled)","(3, 2, 3)","(5, 5, 5)","(5, 4, 5)",0.8888888888888888,0.0,0.8888888888888888,,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""super strength""}']","['{""property"": ""super strength""}']","['{""property"": ""super strength""}']",{'property': 'super strength'},super strength,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'super strength'},super strength,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'super strength'},super strength,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
the question hit toni like a punch in the stomach .,a punch in the stomach,punch,stomach,hollow,canceled,"(canceled, others, canceled)","(1, 2, 1)","(1, 1, 1)","(3, 3, 4)",0.3333333333333333,0.0,0.0,1.0,False,0.3333333333333333,0.3333333333333333,"['{""property"": ""comforting""}']","['{""property"": ""comforting""}']","['{""property"": ""digestive""}']",{'property': 'comforting'},comforting,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'comforting'},comforting,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'digestive'},digestive,0.0,0.0,1.0,1.0,1.0
,pizza with no cheese,pizza,cheese,topped,canceled,"(canceled, canceled, canceled)","(1, 1, 4)","(3, 5, 5)","(2, 1, 5)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""cheesy""}']","['{""property"": ""cheesy""}']","['{""property"": ""cheesy""}']",{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'cheesy'},cheesy,0.0,0.8888888888888888,1.0,1.0,1.0
,a skein of smoke,skein,smoke,yarn,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(4, 3, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""solid""}']","['{""property"": ""tangible""}']","['{""property"": ""tangible""}']",{'property': 'solid'},solid,0.0,0.0,0.0,0.0,0.0,{'property': 'tangible'},tangible,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'tangible'},tangible,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333
over and over again like a fever dream .,a fever dream,dream,fever,real,canceled,"(canceled, canceled, component)","(1, 2, 3)","(2, 3, 2)","(1, 1, 4)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""realistic""}']","['{""property"": ""lucid""}']","['{""property"": ""realistic""}']",{'property': 'realistic'},realistic,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'lucid'},lucid,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'realistic'},realistic,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333
"I stood on the platform and had no trouble in yanking the stuff in and this went right along like a mail steamer, till it was all up, and it came old Dibs's turn.",a mail steamer,steamer,mail,cook,canceled,"(canceled, canceled, canceled)","(2, 1, 2)","(5, 4, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,True,0.0,0.8888888888888888,"['{""property"": ""land-based""}']","['{""property"": ""land-based""}']","['{""property"": ""roadworthy""}']",{'property': 'land-based'},land-based,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'land-based'},land-based,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'roadworthy'},roadworthy,0.0,0.0,0.0,0.0,0.0
These things and deeds are diametrically opposed they are as distinct as vice from virtue.,vice from virtue,vice,virtue,positive,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(1, 1, 1)","(5, 4, 5)",1.0,0.0,0.0,0.988888889,False,1.0,1.0,"['{""property"": ""moral""}']","['{""property"": ""innocent""}']","['{""property"": ""innocent""}']",{'property': 'moral'},moral,0.0,0.0,1.0,1.0,1.0,{'property': 'innocent'},innocent,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'innocent'},innocent,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
,ill preparation,preparation,ill,planning,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""healthy""}']","['{""property"": ""adequate""}']","['{""property"": ""adequate""}']",{'property': 'healthy'},healthy,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'adequate'},adequate,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'adequate'},adequate,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"i reckon i am at that , seein as how youre about as useful as a bucket with no bottom . ''",a bucket with no bottom,bucket,bottom,simple,canceled,"(canceled, canceled, canceled)","(2, 1, 4)","(4, 2, 2)","(2, 2, 1)",0.8888888888888888,0.0,0.8888888888888888,0.377777778,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""holds water""}']","['{""property"": ""holds water""}']","['{""property"": ""holds water""}']",{'property': 'holds water'},holds water,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,{'property': 'holds water'},holds water,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'holds water'},holds water,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"Well I dress like a bum, am as ugly as a dog's arse, am one FAT MOTHERFUCKER and rarely if ever wear shoes.",a dog's arse,arse,dog,loyal,canceled,"(canceled, canceled, others)","(1, 1, 5)","(1, 1, 1)","(5, 4, 2)",0.8888888888888888,0.0,0.0,0.777777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""graceful""}']","['{""property"": ""front""}']","['{""property"": ""adorable""}']",{'property': 'graceful'},graceful,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'front'},front,0.0,0.0,0.0,0.0,0.0,{'property': 'adorable'},adorable,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
The fields like the mountains that looked down at them were as unchangeable as the passing days.,the passing days,day,pass,acceptable,canceled,"(canceled, canceled, others)","(1, 1, 2)","(1, 1, 2)","(2, 5, 3)",0.5555555555555556,0.3333333333333333,0.3333333333333333,0.888888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""future""}']","['{""property"": ""future""}']","['{""property"": ""future""}']",{'property': 'future'},future,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'future'},future,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'future'},future,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
,the washed out road,road,wash,paved,canceled,"(component, canceled, canceled)","(4, 1, 1)","(4, 4, 4)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.0,0.7777777777777778,"['{""property"": ""clean""}']","['{""property"": ""clean""}']","['{""property"": ""well-maintained""}']",{'property': 'clean'},clean,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'clean'},clean,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'well-maintained'},well-maintained,0.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778
his body felt as brittle as a winter leaf .,a winter leaf,leaf,winter,photosynthetic,canceled,"(canceled, canceled, canceled)","(2, 3, 3)","(5, 5, 5)","(2, 2, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""green""}']","['{""property"": ""green""}']","['{""property"": ""green""}']",{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'green'},green,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
"Never for a moment, until I was dropped down here like a stone from a sling.",a stone from a sling,stone,sling,still,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 2)","(2, 2, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""flexible""}']","['{""property"": ""flexible""}']","['{""property"": ""flexible""}']",{'property': 'flexible'},flexible,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,{'property': 'flexible'},flexible,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,{'property': 'flexible'},flexible,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
"I suppose that having made a mock of you and drained you dry, she was content to throw you aside like an empty gourd.",an empty gourd,gourd,empty,seed-filled,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""full""}']","['{""property"": ""full""}']","['{""property"": ""full""}']",{'property': 'full'},full,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'full'},full,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'full'},full,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"He would splash about like a trout in a saucer, bemoaning his fate.",a trout in a saucer,trout,saucer,stream-dwelling,canceled,"(canceled, canceled, canceled)","(1, 2, 2)","(5, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""swimming""}']","['{""property"": ""swimming""}']","['{""property"": ""swimming""}']",{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"He and the others stood grimly silent watching the schooner, as immobile as graven images.",graven images,images,graven,composed of pixels or vectors,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""divine""}']","['{""property"": ""divine""}']","['{""property"": ""divine""}']",{'property': 'divine'},divine,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,{'property': 'divine'},divine,0.0,0.0,0.0,0.0,0.0,{'property': 'divine'},divine,0.0,0.0,0.0,0.0,0.0
"The early submarine, though, was not only as blind as a cave fish, but it was as deaf and as dumb as a snail and since this was the case, it had to do whatever talking was necessary by means of a deaf and dumb alphabet, that is, by signaling with flags, or wigwagging, as it is called.",a cave fish,fish,cave,colorful,canceled,"(canceled, canceled, canceled)","(1, 3, 1)","(4, 4, 4)","(1, 2, 1)",0.5555555555555556,0.0,0.5555555555555556,0.111111111,False,0.1111111111111111,0.5555555555555556,"['{""property"": ""photosynthetic""}']","['{""property"": ""photosynthetic""}']","['{""property"": ""photosynthetic""}']",{'property': 'photosynthetic'},photosynthetic,0.0,0.0,0.0,0.0,0.0,{'property': 'photosynthetic'},photosynthetic,0.0,0.0,0.0,0.0,0.0,{'property': 'photosynthetic'},photosynthetic,0.0,0.0,0.0,0.0,0.0
"He quickly opted for the rubbish bin, sliding in as silently as the nonexistent wind. ",the nonexistent wind,wind,nonexistent,airflow,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""tangible""}']","['{""property"": ""tangible""}']","['{""property"": ""tangible""}']",{'property': 'tangible'},tangible,0.0,0.0,0.0,0.0,0.0,{'property': 'tangible'},tangible,0.0,0.0,0.0,0.0,0.0,{'property': 'tangible'},tangible,0.0,0.0,0.0,0.0,0.0
