sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max
The satire in both shows is about as subtle as a brick to the face and these people are patting themselves on the back for barely understanding half of it like they are now above both sides of an argument.,a brick to the face,brick,face,violent,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(2, 3, 1)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
"as true as the passage of a second , as true as the moon that hung so silvery blue above the tree line just then , her words could not be argued .",the passage of a second,passage,second,undeniable,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 2, 3)","(2, 2, 2)",1.0,1.0,0.0,0.0,False,0.0
Did he flock away like a herd of birds?,a herd of birds,herd,bird,noisy,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 3)","(4, 4, 5)",0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,False,0.5555555555555556
almost like the calm before the storm . '',the calm before the storm,calm,storm,deceptive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(2, 1, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
"In a study, some of the infected juveniles were only half as heavy as controls with no worms.",controls with no worms,control,worm,uninfected,emergent,"(emergent, emergent, component)","(5, 4, 4)","(2, 1, 2)","(3, 1, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333
Well that's about as smart as an elevator in an outhouse,an elevator in an outhouse,elevator,outhouse,nonsensical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 5)","(5, 2, 4)",1.0,1.0,0.0,0.0,False,0.0
"Seams were ripping, dark stains appeared on the doll, and even an eyeball was hanging loosely like a ball and chain.",a ball and chain,ball,chain,burdensome,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 3)",0.33333333333333326,0.8888888888888888,0.0,0.5555555555555556,False,0.5555555555555556
"My drunk tunnel vision would still cause me to piss into it and then promptly slip in it, so its just as bad as a hole in the floor.",a hole in the floor,hole,floor,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 1, 3)","(2, 1, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.1111111111111111,True,0.3333333333333333
"These are very large, not quite as large as a leg of ham, but quite as large, often times, as a loaf of bread.",a leg of ham,leg,ham,sizeable,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"It definetly has, again, it is almost like a fire cracker.",a fire cracker,cracker,fire,explosive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(5, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Whether they do anything with what they collect , or whether it 's an exercise in pointlessness , a little like cosmic trainspotting , is another matter .",cosmic trainspotting,trainspotting,cosmic,meaningless,emergent,"(emergent, emergent, emergent)","(3, 5, 5)","(3, 2, 3)","(2, 1, 4)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Well this side of the pond is stripping down to its wifebeater and bouncing around like a kangaroo on acid.,a kangaroo on acid,kangaroo,acid,unpredictable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 4, 3)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"shoo mud be as handsome as wax work, shoo thinks soa mich ov her' sen!",wax work,work,wax,lifelike,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(3, 3, 4)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333
"Yes but with something a little more political it's important to know its fake, more so when it's not blatantly obvious like a talking dog.",a talking dog,dog,talk,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 1)","(4, 1, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111
"Contract or no contract, Mackaye and the Mallorys could not have long remained in association on amicable terms, because they were as antagonistic as fire and water.",fire and water,fire,water,oppose,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 4)","(4, 3, 4)",1.0,1.0,0.0,0.0,True,0.0
"Now, that sword, driven by energy to be calculated in foot tons, would have passed through the planking of a ship as easily as a knife through cheese and have been withdrawn as easily for twenty years it had ripped and slain living creatures from Honda to Ducie, but never before had it stuck.",a knife through cheese,knife,cheese,easily,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(2, 3, 3)","(1, 4, 3)",1.0,1.0,0.0,0.0,False,0.0
"still , the last couple of times hed run into reuben , hed been about as friendly as a wet cat .",a wet cat,cat,wet,displease,emergent,"(emergent, component, emergent)","(5, 5, 4)","(2, 3, 2)","(4, 4, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
that says not exactly Now you think that that hitech weapon you though was too big is just as useful as a spit against a tank.,a spit against a tank,spit,tank,ineffective,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 1)","(1, 2, 1)",0.4444444444444444,1.0,0.5555555555555556,0.0,False,0.5555555555555556
,a battery farm,farm,battery,inhumane,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,True,0.3333333333333333
"At any rate, just throw a glance aloft now and then, and our good old lady will explain herself to her own sex, she's as good as a dictionary without words!",a dictionary without words,dictionary,word,unhelpful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 1)","(3, 2, 1)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,True,0.3333333333333333
"It is an extra sense, as incommunicable as an ear for music.",an ear for music,ear,music,discern,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 4, 4)","(4, 5, 4)",0.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,False,0.7777777777777778
"somewhere out there , there 's a dead fish thinking , 'well , at least i do n't stink as bad as tobias 's truth . ' ''",tobias 's truth,truth,tobias,subjective,emergent,"(component, emergent, emergent)","(5, 4, 5)","(5, 3, 2)","(5, 2, 4)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.0,False,0.5555555555555556
Nothing brings people together like a mutual enemy.,a mutual enemy,enemy,mutual,brings people together,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 2, 2)","(4, 5, 5)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"The law would make it mandatory for Hindu women to wear veils, just like Muslim women.",Muslim women,woman,muslim,cover,emergent,"(emergent, component, emergent)","(5, 5, 4)","(2, 2, 2)","(4, 4, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"The tops of the boxes also seemed alive, for they rose and fell regularly like the breast of a sleeper.",the breast of a sleeper,breast,sleeper,rhythmic movement,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 3)","(4, 1, 4)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,True,0.1111111111111111
"they were all cuddled up together like a litter of pups , snoring softly . ",a litter of pups,litter,pup,cuddled up together,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 3, 5)",0.11111111111111105,0.8888888888888888,0.7777777777777778,0.5555555555555556,False,0.7777777777777778
"but not as fast as the drawing and quartering , lucas reminded me .",the drawing and quartering,drawing,quarter,punitive,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 3, 4)",1.0,1.0,0.0,0.0,False,0.0
Her hair was the color of the arid desert sands and her pale blue eyes were as vacant as a cloudless sky.,a cloudless sky,sky,cloudless,vacuous,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 4)","(3, 3, 5)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
You can't take a wife and throw her aside like an old boot.,an old boot,boot,old,discardable,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 4)","(4, 4, 5)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"The sight was a singular one, with the ground worn as smooth as the floor of a barn by the licking of multitudinous tongues, and its moisture glistened in the sunlight, as if it had been oiled.",the floor of a barn,floor,barn,unfinishe,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(4, 3, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0
"i was banking on the fact if they came to the party , theyd cluster together like rattlesnakes in a den . ",rattlesnakes in a den,rattlesnake,den,closely packed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 5)",0.11111111111111105,0.8888888888888888,0.1111111111111111,0.7777777777777778,False,0.7777777777777778
"this fox and hound game would be a joke , it was more like the eagle and the worm , cowardly and woefully one sided .",the eagle and the worm,eagle,worm,unequal,emergent,"(emergent, emergent, component)","(5, 5, 4)","(4, 2, 4)","(4, 2, 2)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
"She insisted I havent seen more beautiful hair, it was as strange as the moonlight at noon.",the moonlight at noon,moonlight,noon,unusual,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
"and with all the other enviro disasters going on in the world , theyve kinda got us all cornered like trapped rats .",trapped rats,rat,trap,helpless,emergent,"(emergent, component, emergent)","(5, 4, 5)","(3, 1, 2)","(3, 3, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
And just like Pawn Stars this strip goes on for too long and makes the viewer feel awkward and embarrassed for all involved.,Pawn Stars,star,pawn,entertain,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 4)","(3, 2, 2)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
we stood there like an animals about to be hunted .,an animals about to be hunted,animal,hunt,fearful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 4, 4)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"Is Eloise her real name, or do you call her that because she is bonny like the girl in the book?",the girl in the book,girl,book,imaginary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(3, 4, 3)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111
"A number of words are always hovering about these webs, and when one of them touches a web, with which it has an affinity, it is retained there like a fly in a cobweb.",a fly in a cobweb,fly,cobweb,trap,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(5, 5, 4)",0.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,False,0.8888888888888888
"It's kind of like the water in the toilet, it's swirling around.",the water in the toilet,water,toilet,unpleasant,emergent,"(emergent, emergent, component)","(5, 5, 5)","(1, 2, 2)","(3, 4, 4)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"Grasping his dignity firmly like a walking stick, he stalked up the pavement to the house.",a walking stick,stick,walk,stabilize,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"There are chapters in the book ... that haunt one afterwards like remembered music, or like passages in the prose of Walter Pater.",remembered music,music,remember,emotionally impactful,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 5)","(3, 3, 4)",0.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,False,0.7777777777777778
"This detracts a little from the piece to my mind as it feels at best like a missed opportunity, or otherwise a failed use misuse of the supposing of structure.",a missed opportunity,opportunity,miss,regretful,emergent,"(component, emergent, emergent)","(5, 4, 5)","(4, 1, 4)","(5, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Also like a good politician, he asked around of the men in the bath of our businesses, our wives and sons.",a good politician,politician,good,responsible,emergent,"(emergent, emergent, component)","(5, 4, 5)","(4, 1, 4)","(4, 2, 5)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
I just think it is a bit similar to although not quite as bad as phrases like man up!,phrases like man up,phrase,man,prescriptive,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"One does not know sadness, unless you have held your burning baby in your arms, watching his life slip away like oil from a lantern.",oil from a lantern,oil,lantern,fleeting,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(2, 2, 1)","(3, 3, 1)",0.22222222222222227,0.5555555555555556,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"He was cleaning the row pretty well, and the weeds were wilting in the sun but the rows were as crooked as a snake's path.",a snake's path,path,snake,irregular,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"It's like it's not quite like the blind audition a classical musician goes through, but",the blind audition,audition,blind,unbiased,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 5, 5)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
He was almost as bad as a female housekeeper.,a female housekeeper,housekeeper,female,stereotypical,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 3, 3)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Whatever his life, he must when he dies take his place amongst that wretched throng of sufferers packed as closely as cattle in a truck, and plunged to a point perhaps determined by prudery in tongues of flame.",cattle in a truck,cattle,truck,constrain,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 2)","(2, 1, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Just like house flippers, they had flipped and merged the company so many times there was no way for it to be profitable...the raw debt load they carried met they needed minimum wage just to break even.",house flippers,flipper,house,entrepreneurial,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 4)","(1, 3, 1)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0
"Be silent, said Juanna indignantly, and Soa slunk back like a whipped hound.",a whipped hound,hound,whip,cowardly,emergent,"(emergent, component, emergent)","(4, 4, 4)","(2, 2, 2)","(3, 3, 3)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.0,False,0.1111111111111111
"Not always, my store has the round eggs already made, we make them just like the folded eggs.",the folded eggs,egg,fold,prepared in a specific way,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 2)","(5, 4, 4)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"The mind can scarcely grasp the minuteness of these tiny creaturescreatures that seem to enjoy existence, eating, and apparently playing and entertaining each other like the higher animals.",the higher animals,animal,high,intelligent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 3, 1)","(4, 1, 1)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,False,0.3333333333333333
"I cannot think of you as being moved by them perhaps what is said of us is true, and we are only like moonlight unto sunlight, and like water unto wine.",moonlight unto sunlight,moonlight,sunlight,comparative,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(2, 1, 2)","(2, 1, 2)",0.3333333333333333,0.3333333333333333,0.0,0.0,False,0.0
"Up flew his great fat legs, and away he went, pitching and tossing, and jumping and twirling, and jigging up and down like an elephant in a fit.",an elephant in a fit,elephant,fit,uncontrolle,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
Maybe they leave the sticker there because they just like shiny objects...,shiny objects,object,shiny,attractive,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(5, 4, 5)",0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,False,0.7777777777777778
"Now, we know that from the very beginning the President knew that this was a lethal virus, at least five times as lethal as the worst flu.",the worst flu,flu,bad,lethal,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(4, 1, 2)","(2, 1, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
"but it's very heavy, and I should have to go round like a walking doll if I wore it.",a walking doll,doll,walk,unnatural,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 2, 2)","(1, 5, 1)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.0,False,0.5555555555555556
"Pontius, its abbot, having fallen into ways of pride and extortion, had been induced from Rome to resign his abbacy, and to promise a pilgrimage to the Holy Land but soon afterwards he fell upon the monastery with an armed force, and ruled there like a robber chieftain.",a robber chieftain,chieftain,robber,tyrannical,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(4, 3, 3)","(2, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
artists and shrinks go together like milk and cookies .,milk and cookies,milk,cookie,compatible,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 1)","(2, 1, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"This is kind of like a one note joke like we get it, youre rich, everyones poor, you dont know how to milk a cow.",a one note joke,joke,note,simplistic,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 3, 3)","(2, 3, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 5, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
They are dangerous and alluring like an African cat.,an African cat,cat,african,exotic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
"Yes but with something a little more political it's important to know its fake, more so when it's not blatantly obvious like a talking dog.",a talking dog,dog,talk,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
,a sail in a tempest,sail,tempest,swept away,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(5, 5, 5)",0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,False,0.7777777777777778
"Because time is water, life washes away like a castle in sand. ",a castle in sand,castle,sand,fragile,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333
"Camping in tents and cooped up in those magnificent mobile ovens , the crews were understandably as short on fuse as they were long on indestructibility and tantrums were as common as stones through the windscreen , the motley band continued their unsung way across the tropic of Cancer while those celebrated and sponsored ParisDakar counterparts roared along to the west .",stones through the windscreen,stone,windscreen,destructive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 3, 4)","(4, 1, 4)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222
"It is somewhat like the Irish expression, Saving your presence, sir, when alluding to an unpleasant subject.",the Irish expression,expression,irish,idiomatic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 5, 4)","(3, 4, 3)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"If I suddenly became famous over night about as likely as pigs flying I wouldn't need to ask who told what, I'd know based on their personalities.",pigs flying,pig,fly,unrealistic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
"the big question was what to do with sam , since neither ryan nor zoe wanted to take the teenager along and subject her to potential disappointment or upset if the keys turned out to be a dead end or something disturbing like a drug stash .",a drug stash,stash,drug,illegal,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(5, 5, 4)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"and when the goblin men came through the glen , calling out soft like doves cooing , 'come buy our orchard fruits , come buy ! ' ",doves cooing,dove,coo,soothing,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(5, 4, 5)",0.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,False,0.7777777777777778
,an Indian feather,feather,indian,ornate,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(4, 4, 3)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
The fact that karma whoring by posting bullshit can be dismissed as easily as a boy's mischief is a problem.,a boy's mischief,mischief,boy,trivial,emergent,"(emergent, emergent, emergent)","(3, 5, 4)","(1, 4, 3)","(1, 2, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
,the sneeze of a hippopotamus,sneeze,hippopotamus,loud,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(4, 1, 3)","(3, 1, 4)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556
"the color scheme was as bold as the plunge of the neckline a swath of bright scarlet draped up toward the outlandish bustle to reveal a purple skirt beneath , with silvergray passementerie looped around the cuffs , the bodice , and the hem .",the plunge of the neckline,plunge,neckline,reveal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 3, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"The dark clouds had become more compact and although it was still only late morning , it was as dark as a gathering twilight .",a gathering twilight,twilight,gathering,ominous,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 4, 3)","(2, 2, 3)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"A. J. Liebling said on him, George Seldes is about as subtle as a house falling in.",a house falling in,house,fall,destructive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333
It must sound awfully like swelled head.,swelled head,head,swell,conceite,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(2, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333
"Still, a man cant be jumpin around like a cat in a bag.",a cat in a bag,cat,bag,confine,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 1)","(5, 1, 3)",0.4444444444444445,0.7777777777777778,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
Nothin' means lovin' like a baby in the oven!,a baby in the oven,baby,oven,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 5)","(1, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333
"Once set it upon its own professed foundations, and the entire quasireligious structure, with its visionary hopes, its impossible enthusiasmsall its elaborate apparatus for enlarging the single life, and the generation that surrounds it, falls to earth instantly like a castle of cards.",a castle of cards,castle,card,unstable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 5, 4)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
all the kitsch and puns were about as charming as a poke in the eye .,a poke in the eye,poke,eye,distasteful,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
"Now you can't choose your seat, aren't doing opening nights for films and some films just won't qualify anymore like big films.",big films,film,big,high,emergent,"(emergent, emergent, emergent)","(3, 4, 4)","(2, 2, 2)","(4, 3, 3)",0.0,0.3333333333333333,0.0,0.3333333333333333,False,0.3333333333333333
"And we know that even just as recently as a couple of days ago, Sarah Huckabee Sanders said well, we know what would happen if he fires Mueller.",a couple of days,couple,day,recent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"If every ablebodied man in the world today were to be slain, and only the weak and puny left, although the injury would be incalculable and would make the whole race stagger, still the next generation of men would be almost as ablebodied and as fit as the present generation.",the present generation,generation,present,able,emergent,"(emergent, component, emergent)","(4, 4, 4)","(1, 3, 3)","(1, 2, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
An aeroplane in these hills will be just about as useful as a Dreadnought in a millpond.,a Dreadnought in a millpond,dreadnought,millpond,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(1, 4, 2)","(3, 2, 3)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"as ineffectual as so small a quantity of soap would be in so large a vessel of water, mug here denoting a washtub as slender in the middle as a cow in the waist, said of a very stout person as slick as a oont as smooth as a mole as slim as a barbers pole as softhearted as a rezzil weasel, said of a person who is absolutely cruel as sound as a trout as sour as a grig, referring to grig, the wild bullace, not to the proverbial merry grig as straight as a loach, an allusion to the swift direct motion of the loach as sure as Gods in Gloucestershire, an allusion to the large number of churches and religious houses the county used to possess as throng busy as a cobblers Monday, said in ridicule, because a cobbler is supposed to rest on Monday to work off the effects of a drinking bout at the weekend as tough as a withy as wakken as a witterick as lively as a weasel as warm as a bee as weak as a midsummer gosling as weak as a wet dishclout as welcome as flowers in May, said to a friend entering the house as welcome as snow in harvest, or as welcome as water in ones shoon, said of an undesired guest as whisht as a winnard, an allusion to the redwings which reach Cornwall in the late autumn, and are seen there in the winter in a very thin and miserably weak condition as windy as a wisket basket, said of a forgetful person as yellow as a gollan a cornmarigold.",snow in harvest,snow,harvest,undesired,emergent,"(emergent, component, emergent)","(5, 5, 5)","(1, 3, 3)","(1, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"Because the small feathers next the bird fall over each other like the tiles of a roof, and thus throw off the water.",the tiles of a roof,tile,roof,water-repellent,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 4, 4)",0.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,False,0.8888888888888888
"row after row of blackandwhite halftimbered buildings lined the cobbled lanes , pressed tight like books on a shelf . ",books on a shelf,book,shelf,closely packed,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
You're as useless as a knitted condom.,a knitted condom,condom,knitted,not effective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 5)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
